# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/8255  : Positie van het dashboardaccessoire
gid://shopify/TaxonomyAttribute/1858  : Gegevensnetwerk
gid://shopify/TaxonomyAttribute/5004  : Beleid voor gegevensrollover
gid://shopify/TaxonomyAttribute/7730  : Dadelsoort
gid://shopify/TaxonomyAttribute/9372  : Materiaal dayan-vel
gid://shopify/TaxonomyAttribute/9373  : Materiaal dayan-spanbanden
gid://shopify/TaxonomyAttribute/9374  : Dayan syahi type
gid://shopify/TaxonomyAttribute/7731  : Cafeïneverwijdering methode
gid://shopify/TaxonomyAttribute/8256  : Decal installatie methode
gid://shopify/TaxonomyAttribute/8257  : Decal oriëntatie
gid://shopify/TaxonomyAttribute/8258  : Decal plaatsing type
gid://shopify/TaxonomyAttribute/8259  : Decal zichtbaarheid eigenschap
gid://shopify/TaxonomyAttribute/7352  : Deck concave niveau
gid://shopify/TaxonomyAttribute/7353  : Deck flex beoordeling
gid://shopify/TaxonomyAttribute/7354  : Dekmateriaal
gid://shopify/TaxonomyAttribute/9375  : Decoderinterface / aansluiting type
gid://shopify/TaxonomyAttribute/5482  : Decoder/encoder functie
gid://shopify/TaxonomyAttribute/5837  : Decoratietaskenmerken
gid://shopify/TaxonomyAttribute/2782  : Decoratiemateriaal
gid://shopify/TaxonomyAttribute/6669  : Decoratie techniek
gid://shopify/TaxonomyAttribute/2348  : Ontwerp decoratieve stempel
gid://shopify/TaxonomyAttribute/9376  : Decoratieve stempel vormfactor
gid://shopify/TaxonomyAttribute/9377  : Decoratieve tape toepassing
gid://shopify/TaxonomyAttribute/9378  : Decoratieve tape formaat
gid://shopify/TaxonomyAttribute/7355  : Lokvogel drijfvermogen
gid://shopify/TaxonomyAttribute/7356  : Lokaas scharnier type
gid://shopify/TaxonomyAttribute/7357  : Lokaas bewegingsmechanisme
gid://shopify/TaxonomyAttribute/7358  : Lokaas houding
gid://shopify/TaxonomyAttribute/7359  : Lokaas grootte klasse
gid://shopify/TaxonomyAttribute/7360  : Lokaas stijl
gid://shopify/TaxonomyAttribute/5838  : Navulvorm luchtontvochtiger
gid://shopify/TaxonomyAttribute/7732  : Delicatessenvlees variant
gid://shopify/TaxonomyAttribute/8260  : Leveringsvorm
gid://shopify/TaxonomyAttribute/9379  : Denim samenstelling
gid://shopify/TaxonomyAttribute/9380  : Denim afwerking
gid://shopify/TaxonomyAttribute/9381  : Denim beoogd gebruik
gid://shopify/TaxonomyAttribute/9382  : Denim stretch type
gid://shopify/TaxonomyAttribute/6670  : Denim wassing
gid://shopify/TaxonomyAttribute/2365  : Coupure
gid://shopify/TaxonomyAttribute/5177  : Compatibiliteit tandheelkundige apparatuur
gid://shopify/TaxonomyAttribute/5189  : Tandflosformaat
gid://shopify/TaxonomyAttribute/3349  : Vorm flossdraad
gid://shopify/TaxonomyAttribute/1664  : Flossdraaddikte
gid://shopify/TaxonomyAttribute/3350  : Type flossdraad
gid://shopify/TaxonomyAttribute/3351  : Aanbevolen gebruik mondbescherming
gid://shopify/TaxonomyAttribute/5190  : Tandboogdekking gebitsbeschermer
gid://shopify/TaxonomyAttribute/1665  : Certificeringen tandheelkundige gebitsbeschermers
gid://shopify/TaxonomyAttribute/2563  : Smaak tandpasta
gid://shopify/TaxonomyAttribute/2561  : Tandheelkundige artikelen inbegrepen
gid://shopify/TaxonomyAttribute/5192  : Tandboogdekking kunstgebit
gid://shopify/TaxonomyAttribute/1667  : Kleur kunstgebitbasis
gid://shopify/TaxonomyAttribute/3352  : Dekking kunstgebit
gid://shopify/TaxonomyAttribute/3353  : Ontwerp kunstgebit
gid://shopify/TaxonomyAttribute/5193  : Kunstgebit retentiemechanisme
gid://shopify/TaxonomyAttribute/1668  : Kleur kunstgebittanden
gid://shopify/TaxonomyAttribute/2650  : Implementatietype
gid://shopify/TaxonomyAttribute/7361  : Derailleurkooi lengte
gid://shopify/TaxonomyAttribute/7362  : Derailleur bevestigingswijze
gid://shopify/TaxonomyAttribute/7363  : Derailleur type
gid://shopify/TaxonomyAttribute/7364  : Vachtverzorginghulpmiddel type
gid://shopify/TaxonomyAttribute/5839  : Droogmiddelmateriaal
gid://shopify/TaxonomyAttribute/3154  : Kenmerken bureau-organizer
gid://shopify/TaxonomyAttribute/1570  : Gedetailleerde ingrediënten
gid://shopify/TaxonomyAttribute/1579  : Detecteerbare medicijnen
gid://shopify/TaxonomyAttribute/5058  : Detectietechnologie
gid://shopify/TaxonomyAttribute/3357  : Werkingsmodus detector
gid://shopify/TaxonomyAttribute/2582  : Detectorgevoeligheid
gid://shopify/TaxonomyAttribute/1368  : Connectortype
gid://shopify/TaxonomyAttribute/5163  : Ontwikkelaarsterkte
gid://shopify/TaxonomyAttribute/3027  : Ontwikkelingskenmerken
gid://shopify/TaxonomyAttribute/845   : Apparaatinterface
gid://shopify/TaxonomyAttribute/2197  : Apparaattechnologie
gid://shopify/TaxonomyAttribute/3392  : Behendigheidsvaardigheden
gid://shopify/TaxonomyAttribute/9383  : Diabolo assysteem
gid://shopify/TaxonomyAttribute/8261  : Ondersteunde diagnostische functies
gid://shopify/TaxonomyAttribute/8262  : Diagnostisch interface type
gid://shopify/TaxonomyAttribute/5840  : Afwerking van wijzerplaat
gid://shopify/TaxonomyAttribute/5005  : Kiesmethode
gid://shopify/TaxonomyAttribute/6671  : Diamant kleur klasse
gid://shopify/TaxonomyAttribute/3364  : Extra kenmerken luiertas
gid://shopify/TaxonomyAttribute/6672  : Luierbroekje stijl
gid://shopify/TaxonomyAttribute/1754  : Componenten luierset
gid://shopify/TaxonomyAttribute/3037  : Kenmerken luierhouder
gid://shopify/TaxonomyAttribute/1757  : Grootte luier
gid://shopify/TaxonomyAttribute/1573  : Type luier
gid://shopify/TaxonomyAttribute/9384  : Diastatische krachteenheid
gid://shopify/TaxonomyAttribute/9385  : Stemsysteem diatonische mondharmonica
gid://shopify/TaxonomyAttribute/2761  : Dobbelsteenvorm
gid://shopify/TaxonomyAttribute/6396  : Dobbelsteen zijden
gid://shopify/TaxonomyAttribute/9386  : Didgeridoo constructietype
gid://shopify/TaxonomyAttribute/1834  : Diëlektrisch type
gid://shopify/TaxonomyAttribute/7365  : Diervoederclaim
gid://shopify/TaxonomyAttribute/1452  : Dieetvoorkeuren
gid://shopify/TaxonomyAttribute/3098  : Voedingssupplementen
gid://shopify/TaxonomyAttribute/1567  : Dieetgebruik
gid://shopify/TaxonomyAttribute/2768  : Moeilijkheidsgraad
gid://shopify/TaxonomyAttribute/2048  : Diffuserontwerp
gid://shopify/TaxonomyAttribute/5132  : Type spijsverteringssupplement
gid://shopify/TaxonomyAttribute/1809  : Digitale geluidsverwerking
gid://shopify/TaxonomyAttribute/5653  : Afwerking digitizeroppervlak
gid://shopify/TaxonomyAttribute/5841  : Kenmerken van servies
gid://shopify/TaxonomyAttribute/1414  : Inclusief borden
gid://shopify/TaxonomyAttribute/6397  : Dinosaurus speelset schaal/figuur grootteklasse
gid://shopify/TaxonomyAttribute/6398  : Dinosaurus soorten inbegrepen
gid://shopify/TaxonomyAttribute/7366  : Dipsy diver maataanduiding
gid://shopify/TaxonomyAttribute/5447  : Direct box type
gid://shopify/TaxonomyAttribute/5388  : Richting detectievermogen
gid://shopify/TaxonomyAttribute/1379  : Vuilafscheidende methode
gid://shopify/TaxonomyAttribute/7367  : Type montage schijfremmotor
gid://shopify/TaxonomyAttribute/7368  : Meegeleverde accessoires voor schijfslot
gid://shopify/TaxonomyAttribute/2575  : Ontladingstype
gid://shopify/TaxonomyAttribute/9387  : Materiaal reflecterende tegels discobal
gid://shopify/TaxonomyAttribute/9388  : Discobal grootte spiegeltegels
gid://shopify/TaxonomyAttribute/5842  : Kenmerken van afwasmiddel
gid://shopify/TaxonomyAttribute/5843  : Type vaatwasseraccessoire
gid://shopify/TaxonomyAttribute/5844  : Vaatwasserprogramma's
gid://shopify/TaxonomyAttribute/2662  : Schijfformaattype
gid://shopify/TaxonomyAttribute/1384  : Dispensertype
gid://shopify/TaxonomyAttribute/5845  : Doseermechanisme
gid://shopify/TaxonomyAttribute/5188  : Type doseerbediening
gid://shopify/TaxonomyAttribute/5846  : Temperatuuropties
gid://shopify/TaxonomyAttribute/8263  : Display achtergrondverlichting kleur
gid://shopify/TaxonomyAttribute/3166  : Kenmerken van het displaybord
gid://shopify/TaxonomyAttribute/1730  : Kleurmodus display
gid://shopify/TaxonomyAttribute/3176  : Kenmerken display
gid://shopify/TaxonomyAttribute/5664  : Displayinterface
gid://shopify/TaxonomyAttribute/2046  : Weergavemodus
gid://shopify/TaxonomyAttribute/2548  : Aanbevolen gebruik weergeven
gid://shopify/TaxonomyAttribute/1334  : Schermresolutie
gid://shopify/TaxonomyAttribute/2622  : Ontwerp displaybord
gid://shopify/TaxonomyAttribute/1248  : Schermtechnologie
gid://shopify/TaxonomyAttribute/5847  : Weergegeven teken
gid://shopify/TaxonomyAttribute/3054  : Kenmerken wegwerphandschoen
gid://shopify/TaxonomyAttribute/9389  : Wegwerpbaar/composteerbaar claim
gid://shopify/TaxonomyAttribute/2994  : Kenmerken wegwerp-/herbruikbare zak
gid://shopify/TaxonomyAttribute/2950  : Materiaal eenmalig/herbruikbaar artikel
gid://shopify/TaxonomyAttribute/7733  : Distillatie methode
gid://shopify/TaxonomyAttribute/7734  : Gedestilleerd water beoogd gebruik
gid://shopify/TaxonomyAttribute/8264  : Noodzendfrequentie
gid://shopify/TaxonomyAttribute/6673  : Versletenheid 
gid://shopify/TaxonomyAttribute/6674  : Stijl van versletenheid
gid://shopify/TaxonomyAttribute/8265  : Verdeelmechanisme
gid://shopify/TaxonomyAttribute/8266  : Distributeurkap aansluiting type
gid://shopify/TaxonomyAttribute/8267  : Distributeur tandwiel materiaal
gid://shopify/TaxonomyAttribute/8268  : Distributeur ontstekingstype
gid://shopify/TaxonomyAttribute/8269  : Distributeurset inhoud
gid://shopify/TaxonomyAttribute/7369  : Duikcomputer vormfactor
gid://shopify/TaxonomyAttribute/3386  : Duikcomputerartikelen inbegrepen
gid://shopify/TaxonomyAttribute/5848  : Oppervlaktetextuur van de duikplank
gid://shopify/TaxonomyAttribute/7370  : Duikmasker ontwerp
gid://shopify/TaxonomyAttribute/2866  : Stijl ocotopus
gid://shopify/TaxonomyAttribute/2864  : Duik-/snorkeluitrusting inbegrepen
gid://shopify/TaxonomyAttribute/7371  : Divot gereedschap tandconfiguratie
gid://shopify/TaxonomyAttribute/7372  : Divot gereedschaps stijl
gid://shopify/TaxonomyAttribute/9390  : Djembe shell constructie
gid://shopify/TaxonomyAttribute/9391  : Djembe stemsysteem
gid://shopify/TaxonomyAttribute/5418  : Docking compatibiliteit
gid://shopify/TaxonomyAttribute/6399  : Inbegrepen accessoires dokterspeelset
gid://shopify/TaxonomyAttribute/6400  : Doktersset rollenspel setting
gid://shopify/TaxonomyAttribute/6401  : Inbegrepen draagbare items dokterspeelset
gid://shopify/TaxonomyAttribute/1703  : Leeftijdsgroep hond
gid://shopify/TaxonomyAttribute/3225  : Type hondenluier
gid://shopify/TaxonomyAttribute/3226  : Type hondenspeelgoed
gid://shopify/TaxonomyAttribute/6402  : Pop accessoire type
gid://shopify/TaxonomyAttribute/6403  : Pop oogtype
gid://shopify/TaxonomyAttribute/6404  : Pop haarvezel type
gid://shopify/TaxonomyAttribute/9393  : Inbegrepen onderdelen poppenmaakset
gid://shopify/TaxonomyAttribute/3399  : Type pop
gid://shopify/TaxonomyAttribute/3192  : Kenmerken pop / speelset
gid://shopify/TaxonomyAttribute/6405  : Poppenhuis installatie/plaatsing type
gid://shopify/TaxonomyAttribute/6406  : Poppenhuis items inbegrepen
gid://shopify/TaxonomyAttribute/6407  : Poppenhuis verlichting type
gid://shopify/TaxonomyAttribute/6408  : Poppenhuis kamer type
gid://shopify/TaxonomyAttribute/6409  : Poppenhuis schaal
gid://shopify/TaxonomyAttribute/6410  : Poppenhuis stijl/thema
gid://shopify/TaxonomyAttribute/9394  : Donnos speeltechniek
gid://shopify/TaxonomyAttribute/9395  : Donnos stemsysteem
gid://shopify/TaxonomyAttribute/8270  : Type deuropbouw
gid://shopify/TaxonomyAttribute/2080  : Ontwerp deurdranger
gid://shopify/TaxonomyAttribute/6901  : Deur sluitmechanisme
gid://shopify/TaxonomyAttribute/5849  : Deurconfiguratie
gid://shopify/TaxonomyAttribute/2085  : Afwerking deurkozijn
gid://shopify/TaxonomyAttribute/2089  : Afwerking deurglas
gid://shopify/TaxonomyAttribute/8271  : Deurhendel meegeleverde onderdelen
gid://shopify/TaxonomyAttribute/8272  : Deurhendel bediening
gid://shopify/TaxonomyAttribute/5850  : Deurscharnieroriëntatie
gid://shopify/TaxonomyAttribute/5851  : Positie van deurscharnier
gid://shopify/TaxonomyAttribute/3322  : Isolatie deur
gid://shopify/TaxonomyAttribute/2086  : Deurknopfunctie
gid://shopify/TaxonomyAttribute/8273  : Deurslotknop bevestigingsmethode
gid://shopify/TaxonomyAttribute/8274  : Deurslot positie
gid://shopify/TaxonomyAttribute/1520  : Deurmateriaal
gid://shopify/TaxonomyAttribute/8275  : Deurafdichting kenmerken set
gid://shopify/TaxonomyAttribute/8276  : Deurafdichting materiaaltype
gid://shopify/TaxonomyAttribute/8277  : Deurafdichting productvorm
gid://shopify/TaxonomyAttribute/2087  : Plaatsing deurstopper
gid://shopify/TaxonomyAttribute/1724  : Ontwerp deurstopper
gid://shopify/TaxonomyAttribute/2090  : Geschikte locatie deur
gid://shopify/TaxonomyAttribute/2091  : Afwerking deuroppervlak
gid://shopify/TaxonomyAttribute/1521  : Deurtype
gid://shopify/TaxonomyAttribute/8278  : Bediening deurraam
gid://shopify/TaxonomyAttribute/2960  : Toepassing deur/kozijn
gid://shopify/TaxonomyAttribute/8279  : Dubbeldekkerbus dekconfiguratie
gid://shopify/TaxonomyAttribute/9396  : Dubbel bassdrumpedaal koppelingsmedium
gid://shopify/TaxonomyAttribute/1747  : Configuratie dubbele kinderwagen
gid://shopify/TaxonomyAttribute/7373  : Dubbelzeidig zak kerntype
gid://shopify/TaxonomyAttribute/9397  : Tweezijdige naald puntstijl
gid://shopify/TaxonomyAttribute/6411  : Deegextruder meegeleverde accessoires
gid://shopify/TaxonomyAttribute/6412  : Deegextruder werkingstype
gid://shopify/TaxonomyAttribute/6413  : Deegextruder vormschijf inbegrepen
gid://shopify/TaxonomyAttribute/7735  : Deegformaat
gid://shopify/TaxonomyAttribute/9398  : Inbegrepen doumbekaccessoires
gid://shopify/TaxonomyAttribute/9399  : Materiaal trommelvel doumbek
gid://shopify/TaxonomyAttribute/9400  : Doumbek veltype
gid://shopify/TaxonomyAttribute/9401  : Doumbek speelstijl/techniek
gid://shopify/TaxonomyAttribute/9402  : Stemsysteem Doumbek
gid://shopify/TaxonomyAttribute/9403  : Deuvel uiteindestijl
gid://shopify/TaxonomyAttribute/9404  : Oppervlaktestaat deuvel
gid://shopify/TaxonomyAttribute/5665  : Typen downstream-poorten
gid://shopify/TaxonomyAttribute/5852  : Type tapgas
gid://shopify/TaxonomyAttribute/9405  : Tekenpasser verstelmechanisme
gid://shopify/TaxonomyAttribute/9406  : Fijnafstellingsmechanisme tekenpasser
gid://shopify/TaxonomyAttribute/9407  : Tekenpasser loodhoudertype
gid://shopify/TaxonomyAttribute/7374  : Slipremsysteem materiaal
gid://shopify/TaxonomyAttribute/7375  : Type slipremsysteem
gid://shopify/TaxonomyAttribute/7376  : Lade type
gid://shopify/TaxonomyAttribute/2146  : Afvoerlocatie
gid://shopify/TaxonomyAttribute/5853  : Afvoerontwerp
gid://shopify/TaxonomyAttribute/5172  : Drainagekenmerk
gid://shopify/TaxonomyAttribute/5854  : Drainagemethode
gid://shopify/TaxonomyAttribute/6902  : Lade kenmerken
gid://shopify/TaxonomyAttribute/5855  : Kenmerken lade-organizer
gid://shopify/TaxonomyAttribute/6903  : Ladegeleider type
gid://shopify/TaxonomyAttribute/9408  : Tekeninkt compatibele hulpmiddelen
gid://shopify/TaxonomyAttribute/9409  : Tekeninkt permanentie
gid://shopify/TaxonomyAttribute/2280  : Inclusief teken-/schildersetartikelen
gid://shopify/TaxonomyAttribute/6675  : Jurk versiering
gid://shopify/TaxonomyAttribute/3014  : Kenmerken kledingvorm
gid://shopify/TaxonomyAttribute/3244  : Gelegenheid jurk
gid://shopify/TaxonomyAttribute/3245  : Stijl jurk
gid://shopify/TaxonomyAttribute/6676  : Jurk sleep type
gid://shopify/TaxonomyAttribute/9410  : Afwerking gedroogd oppervlak
gid://shopify/TaxonomyAttribute/3120  : Kenmerken boor
gid://shopify/TaxonomyAttribute/2604  : Boormethode
gid://shopify/TaxonomyAttribute/2605  : Oriëntatie boorinstallatie
gid://shopify/TaxonomyAttribute/7377  : Drinkslang isolatie
gid://shopify/TaxonomyAttribute/5856  : Samenstelling van het kristalglas
gid://shopify/TaxonomyAttribute/5857  : Stijl van drinkbekerhouder
gid://shopify/TaxonomyAttribute/5858  : Isolatietype drinkgerei
gid://shopify/TaxonomyAttribute/2820  : Materiaal drinkgerei
gid://shopify/TaxonomyAttribute/1415  : Inclusief glazen
gid://shopify/TaxonomyAttribute/3411  : Vorm van drinkgerei
gid://shopify/TaxonomyAttribute/5859  : Druppelontwerp
gid://shopify/TaxonomyAttribute/9411  : Aandrijfriem doorsnedevorm
gid://shopify/TaxonomyAttribute/9412  : Aandrijfriem verbindingstype
gid://shopify/TaxonomyAttribute/9413  : Type materiaal aandrijfriem
gid://shopify/TaxonomyAttribute/5661  : Vormfactor station
gid://shopify/TaxonomyAttribute/7378  : Aandrijving locatie
gid://shopify/TaxonomyAttribute/7379  : Aandrijving mechanisme
gid://shopify/TaxonomyAttribute/8280  : Aandrijfas materiaal
gid://shopify/TaxonomyAttribute/2217  : Aandrijfmaat
gid://shopify/TaxonomyAttribute/7380  : Aandrijving systeem
gid://shopify/TaxonomyAttribute/2576  : Aandrijvingstype
gid://shopify/TaxonomyAttribute/5348  : Driverconfiguratie
gid://shopify/TaxonomyAttribute/5450  : Driver technologie
gid://shopify/TaxonomyAttribute/7381  : Configuratie van aandrijving
gid://shopify/TaxonomyAttribute/7382  : Aandrijflijn snelheid compatibiliteit
gid://shopify/TaxonomyAttribute/5496  : Drone bord functie
gid://shopify/TaxonomyAttribute/4684  : Drone-functies
gid://shopify/TaxonomyAttribute/8281  : Drone positioneringssysteem
gid://shopify/TaxonomyAttribute/8282  : Drone transmissie type
gid://shopify/TaxonomyAttribute/9414  : Spintol schijf positie
gid://shopify/TaxonomyAttribute/9415  : Inbegrepen accessoires kaardemolen
gid://shopify/TaxonomyAttribute/9416  : Drumklem vergrendelingsmechanisme
gid://shopify/TaxonomyAttribute/9417  : Drumklem montage-interface
gid://shopify/TaxonomyAttribute/9418  : Drumklem type
gid://shopify/TaxonomyAttribute/2470  : Drumconfiguratie
gid://shopify/TaxonomyAttribute/5860  : Meegeleverde raspstijlen
gid://shopify/TaxonomyAttribute/3287  : Aanpasbaarheid drumhardware
gid://shopify/TaxonomyAttribute/2934  : Materiaal drumstelaccesoires
gid://shopify/TaxonomyAttribute/9419  : Drumvel toepassing (slagvel/resonantievel)
gid://shopify/TaxonomyAttribute/9420  : Drumvel kraag type
gid://shopify/TaxonomyAttribute/9421  : Drumvel dempingsregeling
gid://shopify/TaxonomyAttribute/9422  : Drumvel folie materiaal
gid://shopify/TaxonomyAttribute/9423  : Type spanring/kraag van drumvel
gid://shopify/TaxonomyAttribute/9424  : Drumvel spanrand/rand materiaal
gid://shopify/TaxonomyAttribute/9425  : Drumvel inbegrepen
gid://shopify/TaxonomyAttribute/9426  : Dempingseigenschap drumvel
gid://shopify/TaxonomyAttribute/9427  : Drumvel demping type
gid://shopify/TaxonomyAttribute/9428  : Drumvel aantal lagen
gid://shopify/TaxonomyAttribute/9429  : Drumvel positie
gid://shopify/TaxonomyAttribute/9430  : Drumvel versteviging type
gid://shopify/TaxonomyAttribute/9431  : Oppervlakteafwerking drumvel
gid://shopify/TaxonomyAttribute/9432  : Drumvel type
gid://shopify/TaxonomyAttribute/9433  : Ontwerptype stemsleutel
gid://shopify/TaxonomyAttribute/9434  : Drumsleutel aandrijving type
gid://shopify/TaxonomyAttribute/9435  : Drumsleutel handvat stijl
gid://shopify/TaxonomyAttribute/9436  : Drumstel inbegrepen items
gid://shopify/TaxonomyAttribute/9437  : Drumstel draagbaarheid
gid://shopify/TaxonomyAttribute/9438  : Drumstel ketel constructiekenmerken
