# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/aa-1-3-2-2        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicos > Calzoncillos para niños > Pantalones cortos estilo bóxer
gid://shopify/TaxonomyCategory/aa-1-3-2-3        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicos > Calzoncillos para niños > Calzoncillos
gid://shopify/TaxonomyCategory/aa-1-3-2-4        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicos > Calzoncillos para niños > Calzoncillos intermedios
gid://shopify/TaxonomyCategory/aa-1-3-2-5        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicos > Calzoncillos para niños > Baúles
gid://shopify/TaxonomyCategory/aa-1-3-3          : Ropa y accesorios > Prendas de vestir > Ropa interior para chicos > Camisetas interiores para niños
gid://shopify/TaxonomyCategory/aa-1-13           : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores
gid://shopify/TaxonomyCategory/aa-1-13-1         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Blusas
gid://shopify/TaxonomyCategory/aa-1-13-2         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Bodis
gid://shopify/TaxonomyCategory/aa-1-13-3         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Cárdigan
gid://shopify/TaxonomyCategory/aa-1-13-13        : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Sudaderas con capucha
gid://shopify/TaxonomyCategory/aa-1-13-5         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Sobrecamisas
gid://shopify/TaxonomyCategory/aa-1-13-6         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Polos
gid://shopify/TaxonomyCategory/aa-1-13-7         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisas
gid://shopify/TaxonomyCategory/aa-1-13-12        : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Suéteres
gid://shopify/TaxonomyCategory/aa-1-13-14        : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Sudaderas
gid://shopify/TaxonomyCategory/aa-1-13-8         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta
gid://shopify/TaxonomyCategory/aa-1-13-9         : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas sin mangas
gid://shopify/TaxonomyCategory/aa-1-13-11        : Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Túnicas
gid://shopify/TaxonomyCategory/aa-1-4            : Ropa y accesorios > Prendas de vestir > Vestidos
gid://shopify/TaxonomyCategory/aa-1-5            : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas
gid://shopify/TaxonomyCategory/aa-1-5-1          : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Ropa interior térmica para niñas
gid://shopify/TaxonomyCategory/aa-1-5-2          : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas
gid://shopify/TaxonomyCategory/aa-1-5-2-1        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Bikinis
gid://shopify/TaxonomyCategory/aa-1-5-2-2        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Calzoncillos bóxer
gid://shopify/TaxonomyCategory/aa-1-5-2-3        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Panty moldeador
gid://shopify/TaxonomyCategory/aa-1-5-2-4        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Calzoncillos
gid://shopify/TaxonomyCategory/aa-1-5-2-5        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Panties estilo hipster
gid://shopify/TaxonomyCategory/aa-1-5-2-6        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Panties
gid://shopify/TaxonomyCategory/aa-1-5-2-7        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Ropa interior para menstruación
gid://shopify/TaxonomyCategory/aa-1-5-2-8        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Calzones para niñas > Tangas
gid://shopify/TaxonomyCategory/aa-1-5-3          : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Camisetas interiores para niñas
gid://shopify/TaxonomyCategory/aa-1-5-3-2        : Ropa y accesorios > Prendas de vestir > Ropa interior para chicas > Camisetas interiores para niñas > Primeros sujetadores
gid://shopify/TaxonomyCategory/aa-1-6            : Ropa y accesorios > Prendas de vestir > Lencería
gid://shopify/TaxonomyCategory/aa-1-6-1          : Ropa y accesorios > Prendas de vestir > Lencería > Bodis
gid://shopify/TaxonomyCategory/aa-1-6-2          : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios para sujetadores
gid://shopify/TaxonomyCategory/aa-1-6-2-1        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios para sujetadores > Protectores de hombro para sujetadores
gid://shopify/TaxonomyCategory/aa-1-6-2-2        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios para sujetadores > Extensores y tirantes para sujetadores
gid://shopify/TaxonomyCategory/aa-1-6-2-3        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios para sujetadores > Realzadores del busto
gid://shopify/TaxonomyCategory/aa-1-6-2-4        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios para sujetadores > Cubrepezones
gid://shopify/TaxonomyCategory/aa-1-6-3          : Ropa y accesorios > Prendas de vestir > Lencería > Sujetadores
gid://shopify/TaxonomyCategory/aa-1-6-4          : Ropa y accesorios > Prendas de vestir > Lencería > Camisolas
gid://shopify/TaxonomyCategory/aa-1-6-6          : Ropa y accesorios > Prendas de vestir > Lencería > Medias
gid://shopify/TaxonomyCategory/aa-1-6-7          : Ropa y accesorios > Prendas de vestir > Lencería > Suspensorios
gid://shopify/TaxonomyCategory/aa-1-6-8          : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios de lencería
gid://shopify/TaxonomyCategory/aa-1-6-8-1        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios de lencería > Ligueros
gid://shopify/TaxonomyCategory/aa-1-6-8-2        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios de lencería > Ligas
gid://shopify/TaxonomyCategory/aa-1-6-8-3        : Ropa y accesorios > Prendas de vestir > Lencería > Accesorios de lencería > Medias-pantalón
gid://shopify/TaxonomyCategory/aa-1-6-9          : Ropa y accesorios > Prendas de vestir > Lencería > Enaguas y pololos
gid://shopify/TaxonomyCategory/aa-1-6-10         : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras
gid://shopify/TaxonomyCategory/aa-1-6-10-1       : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras > Bodis
gid://shopify/TaxonomyCategory/aa-1-6-10-2       : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras > Fajas de cuerpo completo
gid://shopify/TaxonomyCategory/aa-1-6-10-3       : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras > Calzoncillos de talle alto
gid://shopify/TaxonomyCategory/aa-1-6-10-4       : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras > Moldeadores de muslos
gid://shopify/TaxonomyCategory/aa-1-6-10-5       : Ropa y accesorios > Prendas de vestir > Lencería > Fajas reductoras > Ceñidores de cintura
gid://shopify/TaxonomyCategory/aa-1-6-11         : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres
gid://shopify/TaxonomyCategory/aa-1-6-11-1       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Bikinis
gid://shopify/TaxonomyCategory/aa-1-6-11-2       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Panty moldeador
gid://shopify/TaxonomyCategory/aa-1-6-11-3       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Calzoncillos
gid://shopify/TaxonomyCategory/aa-1-6-11-4       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Tanguita
gid://shopify/TaxonomyCategory/aa-1-6-11-5       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Ropa interior para menstruación
gid://shopify/TaxonomyCategory/aa-1-6-11-6       : Ropa y accesorios > Prendas de vestir > Lencería > Calzones para mujeres > Tangas
gid://shopify/TaxonomyCategory/aa-1-6-12         : Ropa y accesorios > Prendas de vestir > Lencería > Camisetas interiores para mujeres
gid://shopify/TaxonomyCategory/aa-1-6-13         : Ropa y accesorios > Prendas de vestir > Lencería > Bragas de ropa interior de mujer
gid://shopify/TaxonomyCategory/aa-1-7            : Ropa y accesorios > Prendas de vestir > Ropa de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-2          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Vestidos de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-3          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Monos de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-4          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-4-2        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Cargos
gid://shopify/TaxonomyCategory/aa-1-7-4-3        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Chinos
gid://shopify/TaxonomyCategory/aa-1-7-4-4        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Vaqueros
gid://shopify/TaxonomyCategory/aa-1-7-4-5        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Mallas vaqueras
gid://shopify/TaxonomyCategory/aa-1-7-4-7        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Pantalones para correr
gid://shopify/TaxonomyCategory/aa-1-7-4-8        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Leggings
gid://shopify/TaxonomyCategory/aa-1-7-4-11       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Faldas pantalón
gid://shopify/TaxonomyCategory/aa-1-7-4-12       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Pantalones de maternidad > Pantalones
gid://shopify/TaxonomyCategory/aa-1-7-5          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Faldas de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-6          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Ropa de dormir de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-7          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-7-4        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Burkinis
gid://shopify/TaxonomyCategory/aa-1-7-7-5        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Bikinis clásicos
gid://shopify/TaxonomyCategory/aa-1-7-7-6        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Batas
gid://shopify/TaxonomyCategory/aa-1-7-7-20       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Trajes de baño de una pieza
gid://shopify/TaxonomyCategory/aa-1-7-7-2        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Bóxers para natación
gid://shopify/TaxonomyCategory/aa-1-7-7-14       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Vestidos de baño
gid://shopify/TaxonomyCategory/aa-1-7-7-21       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Traje de baño de maternidad > Parte superior de traje de baño
gid://shopify/TaxonomyCategory/aa-1-7-8          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad
gid://shopify/TaxonomyCategory/aa-1-7-8-1        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Blusas
gid://shopify/TaxonomyCategory/aa-1-7-8-2        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Bodis
gid://shopify/TaxonomyCategory/aa-1-7-8-3        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Cárdigan
gid://shopify/TaxonomyCategory/aa-1-7-8-4        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Camisas de lactancia
gid://shopify/TaxonomyCategory/aa-1-7-8-5        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Sobrecamisas
gid://shopify/TaxonomyCategory/aa-1-7-8-7        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Camisas
gid://shopify/TaxonomyCategory/aa-1-7-8-8        : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Camisetas de manga corta
gid://shopify/TaxonomyCategory/aa-1-7-8-11       : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Tops de maternidad > Túnicas
gid://shopify/TaxonomyCategory/aa-1-7-1          : Ropa y accesorios > Prendas de vestir > Ropa de maternidad > Sujetadores de lactancia
gid://shopify/TaxonomyCategory/aa-1-8            : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero
gid://shopify/TaxonomyCategory/aa-1-8-1          : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Ropa interior térmica para hombres
gid://shopify/TaxonomyCategory/aa-1-8-2          : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Camisetas interiores de hombre
gid://shopify/TaxonomyCategory/aa-1-8-3          : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Ropa interior de hombre
gid://shopify/TaxonomyCategory/aa-1-8-3-2        : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Ropa interior de hombre > Calzoncillos bóxer
gid://shopify/TaxonomyCategory/aa-1-8-3-3        : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Ropa interior de hombre > Pantalones cortos estilo bóxer
gid://shopify/TaxonomyCategory/aa-1-8-3-4        : Ropa y accesorios > Prendas de vestir > Ropa interior de caballero > Ropa interior de hombre > Calzoncillos
