# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para bordado
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-1-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para bordado > Tecido Aida
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-1-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para bordado > Tecido etamine
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-1-3 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para bordado > Tecido de linho
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para pintura
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-2-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para pintura > Painéis de lona
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-2-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para pintura > Rolos de lona
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-2-3 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas para pintura > Tela esticada
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas de plástico
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-3-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas de plástico > Rolos de telas de plástico
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-3-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas de plástico > Formas de telas de plástico
gid://shopify/TaxonomyCategory/ae-2-1-2-14-1-3-3 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas para artesanato > Telas de plástico > Folhas de telas de plástico
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Chiffon
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Algodão
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Jeans
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-4   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Flanela
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-5   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Lã
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-6   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Linho
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-7   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Organza
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-8   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Cetim
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-9   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Seda
gid://shopify/TaxonomyCategory/ae-2-1-2-14-2-10  : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Tecido > Veludo
gid://shopify/TaxonomyCategory/ae-2-1-2-14-3     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Entretelas
gid://shopify/TaxonomyCategory/ae-2-1-2-14-3-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Entretelas > Entretela termocolante
gid://shopify/TaxonomyCategory/ae-2-1-2-14-3-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Entretelas > Entretela costurada
gid://shopify/TaxonomyCategory/ae-2-1-2-14-4     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas imprimíveis
gid://shopify/TaxonomyCategory/ae-2-1-2-14-4-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas imprimíveis > Lonas imprimíveis
gid://shopify/TaxonomyCategory/ae-2-1-2-14-4-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas imprimíveis > Algodão imprimível
gid://shopify/TaxonomyCategory/ae-2-1-2-14-4-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas imprimíveis > Seda imprimível
gid://shopify/TaxonomyCategory/ae-2-1-2-14-4-4   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos > Telas imprimíveis > Transferências para impressão
gid://shopify/TaxonomyCategory/ae-2-1-3          : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte
gid://shopify/TaxonomyCategory/ae-2-1-3-1        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Lâminas para estilete de precisão
gid://shopify/TaxonomyCategory/ae-2-1-3-2        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Estojos e capas para máquinas de artesanato
gid://shopify/TaxonomyCategory/ae-2-1-3-3        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Mesas extensoras para máquinas de costura
gid://shopify/TaxonomyCategory/ae-2-1-3-4        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Sapatas para máquina de costurar
gid://shopify/TaxonomyCategory/ae-2-1-3-5        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Peças para máquinas de costura
gid://shopify/TaxonomyCategory/ae-2-1-3-6        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar
gid://shopify/TaxonomyCategory/ae-2-1-3-6-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Descansos de bobina
gid://shopify/TaxonomyCategory/ae-2-1-3-6-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Enroladores de bobina
gid://shopify/TaxonomyCategory/ae-2-1-3-6-3      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Bobina
gid://shopify/TaxonomyCategory/ae-2-1-3-6-4      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Bandas de freio
gid://shopify/TaxonomyCategory/ae-2-1-3-6-5      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Bandas de acionamento
gid://shopify/TaxonomyCategory/ae-2-1-3-6-6      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Rodas de acionamento
gid://shopify/TaxonomyCategory/ae-2-1-3-6-7      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Ganchos para tear
gid://shopify/TaxonomyCategory/ae-2-1-3-6-8      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Kits para tear
gid://shopify/TaxonomyCategory/ae-2-1-3-6-9      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Lazy Kates
gid://shopify/TaxonomyCategory/ae-2-1-3-6-11     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Sarilhos
gid://shopify/TaxonomyCategory/ae-2-1-3-6-12     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Ganchos de orifício
gid://shopify/TaxonomyCategory/ae-2-1-3-6-13     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Proporções
gid://shopify/TaxonomyCategory/ae-2-1-3-6-14     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Enroladores de novelos
gid://shopify/TaxonomyCategory/ae-2-1-3-6-15     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Cartões de controle para fiação
gid://shopify/TaxonomyCategory/ae-2-1-3-6-16     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Óleo para tear
gid://shopify/TaxonomyCategory/ae-2-1-3-6-17     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Botões de tensão
gid://shopify/TaxonomyCategory/ae-2-1-3-6-18     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Garras de pedal
gid://shopify/TaxonomyCategory/ae-2-1-3-6-19     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Fusaiolas
gid://shopify/TaxonomyCategory/ae-2-1-3-6-20     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Acessórios para rodas de fiar > Andorinhões de fios
gid://shopify/TaxonomyCategory/ae-2-1-3-7        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Acessórios para ferramentas de artesanato e de arte > Blocos para estampagem
gid://shopify/TaxonomyCategory/ae-2-1-4          : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato
gid://shopify/TaxonomyCategory/ae-2-1-4-1        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Folhas de fixação
gid://shopify/TaxonomyCategory/ae-2-1-4-1-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Folhas de fixação > Folhas de fixação de grade
gid://shopify/TaxonomyCategory/ae-2-1-4-1-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Folhas de fixação > Folhas de fixação interligadas
gid://shopify/TaxonomyCategory/ae-2-1-4-2        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação
gid://shopify/TaxonomyCategory/ae-2-1-4-2-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Fios de fixação de bobina
gid://shopify/TaxonomyCategory/ae-2-1-4-2-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Fios de fixação curvados
gid://shopify/TaxonomyCategory/ae-2-1-4-2-3      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Fios de fixação flexíveis
gid://shopify/TaxonomyCategory/ae-2-1-4-2-4      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Fios de fixação de renda
gid://shopify/TaxonomyCategory/ae-2-1-4-2-5      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Fios de fixação retos
gid://shopify/TaxonomyCategory/ae-2-1-4-2-6      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Fios de fixação > Pinos em T
gid://shopify/TaxonomyCategory/ae-2-1-4-3        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura angulares
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura de diamante
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura de deslocamento
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura pontiagudas
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura arredondadas
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de paletas
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura retas
gid://shopify/TaxonomyCategory/ae-2-1-4-3-1-8    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Ferramentas para arte e artesanato > Ferramentas para mistura de cor > Espátulas de pintura > Espátulas de pintura de paletas
