# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : Дизайн 3D-очков
gid://shopify/TaxonomyAttribute/2792  : Материал кисти
gid://shopify/TaxonomyAttribute/7174  : Форма щетки
gid://shopify/TaxonomyAttribute/2346  : Размер кисти
gid://shopify/TaxonomyAttribute/1685  : Тип помазка
gid://shopify/TaxonomyAttribute/5184  : Режим чистки
gid://shopify/TaxonomyAttribute/7643  : Способ подготовки брюссельской капусты
gid://shopify/TaxonomyAttribute/7644  : Сорт брюссельской капусты
gid://shopify/TaxonomyAttribute/6370  : Функции генератора пузырей
gid://shopify/TaxonomyAttribute/6371  : Режимы подачи пузырей пистолетом
gid://shopify/TaxonomyAttribute/6372  : Функции генератора пузырей
gid://shopify/TaxonomyAttribute/6373  : Комплектация генератора пузырей
gid://shopify/TaxonomyAttribute/6374  : Интенсивность подачи пузырей
gid://shopify/TaxonomyAttribute/6375  : Тип контейнера для раствора для пузырей
gid://shopify/TaxonomyAttribute/6376  : Аксессуары в комплекте с игрушкой для пузырей
gid://shopify/TaxonomyAttribute/5735  : Особенности ведра
gid://shopify/TaxonomyAttribute/7645  : Способ обработки гречихи
gid://shopify/TaxonomyAttribute/7646  : Форма продукта (гречиха)
gid://shopify/TaxonomyAttribute/6377  : Состав набора для сбора насекомых
gid://shopify/TaxonomyAttribute/1391  : Вид насекомых
gid://shopify/TaxonomyAttribute/2912  : Материал строительной плиты
gid://shopify/TaxonomyAttribute/2076  : Форма выпуска строительного материала
gid://shopify/TaxonomyAttribute/3397  : Тип конструктора
gid://shopify/TaxonomyAttribute/6878  : Тип встроенной системы хранения
gid://shopify/TaxonomyAttribute/1437  : Тип цоколя
gid://shopify/TaxonomyAttribute/5736  : Отделка лампы
gid://shopify/TaxonomyAttribute/1438  : Форма лампы
gid://shopify/TaxonomyAttribute/1435  : Размер лампы
gid://shopify/TaxonomyAttribute/2573  : Тип отвала бульдозера
gid://shopify/TaxonomyAttribute/2632  : Класс защиты от пуль
gid://shopify/TaxonomyAttribute/3068  : Характеристики мегафона
gid://shopify/TaxonomyAttribute/2566  : Форма банковского металла
gid://shopify/TaxonomyAttribute/8110  : Покрытие бампера
gid://shopify/TaxonomyAttribute/8111  : Вырезы под датчики в бампере
gid://shopify/TaxonomyAttribute/5632  : Механизм руки-держателя
gid://shopify/TaxonomyAttribute/6879  : Конфигурация двухъярусной кровати
gid://shopify/TaxonomyAttribute/7175  : Плавучесть
gid://shopify/TaxonomyAttribute/6648  : Состав комплекта буркини
gid://shopify/TaxonomyAttribute/7647  : Скорость горения
gid://shopify/TaxonomyAttribute/5737  : Форма горелки
gid://shopify/TaxonomyAttribute/5738  : Форма жерновов
gid://shopify/TaxonomyAttribute/9118  : Тип модели автобуса
gid://shopify/TaxonomyAttribute/6649  : Конструкция области груди
gid://shopify/TaxonomyAttribute/1292  : Материал заглушки
gid://shopify/TaxonomyAttribute/7648  : Вид масла
gid://shopify/TaxonomyAttribute/5739  : Тип корма для кормушки для бабочек
gid://shopify/TaxonomyAttribute/7649  : Сорт пахты
gid://shopify/TaxonomyAttribute/9119  : Область применения пуговицы
gid://shopify/TaxonomyAttribute/9120  : Тип крепления пуговицы
gid://shopify/TaxonomyAttribute/9121  : Отделка пуговицы
gid://shopify/TaxonomyAttribute/5342  : Профиль поверхности кнопки
gid://shopify/TaxonomyAttribute/2295  : Тип пуговицы или кнопки
gid://shopify/TaxonomyAttribute/9122  : Область применения эластичной ленты для петель
gid://shopify/TaxonomyAttribute/3123  : Содержащие КБД ингредиенты
gid://shopify/TaxonomyAttribute/5770  : Совместимость с баллоном CO2
gid://shopify/TaxonomyAttribute/5771  : Требуемый уровень подачи CO2
gid://shopify/TaxonomyAttribute/8244  : Тип хомута пыльника ШРУСа
gid://shopify/TaxonomyAttribute/8245  : Содержимое комплекта пыльника ШРУСа
gid://shopify/TaxonomyAttribute/8246  : Материал пыльника ШРУСа
gid://shopify/TaxonomyAttribute/8247  : Расположение пыльника ШРУСа на полуоси
gid://shopify/TaxonomyAttribute/8112  : Тип кабины
gid://shopify/TaxonomyAttribute/9123  : Тип конструкции кабасы
gid://shopify/TaxonomyAttribute/7650  : Сорт капусты
gid://shopify/TaxonomyAttribute/6880  : Стиль дверцы шкафа
gid://shopify/TaxonomyAttribute/5740  : Стиль светильника для шкафа
gid://shopify/TaxonomyAttribute/6881  : Тип наложения дверцы шкафа
gid://shopify/TaxonomyAttribute/1790  : Тип игрового автомата
gid://shopify/TaxonomyAttribute/7176  : Тип окончания кабеля
gid://shopify/TaxonomyAttribute/5606  : Форм-фактор кабеля
gid://shopify/TaxonomyAttribute/7177  : Конструкция оболочки кабеля
gid://shopify/TaxonomyAttribute/7178  : Тип внутренней вставки оболочки кабеля
gid://shopify/TaxonomyAttribute/2908  : Материал рубашки для тросов
gid://shopify/TaxonomyAttribute/5610  : Рейтинг оболочки кабеля
gid://shopify/TaxonomyAttribute/6882  : Тип организации кабелей
gid://shopify/TaxonomyAttribute/1892  : Экранирование кабеля
gid://shopify/TaxonomyAttribute/5613  : Стиль кабеля
gid://shopify/TaxonomyAttribute/7179  : Обработка поверхности кабеля
gid://shopify/TaxonomyAttribute/5603  : Тип кабельной стяжки
gid://shopify/TaxonomyAttribute/5597  : Стиль кабельного лотка
gid://shopify/TaxonomyAttribute/1276  : Тип троса
gid://shopify/TaxonomyAttribute/9124  : Тип обратной стороны кабошона
gid://shopify/TaxonomyAttribute/7651  : Сорт какао-бобов
gid://shopify/TaxonomyAttribute/7652  : Степень обжарки какао
gid://shopify/TaxonomyAttribute/5568  : Уровень кэша
gid://shopify/TaxonomyAttribute/3415  : Содержание кофеина
gid://shopify/TaxonomyAttribute/7180  : Тип комплектации клетки/каркаса
gid://shopify/TaxonomyAttribute/2720  : Тип каркаса
gid://shopify/TaxonomyAttribute/9125  : Материал корпуса кахона
gid://shopify/TaxonomyAttribute/9126  : Система регулировки углов кахона
gid://shopify/TaxonomyAttribute/9127  : Конструкция углов и кромок кахона
gid://shopify/TaxonomyAttribute/9128  : Тип ножек кахона
gid://shopify/TaxonomyAttribute/9129  : Регулировка снейр-системы кахона
gid://shopify/TaxonomyAttribute/9130  : Тип снейр-системы кахона
gid://shopify/TaxonomyAttribute/7653  : Форма кекса
gid://shopify/TaxonomyAttribute/7654  : Топпинг кекса
gid://shopify/TaxonomyAttribute/7655  : Тип торта
gid://shopify/TaxonomyAttribute/3368  : Тип аксессуара для калькулятора
gid://shopify/TaxonomyAttribute/3159  : Функции калькулятора
gid://shopify/TaxonomyAttribute/2238  : Формат календаря
gid://shopify/TaxonomyAttribute/3153  : Характеристики календаря или органайзера
gid://shopify/TaxonomyAttribute/5400  : Тип датчика калибровки
