# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Životinje i potrepštine za kućne ljubimce
gid://shopify/TaxonomyCategory/bi-23-4-12-3      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Mikrotomi > Klizni mikrotomi
gid://shopify/TaxonomyCategory/bi-23-4-13        : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Pribor za spektrometar
gid://shopify/TaxonomyCategory/bi-23-4-13-1      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Pribor za spektrometar > Kivete
gid://shopify/TaxonomyCategory/bi-23-4-13-2      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Pribor za spektrometar > Sonde od optičkih vlakana
gid://shopify/TaxonomyCategory/bi-23-4-14        : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Spektrometri
gid://shopify/TaxonomyCategory/bi-23-4-14-1      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Spektrometri > Fluorescentni spektrometri
gid://shopify/TaxonomyCategory/bi-23-4-14-2      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Spektrometri > Infracrveni spektroskopi s Fourierovom transformacijom (FTIR)
gid://shopify/TaxonomyCategory/bi-23-4-14-3      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Spektrometri > Raman spektrometri
gid://shopify/TaxonomyCategory/bi-23-4-14-4      : Posao i industrija > Znanost i laboratorij > Laboratorijska oprema > Spektrometri > UV-Vis spektrometri
gid://shopify/TaxonomyCategory/bi-23-5           : Posao i industrija > Znanost i laboratorij > Laboratorijski uzorci
gid://shopify/TaxonomyCategory/bi-23-6           : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor
gid://shopify/TaxonomyCategory/bi-23-6-1         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijska čašica
gid://shopify/TaxonomyCategory/bi-23-6-2         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Menzure
gid://shopify/TaxonomyCategory/bi-23-6-3         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijske tikvice
gid://shopify/TaxonomyCategory/bi-23-6-3-1       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijske tikvice > Laboratorijske tikvice za zagrijavanje
gid://shopify/TaxonomyCategory/bi-23-6-3-2       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijske tikvice > Buchnerove tikvice
gid://shopify/TaxonomyCategory/bi-23-6-3-3       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijske tikvice > Erlenmeyerove tikvice
gid://shopify/TaxonomyCategory/bi-23-6-3-4       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Laboratorijske tikvice > Volumetrijske tikvice
gid://shopify/TaxonomyCategory/bi-23-6-4         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Petrijeve zdjelice
gid://shopify/TaxonomyCategory/bi-23-6-5         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Pipete
gid://shopify/TaxonomyCategory/bi-23-6-5-1       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Pipete > Graduirane pipete
gid://shopify/TaxonomyCategory/bi-23-6-5-2       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Pipete > Mikropipete
gid://shopify/TaxonomyCategory/bi-23-6-5-3       : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Pipete > Volumetrijske pipete
gid://shopify/TaxonomyCategory/bi-23-6-6         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Stalci za epruvete
gid://shopify/TaxonomyCategory/bi-23-6-7         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Epruvete
gid://shopify/TaxonomyCategory/bi-23-6-8         : Posao i industrija > Znanost i laboratorij > Laboratorijski pribor > Boca štrcaljka
gid://shopify/TaxonomyCategory/bi-24             : Posao i industrija > Signalizacija
gid://shopify/TaxonomyCategory/bi-24-1           : Posao i industrija > Signalizacija > Oznake radnog vremena
gid://shopify/TaxonomyCategory/bi-24-2           : Posao i industrija > Signalizacija > Digitalni znakovi
gid://shopify/TaxonomyCategory/bi-24-3           : Posao i industrija > Signalizacija > Električni znakovi
gid://shopify/TaxonomyCategory/bi-24-3-1         : Posao i industrija > Signalizacija > Električni znakovi > LED znakovi
gid://shopify/TaxonomyCategory/bi-24-3-2         : Posao i industrija > Signalizacija > Električni znakovi > Neonski znakovi
gid://shopify/TaxonomyCategory/bi-24-4           : Posao i industrija > Signalizacija > Znakovi za hitne slučajeve i izlaz
gid://shopify/TaxonomyCategory/bi-24-5           : Posao i industrija > Signalizacija > Znakovi za identifikaciju objekata
gid://shopify/TaxonomyCategory/bi-24-6           : Posao i industrija > Signalizacija > Znakovi s natpisima Zatvoreno i Otvoreno
gid://shopify/TaxonomyCategory/bi-24-7           : Posao i industrija > Signalizacija > Znakovi i dozvole za parkiranje
gid://shopify/TaxonomyCategory/bi-24-8           : Posao i industrija > Signalizacija > Znakovi za pravila
gid://shopify/TaxonomyCategory/bi-24-9           : Posao i industrija > Signalizacija > Znakovi za maloprodaju i sniženja
gid://shopify/TaxonomyCategory/bi-24-10          : Posao i industrija > Signalizacija > Cestovni i prometni znakovi
gid://shopify/TaxonomyCategory/bi-24-11          : Posao i industrija > Signalizacija > Znakovi sigurnosti i upozorenja
gid://shopify/TaxonomyCategory/bi-24-12          : Posao i industrija > Signalizacija > Sigurnosni znakovi
gid://shopify/TaxonomyCategory/bi-24-13          : Posao i industrija > Signalizacija > Znakovi za pločnike i dvorišta
gid://shopify/TaxonomyCategory/bi-25             : Posao i industrija > Zaštitna oprema za rad
gid://shopify/TaxonomyCategory/bi-25-1           : Posao i industrija > Zaštitna oprema za rad > Prsluci otporni na metke
gid://shopify/TaxonomyCategory/bi-25-2           : Posao i industrija > Zaštitna oprema za rad > Dodaci za gas maske i respiratore
gid://shopify/TaxonomyCategory/bi-25-2-1         : Posao i industrija > Zaštitna oprema za rad > Dodaci za gas maske i respiratore > Kombinirani umetci za maske za disanje
gid://shopify/TaxonomyCategory/bi-25-2-2         : Posao i industrija > Zaštitna oprema za rad > Dodaci za gas maske i respiratore > Filtri čestica
gid://shopify/TaxonomyCategory/bi-25-2-3         : Posao i industrija > Zaštitna oprema za rad > Dodaci za gas maske i respiratore > Umetci za isparavanje
gid://shopify/TaxonomyCategory/bi-25-3           : Posao i industrija > Zaštitna oprema za rad > Zaštitne kape
gid://shopify/TaxonomyCategory/bi-25-4           : Posao i industrija > Zaštitna oprema za rad > Kemijska zaštitna odijela
gid://shopify/TaxonomyCategory/bi-25-5           : Posao i industrija > Zaštitna oprema za rad > Zaštitne pregače
gid://shopify/TaxonomyCategory/bi-25-5-1         : Posao i industrija > Zaštitna oprema za rad > Zaštitne pregače > Zaštitne pregače s prednjom stranom
gid://shopify/TaxonomyCategory/bi-25-5-2         : Posao i industrija > Zaštitna oprema za rad > Zaštitne pregače > Zaštitne pregače za postolare
gid://shopify/TaxonomyCategory/bi-25-5-3         : Posao i industrija > Zaštitna oprema za rad > Zaštitne pregače > Zaštitne pregače za struk
gid://shopify/TaxonomyCategory/bi-25-6           : Posao i industrija > Zaštitna oprema za rad > Zaštita za oči
gid://shopify/TaxonomyCategory/bi-25-6-1         : Posao i industrija > Zaštitna oprema za rad > Zaštita za oči > Štitnici za lice
gid://shopify/TaxonomyCategory/bi-25-6-2         : Posao i industrija > Zaštitna oprema za rad > Zaštita za oči > Zaštitne naočale
gid://shopify/TaxonomyCategory/bi-25-6-3         : Posao i industrija > Zaštitna oprema za rad > Zaštita za oči > Sigurnosne naočale
gid://shopify/TaxonomyCategory/bi-25-7           : Posao i industrija > Zaštitna oprema za rad > Zaštitne maske
gid://shopify/TaxonomyCategory/bi-25-7-1         : Posao i industrija > Zaštitna oprema za rad > Zaštitne maske > Maske protiv prašine
gid://shopify/TaxonomyCategory/bi-25-7-2         : Posao i industrija > Zaštitna oprema za rad > Zaštitne maske > Vatrogasne maske
gid://shopify/TaxonomyCategory/bi-25-7-3         : Posao i industrija > Zaštitna oprema za rad > Zaštitne maske > Gas maske i respiratori
gid://shopify/TaxonomyCategory/bi-25-7-4         : Posao i industrija > Zaštitna oprema za rad > Zaštitne maske > Medicinske maske
gid://shopify/TaxonomyCategory/bi-25-13          : Posao i industrija > Zaštitna oprema za rad > Zaštitne čizme
gid://shopify/TaxonomyCategory/bi-25-8           : Posao i industrija > Zaštitna oprema za rad > Zaštitne rukavice
gid://shopify/TaxonomyCategory/bi-25-8-1         : Posao i industrija > Zaštitna oprema za rad > Zaštitne rukavice > Zaštitne rukavice otporne na kemikalije
gid://shopify/TaxonomyCategory/bi-25-8-2         : Posao i industrija > Zaštitna oprema za rad > Zaštitne rukavice > Zaštitne rukavice otporne na rezove
gid://shopify/TaxonomyCategory/bi-25-8-3         : Posao i industrija > Zaštitna oprema za rad > Zaštitne rukavice > Zaštitne rukavice otporne na struju
gid://shopify/TaxonomyCategory/bi-25-8-4         : Posao i industrija > Zaštitna oprema za rad > Zaštitne rukavice > Zaštitne rukavice otporne na toplinu
gid://shopify/TaxonomyCategory/bi-25-9           : Posao i industrija > Zaštitna oprema za rad > Štitnici za koljena
gid://shopify/TaxonomyCategory/bi-25-10          : Posao i industrija > Zaštitna oprema za rad > Maske za zavarivanje
gid://shopify/TaxonomyCategory/bi-25-11          : Posao i industrija > Zaštitna oprema za rad > Sigurnosni pojasevi za rad
gid://shopify/TaxonomyCategory/bi-25-11-1        : Posao i industrija > Zaštitna oprema za rad > Sigurnosni pojasevi za rad > Križni sigurnosni pojasevi za rad
gid://shopify/TaxonomyCategory/bi-25-11-2        : Posao i industrija > Zaštitna oprema za rad > Sigurnosni pojasevi za rad > Sigurnosni pojasevi za rad za cijelo tijelo
gid://shopify/TaxonomyCategory/bi-25-11-3        : Posao i industrija > Zaštitna oprema za rad > Sigurnosni pojasevi za rad > Sigurnosni pojasevi za rad u stilu prsluka
gid://shopify/TaxonomyCategory/bi-25-12          : Posao i industrija > Zaštitna oprema za rad > Sigurnosne uzice za rad
gid://shopify/TaxonomyCategory/bi-25-12-1        : Posao i industrija > Zaštitna oprema za rad > Sigurnosne uzice za rad > Sigurnosne uzice za rad na sidrištima
gid://shopify/TaxonomyCategory/bi-25-12-2        : Posao i industrija > Zaštitna oprema za rad > Sigurnosne uzice za rad > Sigurnosne uzice za pojas za alat
gid://shopify/TaxonomyCategory/bi-25-12-3        : Posao i industrija > Zaštitna oprema za rad > Sigurnosne uzice za rad > Sigurnosne uzice za rad za zapešće
gid://shopify/TaxonomyCategory/co                : Fotoaparati i optika
gid://shopify/TaxonomyCategory/co-1              : Fotoaparati i optika > Dodaci za fotoaparate i optiku
gid://shopify/TaxonomyCategory/co-1-1            : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Zamjenski kabeli za fotoaparate i optiku
gid://shopify/TaxonomyCategory/co-1-1-1          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Zamjenski kabeli za fotoaparate i optiku > Komponentni kabeli
gid://shopify/TaxonomyCategory/co-1-1-2          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Zamjenski kabeli za fotoaparate i optiku > Kompozitni kabeli
gid://shopify/TaxonomyCategory/co-1-1-3          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Zamjenski kabeli za fotoaparate i optiku > Optički audio kabeli
gid://shopify/TaxonomyCategory/co-1-2            : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Objektivi za fotoaparate i videokamere
gid://shopify/TaxonomyCategory/co-1-2-1          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Objektivi za fotoaparate i videokamere > Objektivi za fotoaparate
gid://shopify/TaxonomyCategory/co-1-2-2          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Objektivi za fotoaparate i videokamere > Objektivi za nadzorne kamere
gid://shopify/TaxonomyCategory/co-1-2-3          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Objektivi za fotoaparate i videokamere > Objektivi za videokamere
gid://shopify/TaxonomyCategory/co-1-3            : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere
gid://shopify/TaxonomyCategory/co-1-3-1          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Objektivi i prilagodni prsteni
gid://shopify/TaxonomyCategory/co-1-3-2          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Torbe za objektive
gid://shopify/TaxonomyCategory/co-1-3-3          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Poklopci za objektive
gid://shopify/TaxonomyCategory/co-1-3-4          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Konverzijski objektivi
gid://shopify/TaxonomyCategory/co-1-3-5          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Filteri za objektive
gid://shopify/TaxonomyCategory/co-1-3-6          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dodaci za objektive za kamere > Sjenila za objektive
gid://shopify/TaxonomyCategory/co-1-4            : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-1          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Setovi opreme za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-1        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Ruksaci za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-2        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Tvrde torbe za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-3        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Torbe za futrole za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-4        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Koferi za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-5        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Torbe za rame za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-6        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Sling torbe za fotoaparat
gid://shopify/TaxonomyCategory/co-1-4-2-7        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Torbice za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-8        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Torbe na jedno rame za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-2-9        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Torbe i futrole za fotoaparate > Podvodna kućišta za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-3          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Zamjenske ploče i vrata za kućište kamere
gid://shopify/TaxonomyCategory/co-1-4-4          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Stražnja strana digitalnog fotoaparata
gid://shopify/TaxonomyCategory/co-1-4-5          : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Film za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-5-1        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Film za fotoaparate > Crno bijeli film
gid://shopify/TaxonomyCategory/co-1-4-5-2        : Fotoaparati i optika > Dodaci za fotoaparate i optiku > Dijelovi i dodaci za fotoaparate > Film za fotoaparate > Negativ film u boji
