# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-Brillen-Passform-Design
gid://shopify/TaxonomyAttribute/1490  : Auswahl an Kaffeeweißer
gid://shopify/TaxonomyAttribute/5775  : Eigenschaften des Kaffeekannenwärmers
gid://shopify/TaxonomyAttribute/5776  : Größe von Kaffeefilterkörben
gid://shopify/TaxonomyAttribute/5777  : Kaffeefilterformen
gid://shopify/TaxonomyAttribute/5778  : Kaffeefiltertyp
gid://shopify/TaxonomyAttribute/5779  : Typ für Kaffeemühlenzubehör
gid://shopify/TaxonomyAttribute/1398  : Kaffeezubereitungstyp
gid://shopify/TaxonomyAttribute/7700  : Kaffeeverarbeitungsmethode
gid://shopify/TaxonomyAttribute/1977  : Form des Kaffeeprodukts
gid://shopify/TaxonomyAttribute/1477  : Kaffeeröstung
gid://shopify/TaxonomyAttribute/1413  : Inbegriffene Kaffee-/Teeserviceteile
gid://shopify/TaxonomyAttribute/1509  : Spulenverbindung
gid://shopify/TaxonomyAttribute/7701  : Spulenmaterial
gid://shopify/TaxonomyAttribute/8148  : Bauart der Schraubenfeder
gid://shopify/TaxonomyAttribute/8149  : Oberflächenfinish bzw. Beschichtung der Schraubenfeder
gid://shopify/TaxonomyAttribute/8150  : Material der Schraubenfeder
gid://shopify/TaxonomyAttribute/6890  : Typ des Federsystems
gid://shopify/TaxonomyAttribute/7702  : Typ der Spule
gid://shopify/TaxonomyAttribute/9221  : Erhaltungsgrad der Münze (numismatisch)
gid://shopify/TaxonomyAttribute/2931  : Münzmaterial
gid://shopify/TaxonomyAttribute/9222  : Münzprägung oder Oberflächenfinish
gid://shopify/TaxonomyAttribute/9223  : Art der Münzprägung
gid://shopify/TaxonomyAttribute/5780  : Siebstil
gid://shopify/TaxonomyAttribute/5129  : Kollagenquelle
gid://shopify/TaxonomyAttribute/5130  : Kollagentyp
gid://shopify/TaxonomyAttribute/2861  : Ringschlosstyp
gid://shopify/TaxonomyAttribute/6659  : Kragenstil
gid://shopify/TaxonomyAttribute/2011  : Mit Stativschelle kompatibles Gerät
gid://shopify/TaxonomyAttribute/2012  : Stativschellendesign
gid://shopify/TaxonomyAttribute/9224  : Enthaltenes Zubehör für Sammlerwaffen
gid://shopify/TaxonomyAttribute/9225  : Zündmechanismus der Sammlerwaffe
gid://shopify/TaxonomyAttribute/9226  : Oberflächenfinish der Sammlermesserklinge
gid://shopify/TaxonomyAttribute/1     : Farbe
gid://shopify/TaxonomyAttribute/1962  : Farbgenauigkeitsstandards
gid://shopify/TaxonomyAttribute/9227  : Farbcodesystem
gid://shopify/TaxonomyAttribute/7226  : Farbcodierungsstandard
gid://shopify/TaxonomyAttribute/5387  : Farbtiefe
gid://shopify/TaxonomyAttribute/6660  : Farbeffekt
gid://shopify/TaxonomyAttribute/9228  : Farbfamilie
gid://shopify/TaxonomyAttribute/8151  : Farbfinish
gid://shopify/TaxonomyAttribute/1989  : Farbsättigung
gid://shopify/TaxonomyAttribute/7703  : Farbfinish
gid://shopify/TaxonomyAttribute/5153  : Kammmerkmale
gid://shopify/TaxonomyAttribute/9229  : Kammmaterial
gid://shopify/TaxonomyAttribute/5152  : Kammzahnabstand
gid://shopify/TaxonomyAttribute/7227  : Art des Kamms
gid://shopify/TaxonomyAttribute/5154  : Kamm-/Bürstengröße
gid://shopify/TaxonomyAttribute/6661  : Schnittstil von Kampfshorts
gid://shopify/TaxonomyAttribute/9230  : Rolle des Comicschöpfers
gid://shopify/TaxonomyAttribute/3413  : Comic-Ausgabe
gid://shopify/TaxonomyAttribute/3414  : Comic-Tradition
gid://shopify/TaxonomyAttribute/9231  : Oberfläche der Gedenkmünze
gid://shopify/TaxonomyAttribute/9232  : Münzzeichen der Gedenkmünze
gid://shopify/TaxonomyAttribute/9233  : Gedenkmotiv
gid://shopify/TaxonomyAttribute/8152  : Nutzfahrzeugklasse
gid://shopify/TaxonomyAttribute/5067  : Toilettenstuhl-Öffnungsart
gid://shopify/TaxonomyAttribute/3072  : Funktionen des Kommunikationsgeräts
gid://shopify/TaxonomyAttribute/2555  : Kommunikationsprotokolle
gid://shopify/TaxonomyAttribute/7228  : Dämpfungsmedium des Kompasses
gid://shopify/TaxonomyAttribute/7229  : Beleuchtungsart des Kompasses
gid://shopify/TaxonomyAttribute/7230  : Kompass-Anbringungsstil
gid://shopify/TaxonomyAttribute/7231  : Maßeinheiten des Kompasses
gid://shopify/TaxonomyAttribute/2871  : Kompassstil
gid://shopify/TaxonomyAttribute/8153  : Kompatibles ABS-System
gid://shopify/TaxonomyAttribute/7238  : Passende Patronengröße
gid://shopify/TaxonomyAttribute/8165  : Kompatibles EVAP-System
gid://shopify/TaxonomyAttribute/1888  : Kompatibles HDCP
gid://shopify/TaxonomyAttribute/6392  : Kompatibler RC-Maßstab
gid://shopify/TaxonomyAttribute/7286  : Kompatibles SHIS
gid://shopify/TaxonomyAttribute/8198  : Kompatibler TPMS-Sensortyp
gid://shopify/TaxonomyAttribute/5065  : Kompatible Art der Barrierefreiheitsausstattung
gid://shopify/TaxonomyAttribute/7232  : Kompatible Adaptermarke
gid://shopify/TaxonomyAttribute/5781  : Kompatibler Klimaanlagentyp
gid://shopify/TaxonomyAttribute/8154  : Kompatibler Airbag-Systemtyp
gid://shopify/TaxonomyAttribute/2679  : Kompatibler Luftfahrzeugtyp
gid://shopify/TaxonomyAttribute/2412  : Kompatibler Verstärker
gid://shopify/TaxonomyAttribute/9234  : Kompatible Verstärker-Einbauart
gid://shopify/TaxonomyAttribute/7233  : Kompatibles Gerät
gid://shopify/TaxonomyAttribute/1705  : Kompatibles Aquarium
gid://shopify/TaxonomyAttribute/7234  : Kompatibles Bogenschießgerät
gid://shopify/TaxonomyAttribute/5782  : Kompatibler Markisenschienentyp
gid://shopify/TaxonomyAttribute/7235  : Kompatible Achsengröße
gid://shopify/TaxonomyAttribute/7236  : Kompatibler Achsentyp
gid://shopify/TaxonomyAttribute/8155  : Kompatible Achslastklasse
gid://shopify/TaxonomyAttribute/1764  : Kompatibles Babyflaschendesign
gid://shopify/TaxonomyAttribute/1749  : Kompatible Art von Babytragen
gid://shopify/TaxonomyAttribute/1752  : Kompatible Art von Hochstuhl
gid://shopify/TaxonomyAttribute/1751  : Kompatibler Art von Babytransport
gid://shopify/TaxonomyAttribute/7237  : Kompatible Köderart
gid://shopify/TaxonomyAttribute/1212  : Kompatibler Balltyp
gid://shopify/TaxonomyAttribute/9235  : Kompatible Mensur für Bassgitarren
gid://shopify/TaxonomyAttribute/1924  : Kompatible Batterietechnologie
gid://shopify/TaxonomyAttribute/6386  : Kompatibles Battle-Top-System
gid://shopify/TaxonomyAttribute/6891  : Kompatibler Bettrahmentyp
gid://shopify/TaxonomyAttribute/1231  : Kompatible Bankpositionen
gid://shopify/TaxonomyAttribute/5783  : Kompatibler Getränketyp
gid://shopify/TaxonomyAttribute/7239  : Kompatibler Fahrradreifentyp
gid://shopify/TaxonomyAttribute/7240  : Kompatible Fahrradkomponente
gid://shopify/TaxonomyAttribute/1270  : Kompatibler Fahrradtyp
gid://shopify/TaxonomyAttribute/7241  : Kompatible Billardspielart
gid://shopify/TaxonomyAttribute/7242  : Kompatible Billardtischgröße
gid://shopify/TaxonomyAttribute/7243  : Kompatible Gebissart
gid://shopify/TaxonomyAttribute/7244  : Kompatibles Schlägerdesign
gid://shopify/TaxonomyAttribute/9236  : Kompatibles Klingensystem
gid://shopify/TaxonomyAttribute/9237  : Kompatibler Webstuhl für Webschiffchen
gid://shopify/TaxonomyAttribute/9238  : Kompatibler Garnspulentyp
gid://shopify/TaxonomyAttribute/7245  : Kompatibler Flaschenhals
gid://shopify/TaxonomyAttribute/7246  : Kompatibles Bogenbefestigungssystem
gid://shopify/TaxonomyAttribute/7247  : Kompatibler Bogen-/Armbrusttyp
gid://shopify/TaxonomyAttribute/8156  : Kompatible Bremsflüssigkeit
gid://shopify/TaxonomyAttribute/7248  : Kompatibler Bremsbelag
gid://shopify/TaxonomyAttribute/8157  : Kompatibles Bremssystem
gid://shopify/TaxonomyAttribute/8158  : Kompatibles Bremssystem
gid://shopify/TaxonomyAttribute/7249  : Kompatibler Bremsentyp
gid://shopify/TaxonomyAttribute/2396  : Kompatibles Blechblasinstrument
gid://shopify/TaxonomyAttribute/9239  : Kompatible Oberflächenbehandlungen von Blechblasinstrumenten
gid://shopify/TaxonomyAttribute/6387  : Kompatibles Bauspielsystem
gid://shopify/TaxonomyAttribute/5596  : Kompatibles Kabelbindermaterial
gid://shopify/TaxonomyAttribute/5784  : Kompatible Dosengröße
gid://shopify/TaxonomyAttribute/9240  : Kompatibler Griffbrettradius für Kapodaster
gid://shopify/TaxonomyAttribute/9241  : Kompatible Capo-Nummer der Saite
gid://shopify/TaxonomyAttribute/7250  : Kompatibles Herz-Kreislauf-Gerät
gid://shopify/TaxonomyAttribute/7251  : Kompatibler Kettengliedtyp
gid://shopify/TaxonomyAttribute/7252  : Kompatible Kettengröße
gid://shopify/TaxonomyAttribute/7253  : Kompatible Kettenbreite
gid://shopify/TaxonomyAttribute/5167  : Kompatible chemische Behandlungsstärke
gid://shopify/TaxonomyAttribute/6388  : Kompatible Chip-Nennwerte
gid://shopify/TaxonomyAttribute/5785  : Kompatible Zigarettengröße
gid://shopify/TaxonomyAttribute/9242  : Kompatible Klarinettenmundstück-Ligatur
gid://shopify/TaxonomyAttribute/2452  : Kompatibler Klarinettentyp
gid://shopify/TaxonomyAttribute/9243  : Kompatible Mensur für klassische Gitarrensaiten
gid://shopify/TaxonomyAttribute/7254  : Kompatible Tontaubengröße
gid://shopify/TaxonomyAttribute/7255  : Kompatibles Stollensystem
gid://shopify/TaxonomyAttribute/7256  : Kompatibles Klickpedalsystem
gid://shopify/TaxonomyAttribute/8159  : Kompatibler Kupplungstyp
gid://shopify/TaxonomyAttribute/5786  : Kompatibles Kaffeekapselsystem
gid://shopify/TaxonomyAttribute/5787  : Kompatible Kaffeemaschine
gid://shopify/TaxonomyAttribute/7704  : Kompatibles Kaffeekapselsystem
gid://shopify/TaxonomyAttribute/6389  : Kompatibles Konstruktionsspielsystem
gid://shopify/TaxonomyAttribute/5218  : Kompatibler Kontaktlinsentyp
gid://shopify/TaxonomyAttribute/5220  : Kompatible Kontaktlinsen
gid://shopify/TaxonomyAttribute/9244  : Kompatibler Stift/Ständer für Kontrabassklarinette
gid://shopify/TaxonomyAttribute/5788  : Kompatibler Kochthermometertyp
gid://shopify/TaxonomyAttribute/8160  : Kompatible Kühlmittelchemie
gid://shopify/TaxonomyAttribute/8161  : Kompatibles Kühlsystemmaterial
gid://shopify/TaxonomyAttribute/1600  : Kompatible Kosmetikwerkzeuge
gid://shopify/TaxonomyAttribute/6287  : Kompatible Kupplungsgröße
gid://shopify/TaxonomyAttribute/6892  : Kompatibles Krippenformat
gid://shopify/TaxonomyAttribute/9245  : Kompatible Kreuzstich-Stoffdichte
gid://shopify/TaxonomyAttribute/9246  : Kompatibler Kreuzstichrahmen
gid://shopify/TaxonomyAttribute/8162  : Kompatible Querträger
gid://shopify/TaxonomyAttribute/7257  : Kompatibles Fahrrad-Cleat-System
gid://shopify/TaxonomyAttribute/9247  : Kompatible Beckengröße
gid://shopify/TaxonomyAttribute/5789  : Kompatible Entfeuchtungstechnologie
gid://shopify/TaxonomyAttribute/1930  : Kompatibles Gerät
gid://shopify/TaxonomyAttribute/8163  : Kompatibler Gerätetyp
gid://shopify/TaxonomyAttribute/8164  : Kompatibler Docktyp
gid://shopify/TaxonomyAttribute/6390  : Kompatible Teigart
gid://shopify/TaxonomyAttribute/9248  : Kompatible Zeichenfläche
gid://shopify/TaxonomyAttribute/7258  : Kompatible Antriebsstrangmarke
gid://shopify/TaxonomyAttribute/7259  : Kompatible Antriebsstufen
gid://shopify/TaxonomyAttribute/2426  : Kompatible Trommelkonfiguration
gid://shopify/TaxonomyAttribute/2416  : Kompatibles elektrisches/akustisches Instrument
gid://shopify/TaxonomyAttribute/1905  : Kompatibler elektronischer Kartentyp
gid://shopify/TaxonomyAttribute/7260  : Kompatible Ausrüstung
gid://shopify/TaxonomyAttribute/5502  : Kompatibler Gerätetyp
gid://shopify/TaxonomyAttribute/7261  : Kompatibler Heimtrainertyp
gid://shopify/TaxonomyAttribute/5499  : Kompatibler Trainingsgerätetyp
gid://shopify/TaxonomyAttribute/1232  : Kompatible Übungen
gid://shopify/TaxonomyAttribute/5229  : Kompatibler Brillentyp
gid://shopify/TaxonomyAttribute/5790  : Kompatibler Zuführungstyp
gid://shopify/TaxonomyAttribute/7262  : Kompatible Fechtwaffe
gid://shopify/TaxonomyAttribute/9249  : Kompatibler Fasertyp
gid://shopify/TaxonomyAttribute/1944  : Kompatibles Filament
gid://shopify/TaxonomyAttribute/2042  : Kompatibler Filmtyp
gid://shopify/TaxonomyAttribute/7263  : Kompatibles Finnenboxsystem
gid://shopify/TaxonomyAttribute/9250  : Kompatibler Radius des Griffbretts
gid://shopify/TaxonomyAttribute/9251  : Kompatible Oberflächenbehandlungen von Instrumenten
gid://shopify/TaxonomyAttribute/7264  : Kompatibler Angelrollentyp
gid://shopify/TaxonomyAttribute/2456  : Kompatibler Flötentyp
gid://shopify/TaxonomyAttribute/7265  : Kompatibles Fliegenschnurgewicht
gid://shopify/TaxonomyAttribute/8166  : Kompatibler Schwungradtyp
gid://shopify/TaxonomyAttribute/7266  : Kompatibler Football-Kicktyp
gid://shopify/TaxonomyAttribute/5791  : Kompatibles Schuhmaterial
gid://shopify/TaxonomyAttribute/8167  : Kompatibler Kraftstoffsystemtyp
gid://shopify/TaxonomyAttribute/6288  : Kompatibler Brennstofftyp
gid://shopify/TaxonomyAttribute/1967  : Kompatibles Spielformat
gid://shopify/TaxonomyAttribute/1420  : Kompatibles Gartengerät
gid://shopify/TaxonomyAttribute/5792  : Kompatibles Design für Dampfglätter
gid://shopify/TaxonomyAttribute/7267  : Kompatible Gasart
gid://shopify/TaxonomyAttribute/9252  : Kompatible Gelwachs-Additive
gid://shopify/TaxonomyAttribute/9253  : Kompatible Glasurschichtung
gid://shopify/TaxonomyAttribute/7268  : Kompatibler Golftaschentyp
gid://shopify/TaxonomyAttribute/5793  : Kompatibler Grilltyp
gid://shopify/TaxonomyAttribute/8168  : Kompatible Massepolarität
gid://shopify/TaxonomyAttribute/9254  : Kompatible Gitarrenkorpusform
gid://shopify/TaxonomyAttribute/9255  : Kompatibles Gitarrencase
gid://shopify/TaxonomyAttribute/9256  : Kompatible Mensur
gid://shopify/TaxonomyAttribute/7269  : Kompatible Waffenplattform
gid://shopify/TaxonomyAttribute/6662  : Kompatible Haarlänge
gid://shopify/TaxonomyAttribute/1430  : Kompatibles Hängemattendesign
gid://shopify/TaxonomyAttribute/2457  : Kompatibler Mundharmonika-Typ
gid://shopify/TaxonomyAttribute/5794  : Kompatibler Sondermülltyp
gid://shopify/TaxonomyAttribute/8169  : Kompatibles Kopf- und Nackenstützsystem
gid://shopify/TaxonomyAttribute/8170  : Kompatibler Helmzertifizierungsstandard
gid://shopify/TaxonomyAttribute/8171  : Kompatible Helmschalengröße
gid://shopify/TaxonomyAttribute/7270  : Kompatible Helmgröße
gid://shopify/TaxonomyAttribute/8172  : Kompatibler Helmtyp
gid://shopify/TaxonomyAttribute/8173  : Kompatible Größe der Anhängerkupplungsaufnahme
gid://shopify/TaxonomyAttribute/9257  : Kompatible Hakengröße
gid://shopify/TaxonomyAttribute/7271  : Kompatibler Pferdefelltyp
gid://shopify/TaxonomyAttribute/9258  : Kompatible Hostplattform
gid://shopify/TaxonomyAttribute/9259  : Kompatibles Füllgas
gid://shopify/TaxonomyAttribute/8174  : Kompatibler Einspritztyp
gid://shopify/TaxonomyAttribute/2409  : Kompatibles Instrument
gid://shopify/TaxonomyAttribute/9260  : Kompatible Instrumentenoberfläche bzw. kompatibles Instrumentenmaterial
gid://shopify/TaxonomyAttribute/8175  : Kompatibles Intercomsystem
gid://shopify/TaxonomyAttribute/8176  : Kompatibles Innenmaterial
gid://shopify/TaxonomyAttribute/5795  : Kompatibler Bügelbretttyp
gid://shopify/TaxonomyAttribute/7272  : Kompatibler Kayaktyp
gid://shopify/TaxonomyAttribute/2421  : Kompatible Keyboard-Konfiguration
gid://shopify/TaxonomyAttribute/5796  : Kompatibler Rasenmähertyp
gid://shopify/TaxonomyAttribute/5797  : Kompatibler Laubbläsertyp
gid://shopify/TaxonomyAttribute/8177  : Kompatibles Lochmuster für Kennzeichen
gid://shopify/TaxonomyAttribute/8178  : Kompatible Kennzeichengröße
gid://shopify/TaxonomyAttribute/9261  : Kompatibler Webstuhl
gid://shopify/TaxonomyAttribute/9262  : Kompatibler Webstuhl-Typ
gid://shopify/TaxonomyAttribute/9263  : Kompatibler Maschinentyp
gid://shopify/TaxonomyAttribute/5798  : Kompatible Briefkastengröße
gid://shopify/TaxonomyAttribute/5799  : Kompatibler Briefkastentyp
gid://shopify/TaxonomyAttribute/1605  : Kompatibles Make-up
gid://shopify/TaxonomyAttribute/7273  : Kompatibler Masttyp
gid://shopify/TaxonomyAttribute/2019  : Kompatible Speicherkarten
gid://shopify/TaxonomyAttribute/1794  : Kompatibles Mikrofongewinde
gid://shopify/TaxonomyAttribute/9264  : Kompatibles Modellbahnsystem (Maßstab)
gid://shopify/TaxonomyAttribute/1898  : Kompatibler Motherboard-Formfaktor
gid://shopify/TaxonomyAttribute/9265  : Kompatible Montagefläche
gid://shopify/TaxonomyAttribute/9266  : Kompatibles Mundstückspolster
gid://shopify/TaxonomyAttribute/9267  : Kompatible Mundstückart
gid://shopify/TaxonomyAttribute/5800  : Kompatible Serviettengröße
gid://shopify/TaxonomyAttribute/9268  : Kompatible(s) Halsprofil/-breite
gid://shopify/TaxonomyAttribute/9269  : Kompatible Nadelstärke
gid://shopify/TaxonomyAttribute/9270  : Kompatibles Nadelsystem
gid://shopify/TaxonomyAttribute/2458  : Kompatibler Oboentyp
gid://shopify/TaxonomyAttribute/2443  : Kompatibles Orchester-Saiteninstrument
gid://shopify/TaxonomyAttribute/5801  : Kompatibler Stil des Außengrills
gid://shopify/TaxonomyAttribute/8179  : Kompatibler Feststellbremsmechanismus
gid://shopify/TaxonomyAttribute/2590  : Kompatibles Patientenprofil
gid://shopify/TaxonomyAttribute/9271  : Kompatibler Pedalinstrumententyp
gid://shopify/TaxonomyAttribute/7274  : Kompatibler Pedaltyp
gid://shopify/TaxonomyAttribute/2423  : Kompatibles Schlaginstrument
gid://shopify/TaxonomyAttribute/9272  : Kompatible Nadelart
gid://shopify/TaxonomyAttribute/5330  : Kompatible Flipperautomaten-Edition
gid://shopify/TaxonomyAttribute/7705  : Kompatible Pfeifenfiltergröße
gid://shopify/TaxonomyAttribute/7275  : Kompatible Plattengröße
gid://shopify/TaxonomyAttribute/6391  : Kompatibler Spielfahrzeug-Maßstab
gid://shopify/TaxonomyAttribute/2774  : Kompatibler Spielfahrzeugtyp
gid://shopify/TaxonomyAttribute/2692  : Kompatibles Abspielgerät
gid://shopify/TaxonomyAttribute/7276  : Kompatible Spielfläche
gid://shopify/TaxonomyAttribute/7277  : Kompatible Mastabmessungen
gid://shopify/TaxonomyAttribute/7278  : Kompatible Mastform
gid://shopify/TaxonomyAttribute/5276  : Kompatibler Typ des Nagellackverdünners
gid://shopify/TaxonomyAttribute/8180  : Kompatibles Servolenksystem
gid://shopify/TaxonomyAttribute/5584  : Kompatibler Netzteil-Formfaktor
gid://shopify/TaxonomyAttribute/7279  : Kompatibler Antriebstyp
gid://shopify/TaxonomyAttribute/9273  : Kompatibler Nähfuß
gid://shopify/TaxonomyAttribute/2338  : Kompatibler Drucker
gid://shopify/TaxonomyAttribute/1837  : Kompatible Prozessorserien
gid://shopify/TaxonomyAttribute/2642  : Kompatible Programmiersprachen
gid://shopify/TaxonomyAttribute/8181  : Kompatible Schutzausrüstung
gid://shopify/TaxonomyAttribute/8182  : Integration kompatibler Schutzausrüstung
gid://shopify/TaxonomyAttribute/7280  : Kompatibler Boxsacktyp
gid://shopify/TaxonomyAttribute/8183  : Kompatible Renndisziplin
gid://shopify/TaxonomyAttribute/6289  : Kompatibler Heizkörpertyp
gid://shopify/TaxonomyAttribute/1402  : Kompatible Rezepte
gid://shopify/TaxonomyAttribute/9274  : Kompatible Recordergröße
gid://shopify/TaxonomyAttribute/9275  : Kompatibler Blockflötentyp
gid://shopify/TaxonomyAttribute/9276  : Kompatibler Rohrblattschnitt
gid://shopify/TaxonomyAttribute/9277  : Kompatible Blattart
gid://shopify/TaxonomyAttribute/7281  : Kompatibler Rollentyp
gid://shopify/TaxonomyAttribute/8184  : Kompatibler Kältemitteltyp
gid://shopify/TaxonomyAttribute/5802  : Kompatibles Kühlschrankfach
gid://shopify/TaxonomyAttribute/5372  : Kompatibler Harztyp
gid://shopify/TaxonomyAttribute/1968  : Kompatible Auflösung
gid://shopify/TaxonomyAttribute/7282  : Kompatible Geräte
gid://shopify/TaxonomyAttribute/8185  : Kompatible Dachhöhe
gid://shopify/TaxonomyAttribute/8186  : Kompatibler Dachrelingtyp
gid://shopify/TaxonomyAttribute/7283  : Kompatible Seilanzahl
gid://shopify/TaxonomyAttribute/7284  : Kompatibler Seiltyp
gid://shopify/TaxonomyAttribute/7285  : Kompatibler Satteltyp
