# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/ha-15-36-4        => 3602                                            
gid://shopify/TaxonomyCategory/ha-15-36-4-1      => 3602                                            
gid://shopify/TaxonomyCategory/ha-15-36-4-2      => 3602                                            
gid://shopify/TaxonomyCategory/ha-15-36-4-3      => 3602                                            
gid://shopify/TaxonomyCategory/ha-15-36-5        => 2192                                            
gid://shopify/TaxonomyCategory/ha-15-36-5-1      => 2192                                            
gid://shopify/TaxonomyCategory/ha-15-36-5-2      => 2192                                            
gid://shopify/TaxonomyCategory/ha-15-36-5-3      => 2192                                            
gid://shopify/TaxonomyCategory/ha-15-36-6        => 1533                                            
gid://shopify/TaxonomyCategory/ha-15-36-7        => 5487                                            
gid://shopify/TaxonomyCategory/ha-15-36-8        => 1850                                            
gid://shopify/TaxonomyCategory/ha-15-36-9        => 503737                                          
gid://shopify/TaxonomyCategory/ha-15-36-9-1      => 503737                                          
gid://shopify/TaxonomyCategory/ha-15-36-9-2      => 503737                                          
gid://shopify/TaxonomyCategory/ha-15-36-9-3      => 503737                                          
gid://shopify/TaxonomyCategory/ha-15-36-10       => 1640                                            
gid://shopify/TaxonomyCategory/ha-15-36-10-1     => 1640                                            
gid://shopify/TaxonomyCategory/ha-15-36-10-2     => 1640                                            
gid://shopify/TaxonomyCategory/ha-15-36-11       => 1991                                            
gid://shopify/TaxonomyCategory/ha-15-36-11-1     => 1991                                            
gid://shopify/TaxonomyCategory/ha-15-36-11-2     => 1991                                            
gid://shopify/TaxonomyCategory/ha-15-36-12       => 1732                                            
gid://shopify/TaxonomyCategory/ha-15-36-12-1     => 1732                                            
gid://shopify/TaxonomyCategory/ha-15-36-12-2     => 1732                                            
gid://shopify/TaxonomyCategory/ha-15-36-12-3     => 1732                                            
gid://shopify/TaxonomyCategory/ha-15-36-13       => 5371                                            
gid://shopify/TaxonomyCategory/ha-15-36-13-1     => 5371                                            
gid://shopify/TaxonomyCategory/ha-15-36-13-2     => 5371                                            
gid://shopify/TaxonomyCategory/ha-15-36-14       => 4754                                            
gid://shopify/TaxonomyCategory/ha-15-36-15       => 4506                                            
gid://shopify/TaxonomyCategory/ha-15-36-16       => 2330                                            
gid://shopify/TaxonomyCategory/ha-15-36-16-1     => 2330                                            
gid://shopify/TaxonomyCategory/ha-15-36-16-2     => 2330                                            
gid://shopify/TaxonomyCategory/ha-15-36-17       => 1191                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-1     => 4081                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-1-1   => 4081                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-1-2   => 4081                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-1-3   => 4081                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-2     => 4931                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-2-1   => 4931                                            
gid://shopify/TaxonomyCategory/ha-15-36-17-2-2   => 4931                                            
