# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/9254  : Kompatibla gitarrformer
gid://shopify/TaxonomyAttribute/9255  : Kompatibla gitarrfodral
gid://shopify/TaxonomyAttribute/9256  : Kompatibel gitarrskalelängd
gid://shopify/TaxonomyAttribute/7269  : Kompatibel vapenplattform
gid://shopify/TaxonomyAttribute/6662  : Kompatibel hårlängd
gid://shopify/TaxonomyAttribute/1430  : Kompatibel hammockdesign
gid://shopify/TaxonomyAttribute/2457  : Kompatibel munspelstyp
gid://shopify/TaxonomyAttribute/5794  : Typ av kompatibelt farligt avfall
gid://shopify/TaxonomyAttribute/8169  : Kompatibelt huvud- och nackstödssystem
gid://shopify/TaxonomyAttribute/8170  : Certifieringsstandard för kompatibel hjälm
gid://shopify/TaxonomyAttribute/8171  : Kompatibla hjälmstorlekar
gid://shopify/TaxonomyAttribute/7270  : Kompatibel hjälmstorlek
gid://shopify/TaxonomyAttribute/8172  : Kompatibel hjälmtyp
gid://shopify/TaxonomyAttribute/8173  : Kompatibel storlek på dragkroksfästet
gid://shopify/TaxonomyAttribute/9257  : Kompatibel krokstorlek
gid://shopify/TaxonomyAttribute/7271  : Kompatibel hästpälstyp
gid://shopify/TaxonomyAttribute/9258  : Kompatibel värdplattform
gid://shopify/TaxonomyAttribute/9259  : Kompatibla gaser
gid://shopify/TaxonomyAttribute/8174  : Kompatibel insprutstyp
gid://shopify/TaxonomyAttribute/2409  : Kompatibelt instrument
gid://shopify/TaxonomyAttribute/9260  : Kompatibel instrumentyta/material
gid://shopify/TaxonomyAttribute/8175  : Kompatibelt intercomsystem
gid://shopify/TaxonomyAttribute/8176  : Kompatibelt fodringsmaterial
gid://shopify/TaxonomyAttribute/5795  : Kompatibel strykbrädestyp
gid://shopify/TaxonomyAttribute/7272  : Kompatibel kajaktyp
gid://shopify/TaxonomyAttribute/2421  : Kompatibel tangentbordskonfiguration
gid://shopify/TaxonomyAttribute/5796  : Typ av kompatibel gräsklippare.
gid://shopify/TaxonomyAttribute/5797  : Typ av kompatibel lövblåsare
gid://shopify/TaxonomyAttribute/8177  : Kompatibelt hålmönster för registreringsskylt
gid://shopify/TaxonomyAttribute/8178  : Kompatibel registreringsskyltsstorlek
gid://shopify/TaxonomyAttribute/9261  : Kompatibel vävstol
gid://shopify/TaxonomyAttribute/9262  : Kompatibel vävtyp
gid://shopify/TaxonomyAttribute/9263  : Kompatibel maskintyp
gid://shopify/TaxonomyAttribute/5798  : Kompatibel brevlådestorlek
gid://shopify/TaxonomyAttribute/5799  : Typ av kompatibel brevlåda
gid://shopify/TaxonomyAttribute/1605  : Kompatibelt smink
gid://shopify/TaxonomyAttribute/7273  : Kompatibel masttyp
gid://shopify/TaxonomyAttribute/2019  : Kompatibla minneskort
gid://shopify/TaxonomyAttribute/1794  : Kompatibel mikrofontråd
gid://shopify/TaxonomyAttribute/9264  : Kompatibelt modellsystem (tågskala)
gid://shopify/TaxonomyAttribute/1898  : Kompatibel moderkortsformfaktor
gid://shopify/TaxonomyAttribute/9265  : Kompatibel monteringsyta
gid://shopify/TaxonomyAttribute/9266  : Kompatibel munstycke
gid://shopify/TaxonomyAttribute/9267  : Kompatibel munstycketyp
gid://shopify/TaxonomyAttribute/5800  : Kompatibel näsduksstorlek
gid://shopify/TaxonomyAttribute/9268  : Kompatibel halsprofil/bredd
gid://shopify/TaxonomyAttribute/9269  : Kompatibel nålstorlek
gid://shopify/TaxonomyAttribute/9270  : Kompatibelt nålsystem
gid://shopify/TaxonomyAttribute/2458  : Kompatibel oboetyp
gid://shopify/TaxonomyAttribute/2443  : Kompatibelt orkesterstränginstrument
gid://shopify/TaxonomyAttribute/5801  : Kompatibel utomhusgrillstil
gid://shopify/TaxonomyAttribute/8179  : Kompatibel parkeringsbromsmekanism
gid://shopify/TaxonomyAttribute/2590  : Kompatibel patientprofil
gid://shopify/TaxonomyAttribute/9271  : Kompatibel pedalinstrumenttyp
gid://shopify/TaxonomyAttribute/7274  : Kompatibel pedaltyp
gid://shopify/TaxonomyAttribute/2423  : Kompatibelt slaginstrument
gid://shopify/TaxonomyAttribute/9272  : Kompatibel nåltyp
gid://shopify/TaxonomyAttribute/5330  : Kompatibel flipperspelsutgåva
gid://shopify/TaxonomyAttribute/7705  : Kompatibel rörfilterstorlek
gid://shopify/TaxonomyAttribute/7275  : Kompatibel tallriksstorlek
gid://shopify/TaxonomyAttribute/6391  : Kompatibel lekfordonsskala
gid://shopify/TaxonomyAttribute/2774  : Kompatibel lekfordonstyp
gid://shopify/TaxonomyAttribute/2692  : Kompatibel spelare
gid://shopify/TaxonomyAttribute/7276  : Kompatibel lekyta
gid://shopify/TaxonomyAttribute/7277  : Kompatibla stolpdimensioner
gid://shopify/TaxonomyAttribute/7278  : Kompatibel stolpform
gid://shopify/TaxonomyAttribute/5276  : Kompatibel typ av polermedelstunnare
gid://shopify/TaxonomyAttribute/8180  : Kompatibelt servostyrningssystem
gid://shopify/TaxonomyAttribute/5584  : Kompatibel strömförsörjningsformfaktor
gid://shopify/TaxonomyAttribute/7279  : Kompatibel kraftverkstyp
gid://shopify/TaxonomyAttribute/9273  : Kompatibel pressarfot
gid://shopify/TaxonomyAttribute/2338  : Kompatibel skrivare
gid://shopify/TaxonomyAttribute/1837  : Kompatibel processorserie
gid://shopify/TaxonomyAttribute/2642  : Kompatibla programmeringsspråk
gid://shopify/TaxonomyAttribute/8181  : Kompatibel skyddsutrustning
gid://shopify/TaxonomyAttribute/8182  : Kompatibel integrering av skyddsutrustning
gid://shopify/TaxonomyAttribute/7280  : Kompatibel typ av boxningssäck
gid://shopify/TaxonomyAttribute/8183  : Kompatibel tävlingsdisciplin
gid://shopify/TaxonomyAttribute/6289  : Kompatibel radiatorstil
gid://shopify/TaxonomyAttribute/1402  : Kompatibla recept
gid://shopify/TaxonomyAttribute/9274  : Kompatibel inspelningsstorlek
gid://shopify/TaxonomyAttribute/9275  : Kompatibel inspelningstyp
gid://shopify/TaxonomyAttribute/9276  : Kompatibel tungklippning
gid://shopify/TaxonomyAttribute/9277  : Kompatibel tungtyp
gid://shopify/TaxonomyAttribute/7281  : Kompatibel vindtyp
gid://shopify/TaxonomyAttribute/8184  : Kompatibel köldmedietyp
gid://shopify/TaxonomyAttribute/5802  : Kompatibelt kylskåpsfack
gid://shopify/TaxonomyAttribute/5372  : Kompatibel hartstyp
gid://shopify/TaxonomyAttribute/1968  : Kompatibel upplösning
gid://shopify/TaxonomyAttribute/7282  : Kompatibel ridutrustning
gid://shopify/TaxonomyAttribute/8185  : Kompatibel takhöjd
gid://shopify/TaxonomyAttribute/8186  : Kompatibel takrännetyp
gid://shopify/TaxonomyAttribute/7283  : Kompatibelt repantal
gid://shopify/TaxonomyAttribute/7284  : Kompatibel reptyp
gid://shopify/TaxonomyAttribute/7285  : Kompatibel sadeltyp
gid://shopify/TaxonomyAttribute/5470  : Kompatibel satellitradiotjänst
gid://shopify/TaxonomyAttribute/9278  : Kompatibel saxofonstorlek
gid://shopify/TaxonomyAttribute/9279  : Kompatibel saxofontyp
gid://shopify/TaxonomyAttribute/9280  : Kompatibel skalelängd
gid://shopify/TaxonomyAttribute/8187  : Kompatibel säteskrockkudde
gid://shopify/TaxonomyAttribute/1748  : Kompatibel sätestyp
gid://shopify/TaxonomyAttribute/6893  : Kompatibel säteskapacitet
gid://shopify/TaxonomyAttribute/8188  : Kompatibel sensorporttyp
gid://shopify/TaxonomyAttribute/8189  : Kompatibel reglagetyp
gid://shopify/TaxonomyAttribute/7287  : Kompatibel skridskoåkningstyp
gid://shopify/TaxonomyAttribute/7288  : Kompatibel snöskobräda
gid://shopify/TaxonomyAttribute/2667  : Kompatibel programvaruplattform
gid://shopify/TaxonomyAttribute/2524  : Kompatibel enhet för specialeffekter
gid://shopify/TaxonomyAttribute/9281  : Kompatibla funktioner för specialeffektbelysning
gid://shopify/TaxonomyAttribute/9282  : Kompatibelt hjulsdrivningssystem
gid://shopify/TaxonomyAttribute/7289  : Kompatibel ekermätare
gid://shopify/TaxonomyAttribute/8190  : Kompatibel rattkrockkudde
gid://shopify/TaxonomyAttribute/8191  : Kompatibel rattkontrollknapp
gid://shopify/TaxonomyAttribute/9283  : Kompatibelt stencilmaterial
gid://shopify/TaxonomyAttribute/9284  : Kompatibela stencilmedia
gid://shopify/TaxonomyAttribute/5803  : Kompatibel spisbränsletyp
gid://shopify/TaxonomyAttribute/3148  : Typ av kompatibel spishäll
gid://shopify/TaxonomyAttribute/5804  : Kompatibel spistyp
gid://shopify/TaxonomyAttribute/8192  : Kompatibel remindragare
gid://shopify/TaxonomyAttribute/2433  : Kompatibelt stränginstrument
gid://shopify/TaxonomyAttribute/9285  : Kompatibel stränginstrumentyta
gid://shopify/TaxonomyAttribute/1750  : Kompatibel barnvagnstyp
gid://shopify/TaxonomyAttribute/8193  : Kompatibelt substratmaterial
gid://shopify/TaxonomyAttribute/9286  : Kompatibel yta
gid://shopify/TaxonomyAttribute/8194  : Kompatibelt ytmaterial
gid://shopify/TaxonomyAttribute/8195  : Kompatibelt rivtåligt system
gid://shopify/TaxonomyAttribute/8196  : Kompatibel termostattyp
gid://shopify/TaxonomyAttribute/9287  : Kompatibel tråd
gid://shopify/TaxonomyAttribute/9289  : Kompatibelt tråd- och garnverktyg
gid://shopify/TaxonomyAttribute/9288  : Kompatibelt tråd-/spolformat
gid://shopify/TaxonomyAttribute/8197  : Kompatibla däck
gid://shopify/TaxonomyAttribute/6290  : Kompatibel typ av näsduksask
gid://shopify/TaxonomyAttribute/9290  : Kompatibelt monteringsfäste för pukpad
gid://shopify/TaxonomyAttribute/6393  : Kompatibel lekfordonsskala
gid://shopify/TaxonomyAttribute/5805  : Kompatibel traktortyp
gid://shopify/TaxonomyAttribute/7290  : Kompatibla träningsutrustning
gid://shopify/TaxonomyAttribute/7291  : Kompatibel löpbandsdesign
gid://shopify/TaxonomyAttribute/7292  : Kompatibel tub
gid://shopify/TaxonomyAttribute/5806  : Kompatibel paraplytyp
gid://shopify/TaxonomyAttribute/1369  : Kompatibel vakuumtyp
gid://shopify/TaxonomyAttribute/6394  : Kompatibel ventiltyp
gid://shopify/TaxonomyAttribute/7706  : Kompatibla förångningsmaterial
gid://shopify/TaxonomyAttribute/1714  : Kompatibelt fordon
gid://shopify/TaxonomyAttribute/8199  : Kompatibel vindrutevätska för fordon
gid://shopify/TaxonomyAttribute/8200  : Kompatibelt skärmsystem
gid://shopify/TaxonomyAttribute/5439  : Kompatibel röstassistent
gid://shopify/TaxonomyAttribute/1588  : Kompatibla gånghjälpmedel
gid://shopify/TaxonomyAttribute/5807  : Kompatibel tvättmaskinstyp
gid://shopify/TaxonomyAttribute/5808  : Kompatibel avfallsladningstyp
gid://shopify/TaxonomyAttribute/8201  : Kompatibel vattenbrädatyp
gid://shopify/TaxonomyAttribute/5809  : Kompatibel vattenkylaretyp
gid://shopify/TaxonomyAttribute/6291  : Kompatibel varmvattenberedartyp
gid://shopify/TaxonomyAttribute/7293  : Kompatibla vattensportbrädor
gid://shopify/TaxonomyAttribute/8202  : Kompatibel kommunikationsstandard för vattenfarkoster
gid://shopify/TaxonomyAttribute/8203  : Kompatibla motortyper
gid://shopify/TaxonomyAttribute/5201  : Kompatibel vaxbehållarstorlek
gid://shopify/TaxonomyAttribute/5202  : Kompatibel vaxform
gid://shopify/TaxonomyAttribute/1235  : Kompatibelt styrketräningstillbehör
gid://shopify/TaxonomyAttribute/7294  : Kompatibel skivdiameter
gid://shopify/TaxonomyAttribute/8204  : Kompatibel fälgfinish
gid://shopify/TaxonomyAttribute/9291  : Kompatibel virveldrivband
gid://shopify/TaxonomyAttribute/9292  : Kompatibla vekserier
gid://shopify/TaxonomyAttribute/9293  : Kompatibelt lindningshuvud/-borr
gid://shopify/TaxonomyAttribute/8205  : Kompatibelt ankare
gid://shopify/TaxonomyAttribute/8206  : Kompatibel vindrutetyp
gid://shopify/TaxonomyAttribute/9294  : Kompatibelt trä
gid://shopify/TaxonomyAttribute/5810  : Kompatibelt förpackningsmaterial
gid://shopify/TaxonomyAttribute/9295  : Kompatibel skrivyta
gid://shopify/TaxonomyAttribute/9296  : Kompatibel dragkejdestorlek
gid://shopify/TaxonomyAttribute/8207  : Efterlevnadscertifikat
gid://shopify/TaxonomyAttribute/2643  : Efterlevnadscertifikat
gid://shopify/TaxonomyAttribute/5479  : Komponentmonteringsstil
gid://shopify/TaxonomyAttribute/1831  : Komponentutgångstyp
gid://shopify/TaxonomyAttribute/1829  : Förpackningstyp för komponent
gid://shopify/TaxonomyAttribute/8208  : Komponentens position
gid://shopify/TaxonomyAttribute/5491  : Komponentstorlekskod
gid://shopify/TaxonomyAttribute/5488  : Komponenttolerans
gid://shopify/TaxonomyAttribute/5670  : Komponenter som ingår
gid://shopify/TaxonomyAttribute/5811  : Kompostluftarens design
gid://shopify/TaxonomyAttribute/5812  : Kompostform
gid://shopify/TaxonomyAttribute/5813  : Ursprungligt kompostmaterial
gid://shopify/TaxonomyAttribute/5458  : Kompressionskretstyp
gid://shopify/TaxonomyAttribute/1966  : Komprimeringsformat
gid://shopify/TaxonomyAttribute/1595  : Komprimeringsnivå
gid://shopify/TaxonomyAttribute/5814  : komprimeringsmetod
gid://shopify/TaxonomyAttribute/1897  : Datortillbehör ingår
gid://shopify/TaxonomyAttribute/1871  : Datorformulär
gid://shopify/TaxonomyAttribute/3078  : Detaljer för datorserver
gid://shopify/TaxonomyAttribute/3077  : Specialfunktioner för dator
gid://shopify/TaxonomyAttribute/7707  : Koncentrationsnivå
gid://shopify/TaxonomyAttribute/8209  : Koncentrationstyp
gid://shopify/TaxonomyAttribute/9297  : Stativ för konsertbastrummor
gid://shopify/TaxonomyAttribute/9298  : Standard för konserttonhöjd
gid://shopify/TaxonomyAttribute/2463  : Knappuppsättning på concertina
gid://shopify/TaxonomyAttribute/7708  : Kondimentform
gid://shopify/TaxonomyAttribute/7709  : Tillbehörets konsistens
gid://shopify/TaxonomyAttribute/2360  : Skick
gid://shopify/TaxonomyAttribute/1652  : Balsameffekt
gid://shopify/TaxonomyAttribute/5194  : Kondomkompatibilitet
gid://shopify/TaxonomyAttribute/5113  : Kondompassform
gid://shopify/TaxonomyAttribute/1557  : Kondomtyp
gid://shopify/TaxonomyAttribute/5114  : Ledningsgeltillämpning
gid://shopify/TaxonomyAttribute/5481  : Ledarkärntyp
gid://shopify/TaxonomyAttribute/9299  : Konfettiformat
gid://shopify/TaxonomyAttribute/9300  : Spännsystem för congahuvud
gid://shopify/TaxonomyAttribute/9301  : Trumtyper i congasetet
gid://shopify/TaxonomyAttribute/2144  : Anslutande tråd
gid://shopify/TaxonomyAttribute/2028  : Anslutningsmetod
gid://shopify/TaxonomyAttribute/1811  : Anslutningstyp
gid://shopify/TaxonomyAttribute/1272  : Anslutningsteknik
gid://shopify/TaxonomyAttribute/5485  : Anslutningstyp
gid://shopify/TaxonomyAttribute/5561  : Kontakttyp 1
gid://shopify/TaxonomyAttribute/5560  : Kontakttyp 2
gid://shopify/TaxonomyAttribute/8210  : Laddfodralsstil
gid://shopify/TaxonomyAttribute/5550  : Kontaktplätering
gid://shopify/TaxonomyAttribute/2129  : Kontaktutförande
gid://shopify/TaxonomyAttribute/1830  : Kön på kontakt
gid://shopify/TaxonomyAttribute/5549  : Kontaktmonteringsstil
gid://shopify/TaxonomyAttribute/5551  : Kontaktorientering
gid://shopify/TaxonomyAttribute/5650  : Kontaktposition
gid://shopify/TaxonomyAttribute/5480  : Anslutningstyp
gid://shopify/TaxonomyAttribute/5421  : Ingående konsoltillbehör
gid://shopify/TaxonomyAttribute/8211  : Installationsmetod för konsolskydd
gid://shopify/TaxonomyAttribute/7295  : Konsolens skärmtyp
gid://shopify/TaxonomyAttribute/1969  : Konsolsystem
gid://shopify/TaxonomyAttribute/5422  : Konsoltyp
gid://shopify/TaxonomyAttribute/1629  : Innehåll
gid://shopify/TaxonomyAttribute/5678  : Konstruktion
gid://shopify/TaxonomyAttribute/7296  : Byggdesign
gid://shopify/TaxonomyAttribute/2770  : Tema för byggset
gid://shopify/TaxonomyAttribute/7297  : Kontaktvinkel
gid://shopify/TaxonomyAttribute/9302  : Fyllningstyp för jongleringsboll
gid://shopify/TaxonomyAttribute/9303  : Jongleringsbollens genomskinlighet
gid://shopify/TaxonomyAttribute/5216  : Inkluderade tillbehör för kontaktlinsfodral
gid://shopify/TaxonomyAttribute/5217  : Kontaktlinsfodralets funktioner
gid://shopify/TaxonomyAttribute/5221  : Indikerar de typer eller material av kontaktlinser som lösningen kan användas säkert med.
gid://shopify/TaxonomyAttribute/5578  : Kontaktmaterial
gid://shopify/TaxonomyAttribute/9304  : Kontaktytans material
gid://shopify/TaxonomyAttribute/7710  : Behållarens material
gid://shopify/TaxonomyAttribute/7298  : Borttagning av föroreningar
gid://shopify/TaxonomyAttribute/9305  : Kroppskonfiguration av kontraaltklarinett
gid://shopify/TaxonomyAttribute/9306  : Den lägsta noten för kontraaltklarinett
gid://shopify/TaxonomyAttribute/9307  : Typ av kontrabasklarinettklocka
gid://shopify/TaxonomyAttribute/9308  : Typ av kontrabasklarinettpipa
gid://shopify/TaxonomyAttribute/9309  : Den lägsta noten för kontrabasklarinett
gid://shopify/TaxonomyAttribute/1990  : Kontrast
gid://shopify/TaxonomyAttribute/1955  : Kontrastförhållande (typiskt)
gid://shopify/TaxonomyAttribute/8212  : Material i styrarmsbussning
gid://shopify/TaxonomyAttribute/8213  : Styrarmsbussningar som ingår
gid://shopify/TaxonomyAttribute/8214  : Styrarmens ytfinish
gid://shopify/TaxonomyAttribute/8215  : Smörjnippeltyp för styrarmen
gid://shopify/TaxonomyAttribute/8216  : Material för styrarmen
gid://shopify/TaxonomyAttribute/8217  : Styrarmens position
gid://shopify/TaxonomyAttribute/8218  : Styrarmsstil
gid://shopify/TaxonomyAttribute/8219  : Styrkabelns anslutningstyp
gid://shopify/TaxonomyAttribute/2413  : Styrfunktioner
gid://shopify/TaxonomyAttribute/5456  : Kontrollgränssnitt
gid://shopify/TaxonomyAttribute/2558  : Styrmetod
gid://shopify/TaxonomyAttribute/5101  : Kontrollösningsnivå
gid://shopify/TaxonomyAttribute/1359  : Styrteknik
gid://shopify/TaxonomyAttribute/1331  : Styrtyp
gid://shopify/TaxonomyAttribute/9310  : Styrspänning eller grindanslutning
gid://shopify/TaxonomyAttribute/2556  : Controllerdesign
gid://shopify/TaxonomyAttribute/2559  : Typ av controller
gid://shopify/TaxonomyAttribute/7299  : Styrfunktioner
gid://shopify/TaxonomyAttribute/8220  : Styrtyp
gid://shopify/TaxonomyAttribute/5539  : Konverteringsriktning
gid://shopify/TaxonomyAttribute/8221  : Kylningsmetod för växlingskit
gid://shopify/TaxonomyAttribute/8222  : Installationskomplexitet för växlingskit
gid://shopify/TaxonomyAttribute/6894  : Konverterad sängstorlek
gid://shopify/TaxonomyAttribute/1986  : Konverterfunktion
gid://shopify/TaxonomyAttribute/6895  : Konverterbar konfiguration
gid://shopify/TaxonomyAttribute/6896  : Lägen för konvertibla barnstolar
gid://shopify/TaxonomyAttribute/2584  : Transportördrift
gid://shopify/TaxonomyAttribute/7711  : Ingående artiklar i kakdekorationskit
gid://shopify/TaxonomyAttribute/7712  : Kaksort
gid://shopify/TaxonomyAttribute/4049  : Köksenheter
gid://shopify/TaxonomyAttribute/5815  : Bränslebas för matlagningsgel
gid://shopify/TaxonomyAttribute/1493  : Tillagningsmetod
gid://shopify/TaxonomyAttribute/7713  : Tillagningsstatus
gid://shopify/TaxonomyAttribute/5816  : Matlagningsytans konsistens
gid://shopify/TaxonomyAttribute/5817  : Design av matlagningstermometer
gid://shopify/TaxonomyAttribute/1487  : Sort av matlagningsvin
gid://shopify/TaxonomyAttribute/5818  : Beläggningsmaterial för köksredskap
gid://shopify/TaxonomyAttribute/5819  : Typ av beläggning för köksredskap
gid://shopify/TaxonomyAttribute/3361  : Köksartiklar som ingår
gid://shopify/TaxonomyAttribute/5820  : Lock till kokkärl
gid://shopify/TaxonomyAttribute/3147  : Detaljer för verktyg för matlagning och bakning
gid://shopify/TaxonomyAttribute/2811  : Verktyg för matlagning och bakning - material
gid://shopify/TaxonomyAttribute/8223  : Syfte med kylvätsketillsatsen
gid://shopify/TaxonomyAttribute/8224  : Kylvätskebasvätska
gid://shopify/TaxonomyAttribute/8225  : Kylvätskeutlopp – anslutningstyp
gid://shopify/TaxonomyAttribute/8226  : Kylvätskeutloppets halsvinkel
gid://shopify/TaxonomyAttribute/8227  : Kylvätsketeknik
gid://shopify/TaxonomyAttribute/8228  : Temperatursensorport för kylvätska
