# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/ae-2-2-2-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykolikot ja -valuutta > Keräilykolikot
gid://shopify/TaxonomyCategory/ae-2-2-2-2-1      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykolikot ja -valuutta > Keräilykolikot > Jalometallikolikot
gid://shopify/TaxonomyCategory/ae-2-2-2-2-2      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykolikot ja -valuutta > Keräilykolikot > Muistokolikot
gid://shopify/TaxonomyCategory/ae-2-2-2-2-3      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykolikot ja -valuutta > Keräilykolikot > Harvinaiset kolikot
gid://shopify/TaxonomyCategory/ae-2-2-3          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykortit
gid://shopify/TaxonomyCategory/ae-2-2-3-1        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykortit > Viihdekortit
gid://shopify/TaxonomyCategory/ae-2-2-3-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykortit > Pelikortit
gid://shopify/TaxonomyCategory/ae-2-2-3-3        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykortit > Muut kuin urheilukeräilykortit
gid://shopify/TaxonomyCategory/ae-2-2-3-4        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilykortit > Urheilukeräilykortit
gid://shopify/TaxonomyCategory/ae-2-2-4          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus
gid://shopify/TaxonomyCategory/ae-2-2-4-1        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet
gid://shopify/TaxonomyCategory/ae-2-2-4-1-1      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet > Antiikkiaseet
gid://shopify/TaxonomyCategory/ae-2-2-4-1-2      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet > Käsiaseet
gid://shopify/TaxonomyCategory/ae-2-2-4-1-3      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet > Asejäljitelmät
gid://shopify/TaxonomyCategory/ae-2-2-4-1-4      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet > Kiväärit
gid://shopify/TaxonomyCategory/ae-2-2-4-1-5      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyaseet > Haulikot
gid://shopify/TaxonomyCategory/ae-2-2-4-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-1      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Mukautetut keräilyveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-2      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Kiinteäteräiset keräilyveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-3      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Keräilytaittoveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-4      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Metsästyskeräilyveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-5      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Keräilytaskuveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-2-6      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilyveitset > Taktiset keräilyveitset
gid://shopify/TaxonomyCategory/ae-2-2-4-3        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-3-1      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat > Eurooppalaiset keräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-3-2      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat > Fantasiakeräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-3-3      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat > Historialliset keräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-3-4      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat > Elokuvajäljennöskeräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-3-5      : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Keräilymiekat > Samuraikeräilymiekat
gid://shopify/TaxonomyCategory/ae-2-2-4-4        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Keräilyaseistus > Miekkatelineet
gid://shopify/TaxonomyCategory/ae-2-2-12         : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Sarjakuvakirjat
gid://shopify/TaxonomyCategory/ae-2-2-5          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit
gid://shopify/TaxonomyCategory/ae-2-2-5-1        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit > Muistopostimerkit
gid://shopify/TaxonomyCategory/ae-2-2-5-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit > Tavalliset postimerkit
gid://shopify/TaxonomyCategory/ae-2-2-5-3        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit > Ensimmäisen myyntipäivän postimerkit
gid://shopify/TaxonomyCategory/ae-2-2-5-4        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit > Yksittäiset postimerkit
gid://shopify/TaxonomyCategory/ae-2-2-5-6        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Postimerkit > Postimerkkiarkit
gid://shopify/TaxonomyCategory/ae-2-2-6          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Kivet ja fossiilit
gid://shopify/TaxonomyCategory/ae-2-2-6-1        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Kivet ja fossiilit > Fossiilit
gid://shopify/TaxonomyCategory/ae-2-2-6-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Kivet ja fossiilit > Jalokivet
gid://shopify/TaxonomyCategory/ae-2-2-6-3        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Kivet ja fossiilit > Mineraalit
gid://shopify/TaxonomyCategory/ae-2-2-6-4        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Kivet ja fossiilit > Kivet
gid://shopify/TaxonomyCategory/ae-2-2-7          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallitarvikkeet
gid://shopify/TaxonomyCategory/ae-2-2-8          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit
gid://shopify/TaxonomyCategory/ae-2-2-8-1        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Ilma-alukset
gid://shopify/TaxonomyCategory/ae-2-2-8-2        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Linja-autot
gid://shopify/TaxonomyCategory/ae-2-2-8-3        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Autot
gid://shopify/TaxonomyCategory/ae-2-2-8-4        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Dinosaurukset
gid://shopify/TaxonomyCategory/ae-2-2-8-5        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Pikajunat
gid://shopify/TaxonomyCategory/ae-2-2-8-6        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Helikopterit
gid://shopify/TaxonomyCategory/ae-2-2-8-7        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Hevoset
gid://shopify/TaxonomyCategory/ae-2-2-8-8        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Moottoripyörät
gid://shopify/TaxonomyCategory/ae-2-2-8-9        : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Tavaravaunut
gid://shopify/TaxonomyCategory/ae-2-2-8-10       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Alukset
gid://shopify/TaxonomyCategory/ae-2-2-8-11       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Avaruusalukset
gid://shopify/TaxonomyCategory/ae-2-2-8-12       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Tankit
gid://shopify/TaxonomyCategory/ae-2-2-8-13       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Junat
gid://shopify/TaxonomyCategory/ae-2-2-8-14       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Pienoismallit > Kuorma-autot
gid://shopify/TaxonomyCategory/ae-2-2-9          : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Sinettileimasimet
gid://shopify/TaxonomyCategory/ae-2-2-10         : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet
gid://shopify/TaxonomyCategory/ae-2-2-10-1       : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet
gid://shopify/TaxonomyCategory/ae-2-2-10-1-1     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Bannerit
gid://shopify/TaxonomyCategory/ae-2-2-10-1-2     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Lippalakit
gid://shopify/TaxonomyCategory/ae-2-2-10-1-3     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Koristehahmot
gid://shopify/TaxonomyCategory/ae-2-2-10-1-4     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Liput
gid://shopify/TaxonomyCategory/ae-2-2-10-1-5     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Hanskat
gid://shopify/TaxonomyCategory/ae-2-2-10-1-6     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Hatut
gid://shopify/TaxonomyCategory/ae-2-2-10-1-7     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Hupparit
gid://shopify/TaxonomyCategory/ae-2-2-10-1-8     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Jerseyt
gid://shopify/TaxonomyCategory/ae-2-2-10-1-9     : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Avainketjut
gid://shopify/TaxonomyCategory/ae-2-2-10-1-10    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Pinssit
gid://shopify/TaxonomyCategory/ae-2-2-10-1-11    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Julisteet
gid://shopify/TaxonomyCategory/ae-2-2-10-1-12    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Huivit
gid://shopify/TaxonomyCategory/ae-2-2-10-1-14    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Sukat
gid://shopify/TaxonomyCategory/ae-2-2-10-1-15    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > T-paidat
gid://shopify/TaxonomyCategory/ae-2-2-10-1-16    : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Urheilun keräilyesineet > Urheilun fanituotteet > Seinätarrat
gid://shopify/TaxonomyCategory/ae-2-2-11         : Taide ja viihde > Harrastukset ja taiteet > Keräilykohteet > Vintagemainokset
gid://shopify/TaxonomyCategory/ae-2-3            : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet
gid://shopify/TaxonomyCategory/ae-2-3-1          : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Jyvät ja maltaat oluen valmistukseen
gid://shopify/TaxonomyCategory/ae-2-3-1-1        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Jyvät ja maltaat oluen valmistukseen > Maltaamattomat jyvät
gid://shopify/TaxonomyCategory/ae-2-3-1-2        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Jyvät ja maltaat oluen valmistukseen > Perusmaltaat
gid://shopify/TaxonomyCategory/ae-2-3-1-3        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Jyvät ja maltaat oluen valmistukseen > Paahdetut maltaat
gid://shopify/TaxonomyCategory/ae-2-3-1-4        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Jyvät ja maltaat oluen valmistukseen > Erikoismaltaat
gid://shopify/TaxonomyCategory/ae-2-3-2          : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Pullot
gid://shopify/TaxonomyCategory/ae-2-3-3          : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Oluen ja viinin valmistussetit
gid://shopify/TaxonomyCategory/ae-2-3-3-1        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Oluen ja viinin valmistussetit > Oluen valmistussetit
gid://shopify/TaxonomyCategory/ae-2-3-3-2        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Oluen ja viinin valmistussetit > Siman valmistussetit
gid://shopify/TaxonomyCategory/ae-2-3-3-3        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Oluen ja viinin valmistussetit > Viinin valmistussetit
gid://shopify/TaxonomyCategory/ae-2-3-4          : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Viinin valmistus
gid://shopify/TaxonomyCategory/ae-2-3-4-1        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Viinin valmistus > Hedelmäviinin valmistustarvikkeet
gid://shopify/TaxonomyCategory/ae-2-3-4-2        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Viinin valmistus > Punaviinin valmistustarvikkeet
gid://shopify/TaxonomyCategory/ae-2-3-4-3        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Viinin valmistus > Roseeviinin valmistustarvikkeet
gid://shopify/TaxonomyCategory/ae-2-3-4-4        : Taide ja viihde > Harrastukset ja taiteet > Oluen ja viinin valmistustarvikkeet > Viinin valmistus > Valkoviinin valmistustarvikkeet
gid://shopify/TaxonomyCategory/ae-2-4            : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus
gid://shopify/TaxonomyCategory/ae-2-4-1          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Kontaktijongleerauspallot
gid://shopify/TaxonomyCategory/ae-2-4-2          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Jongleerauskepit
gid://shopify/TaxonomyCategory/ae-2-4-3          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Diabolot
gid://shopify/TaxonomyCategory/ae-2-4-4          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Jongleerauspallot
gid://shopify/TaxonomyCategory/ae-2-4-5          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Jongleerauskeilat
gid://shopify/TaxonomyCategory/ae-2-4-6          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Jongleerausrenkaat
gid://shopify/TaxonomyCategory/ae-2-4-7          : Taide ja viihde > Harrastukset ja taiteet > Jongleeraus > Poit
gid://shopify/TaxonomyCategory/ae-2-5            : Taide ja viihde > Harrastukset ja taiteet > Taikuus ja lahjatavarat
gid://shopify/TaxonomyCategory/ae-2-6            : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet
gid://shopify/TaxonomyCategory/ae-2-6-1          : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismalliraketit
gid://shopify/TaxonomyCategory/ae-2-6-1-1        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismalliraketit > Erittäin tehokkaat raketit
gid://shopify/TaxonomyCategory/ae-2-6-1-2        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismalliraketit > Monivaiheiset raketit
gid://shopify/TaxonomyCategory/ae-2-6-1-3        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismalliraketit > Yksivaiheiset raketit
gid://shopify/TaxonomyCategory/ae-2-6-1-4        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismalliraketit > Vesiraketit
gid://shopify/TaxonomyCategory/ae-2-6-2          : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunien tarvikkeet
gid://shopify/TaxonomyCategory/ae-2-6-3          : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit
gid://shopify/TaxonomyCategory/ae-2-6-3-1        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit > Dieselveturit
gid://shopify/TaxonomyCategory/ae-2-6-3-2        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit > Sähköveturit
gid://shopify/TaxonomyCategory/ae-2-6-3-3        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit > Rahtijunat
gid://shopify/TaxonomyCategory/ae-2-6-3-4        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit > Matkustajajunat
gid://shopify/TaxonomyCategory/ae-2-6-3-5        : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallijunat ja -junasetit > Höyryveturit
gid://shopify/TaxonomyCategory/ae-2-6-4          : Taide ja viihde > Harrastukset ja taiteet > Pienoismalli­välineet > Pienoismallisetit
gid://shopify/TaxonomyCategory/ae-2-7            : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet
gid://shopify/TaxonomyCategory/ae-2-7-1          : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet
gid://shopify/TaxonomyCategory/ae-2-7-1-1        : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet > Vaskipuhaltimien hoito ja puhdistus
gid://shopify/TaxonomyCategory/ae-2-7-1-1-1      : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet > Vaskipuhaltimien hoito ja puhdistus > Vaskipuhaltimien hoitopakkaukset
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2      : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet > Vaskipuhaltimien hoito ja puhdistus > Vaskipuhaltimien puhdistus- ja desinfiointiaineet
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-1    : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet > Vaskipuhaltimien hoito ja puhdistus > Vaskipuhaltimien puhdistus- ja desinfiointiaineet > Aukkojen puhdistusharjat
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-2    : Taide ja viihde > Harrastukset ja taiteet > Soitin- ja orkesteritarvikkeet > Vaskipuhallintarvikkeet > Vaskipuhaltimien hoito ja puhdistus > Vaskipuhaltimien puhdistus- ja desinfiointiaineet > Desinfiointisuihkeet
