# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-lasien istuvuuden muotoilu
gid://shopify/TaxonomyAttribute/9270  : Yhteensopiva neulajärjestelmä
gid://shopify/TaxonomyAttribute/2458  : Yhteensopiva oboetyyppi
gid://shopify/TaxonomyAttribute/2443  : Yhteensopiva orkesterijousisoitin
gid://shopify/TaxonomyAttribute/5801  : Yhteensopiva ulkogrillimalli
gid://shopify/TaxonomyAttribute/8179  : Yhteensopiva seisontajarrumekanismi
gid://shopify/TaxonomyAttribute/2590  : Yhteensopiva potilasprofiili
gid://shopify/TaxonomyAttribute/9271  : Pedaalille yhteensopiva instrumenttityyppi
gid://shopify/TaxonomyAttribute/7274  : Yhteensopiva poljintyyppi
gid://shopify/TaxonomyAttribute/2423  : Yhteensopiva lyömäsoitin
gid://shopify/TaxonomyAttribute/9272  : Yhteensopiva pinnityyppi
gid://shopify/TaxonomyAttribute/5330  : Yhteensopiva flipperikoneen versio
gid://shopify/TaxonomyAttribute/7705  : Yhteensopiva piipun suodattimen koko
gid://shopify/TaxonomyAttribute/7275  : Yhteensopiva levykoko
gid://shopify/TaxonomyAttribute/6391  : Yhteensopiva leluajoneuvon mittakaava
gid://shopify/TaxonomyAttribute/2774  : Yhteensopiva leikkiajoneuvotyyppi
gid://shopify/TaxonomyAttribute/2692  : Yhteensopiva toistolaite
gid://shopify/TaxonomyAttribute/7276  : Yhteensopiva leikkipinta
gid://shopify/TaxonomyAttribute/7277  : Yhteensopivat pylvään mitat
gid://shopify/TaxonomyAttribute/7278  : Yhteensopiva pylvään muoto
gid://shopify/TaxonomyAttribute/5276  : Yhteensopiva kynsilakan ohentajatyyppi
gid://shopify/TaxonomyAttribute/8180  : Yhteensopiva ohjaustehostinjärjestelmä
gid://shopify/TaxonomyAttribute/5584  : Yhteensopiva virtalähteen muotokerroin
gid://shopify/TaxonomyAttribute/7279  : Yhteensopiva voimanlähdetyyppi
gid://shopify/TaxonomyAttribute/9273  : Yhteensopiva paininjalka
gid://shopify/TaxonomyAttribute/2338  : Yhteensopiva tulostin
gid://shopify/TaxonomyAttribute/1837  : Yhteensopiva suoritinsarja
gid://shopify/TaxonomyAttribute/2642  : Yhteensopivat ohjelmointikielet
gid://shopify/TaxonomyAttribute/8181  : Yhteensopivat suojavarusteet
gid://shopify/TaxonomyAttribute/8182  : Yhteensopivien suojavarusteiden integrointi
gid://shopify/TaxonomyAttribute/7280  : Yhteensopiva nyrkkeilysäkkityyppi
gid://shopify/TaxonomyAttribute/8183  : Yhteensopiva kilpalaji
gid://shopify/TaxonomyAttribute/6289  : Yhteensopiva patterityyppi
gid://shopify/TaxonomyAttribute/1402  : Yhteensopivat reseptit
gid://shopify/TaxonomyAttribute/9274  : Yhteensopiva nokkahuilun koko
gid://shopify/TaxonomyAttribute/9275  : Yhteensopiva nokkahuilutyyppi
gid://shopify/TaxonomyAttribute/9276  : Yhteensopiva ruokolehden leikkaus
gid://shopify/TaxonomyAttribute/9277  : Yhteensopiva ruokolehden tyyppi
gid://shopify/TaxonomyAttribute/7281  : Yhteensopiva kelan tyyppi
gid://shopify/TaxonomyAttribute/8184  : Yhteensopiva kylmäainetyyppi
gid://shopify/TaxonomyAttribute/5802  : Yhteensopiva jääkaappiosasto
gid://shopify/TaxonomyAttribute/5372  : Yhteensopiva hartsityyppi
gid://shopify/TaxonomyAttribute/1968  : Yhteensopiva resoluutio
gid://shopify/TaxonomyAttribute/7282  : Yhteensopivat pyörälliset urheiluvälineet
gid://shopify/TaxonomyAttribute/8185  : Yhteensopiva kattokorkeus
gid://shopify/TaxonomyAttribute/8186  : Yhteensopiva kattokiskotyyppi
gid://shopify/TaxonomyAttribute/7283  : Yhteensopiva köysien lukumäärä
gid://shopify/TaxonomyAttribute/7284  : Yhteensopiva köysityyppi
gid://shopify/TaxonomyAttribute/7285  : Yhteensopiva satulatyyppi
gid://shopify/TaxonomyAttribute/5470  : Yhteensopiva satelliittiradiopalvelu
gid://shopify/TaxonomyAttribute/9278  : Yhteensopiva saksofonin koko
gid://shopify/TaxonomyAttribute/9279  : Yhteensopiva saksofonityyppi
gid://shopify/TaxonomyAttribute/9280  : Yhteensopiva mensuuripituus
gid://shopify/TaxonomyAttribute/8187  : Yhteensopiva istuimen turvatyyny
gid://shopify/TaxonomyAttribute/1748  : Yhteensopiva istuintyyppi
gid://shopify/TaxonomyAttribute/6893  : Yhteensopiva istumapaikkamäärä
gid://shopify/TaxonomyAttribute/8188  : Yhteensopiva anturin liitäntätyyppi
gid://shopify/TaxonomyAttribute/8189  : Yhteensopiva vaihdekepin tyyppi
gid://shopify/TaxonomyAttribute/7287  : Yhteensopiva luistelulaji
gid://shopify/TaxonomyAttribute/7288  : Yhteensopiva lumikenkien kansityyppi
gid://shopify/TaxonomyAttribute/2667  : Yhteensopiva ohjelmistoalusta
gid://shopify/TaxonomyAttribute/2524  : Yhteensopiva erikoistehostelaite
gid://shopify/TaxonomyAttribute/9281  : Yhteensopivat erikoistehosteen valaistusominaisuudet
gid://shopify/TaxonomyAttribute/9282  : Yhteensopiva rukin vetojärjestelmä
gid://shopify/TaxonomyAttribute/7289  : Yhteensopiva pinnamittari
gid://shopify/TaxonomyAttribute/8190  : Yhteensopiva ohjauspyörän turvatyyny
gid://shopify/TaxonomyAttribute/8191  : Yhteensopiva ohjauspyörän ohjauspainike
gid://shopify/TaxonomyAttribute/9283  : Yhteensopiva sabluunamateriaali
gid://shopify/TaxonomyAttribute/9284  : Yhteensopiva sapluunamuoto
gid://shopify/TaxonomyAttribute/5803  : Yhteensopiva lieden polttoaineen tyyppi
gid://shopify/TaxonomyAttribute/3148  : Yhteensopiva liesityyppi
gid://shopify/TaxonomyAttribute/5804  : Yhteensopiva liesityyppi
gid://shopify/TaxonomyAttribute/8192  : Yhteensopiva vyönkelauslaite
gid://shopify/TaxonomyAttribute/2433  : Yhteensopiva jousisoitin
gid://shopify/TaxonomyAttribute/9285  : Yhteensopiva jousisoittimen pintakäsittely
gid://shopify/TaxonomyAttribute/1750  : Yhteensopivien rattaiden tyyppi
gid://shopify/TaxonomyAttribute/8193  : Yhteensopiva alustamateriaali
gid://shopify/TaxonomyAttribute/9286  : Yhteensopiva pinta
gid://shopify/TaxonomyAttribute/8194  : Yhteensopiva pintamateriaali
gid://shopify/TaxonomyAttribute/8195  : Yhteensopiva repäisyjärjestelmä
gid://shopify/TaxonomyAttribute/8196  : Yhteensopiva termostaatin tyyppi
gid://shopify/TaxonomyAttribute/9287  : Yhteensopiva lanka
gid://shopify/TaxonomyAttribute/9289  : Yhteensopiva lankatyökalu
gid://shopify/TaxonomyAttribute/9288  : Yhteensopiva langan/puolan muoto
gid://shopify/TaxonomyAttribute/8197  : Yhteensopivat renkaat
gid://shopify/TaxonomyAttribute/6290  : Yhteensopiva nenäliinalaatikon tyyppi
gid://shopify/TaxonomyAttribute/9290  : Yhteensopiva tomipadikiinnitys
gid://shopify/TaxonomyAttribute/6393  : Yhteensopiva leluajoneuvon skaala
gid://shopify/TaxonomyAttribute/5805  : Yhteensopiva traktorityyppi
gid://shopify/TaxonomyAttribute/7290  : Yhteensopivat kuntoilulaitteet
gid://shopify/TaxonomyAttribute/7291  : Yhteensopivat juoksumattomallit
gid://shopify/TaxonomyAttribute/7292  : Yhteensopiva rengas
gid://shopify/TaxonomyAttribute/5806  : Yhteensopiva sateenvarjotyyppi
gid://shopify/TaxonomyAttribute/1369  : Yhteensopiva tyhjiötyyppi
gid://shopify/TaxonomyAttribute/6394  : Yhteensopiva venttiilityyppi
gid://shopify/TaxonomyAttribute/7706  : Yhteensopiva höyrystettävä materiaali
gid://shopify/TaxonomyAttribute/1714  : Yhteensopiva ajoneuvo
gid://shopify/TaxonomyAttribute/8199  : Yhteensopiva ajoneuvon tuulilasinpesuneste
gid://shopify/TaxonomyAttribute/8200  : Yhteensopiva visiirijärjestelmä
gid://shopify/TaxonomyAttribute/5439  : Yhteensopiva ääniavustaja
gid://shopify/TaxonomyAttribute/1588  : Yhteensopivat kävelyapuvälineet
gid://shopify/TaxonomyAttribute/5807  : Yhteensopiva pesukonetyyppi
gid://shopify/TaxonomyAttribute/5808  : Yhteensopiva jätesäiliötyyppi
gid://shopify/TaxonomyAttribute/8201  : Yhteensopiva vesiurheilulaudan tyyppi
gid://shopify/TaxonomyAttribute/5809  : Yhteensopiva vedenjäähdyttimen tyyppi
gid://shopify/TaxonomyAttribute/6291  : Yhteensopiva vedenlämmittimen tyyppi
gid://shopify/TaxonomyAttribute/7293  : Yhteensopiva vesiurheilulautatyyppi
gid://shopify/TaxonomyAttribute/8202  : Yhteensopiva vesikulkuneuvojen viestintästandardi
gid://shopify/TaxonomyAttribute/8203  : Yhteensopiva vesikulkuneuvon moottorin tyyppi
gid://shopify/TaxonomyAttribute/5201  : Yhteensopiva vahasäiliön koko
gid://shopify/TaxonomyAttribute/5202  : Yhteensopiva vahan muoto
gid://shopify/TaxonomyAttribute/1235  : Yhteensopiva painonnostovaruste
gid://shopify/TaxonomyAttribute/7294  : Yhteensopiva painolevyn halkaisija
gid://shopify/TaxonomyAttribute/8204  : Yhteensopiva vanteen pintakäsittely
gid://shopify/TaxonomyAttribute/9291  : Yhteensopiva rukinlyhdyn vetohihnatyyppi
gid://shopify/TaxonomyAttribute/9292  : Yhteensopiva sydänlankasarja
gid://shopify/TaxonomyAttribute/9293  : Yhteensopiva virityskammen kelauspää
gid://shopify/TaxonomyAttribute/8205  : Yhteensopiva vinssiköysi
gid://shopify/TaxonomyAttribute/8206  : Yhteensopiva tuulilasin tyyppi
gid://shopify/TaxonomyAttribute/9294  : Yhteensopiva puu
gid://shopify/TaxonomyAttribute/5810  : Yhteensopiva kääremateriaali
gid://shopify/TaxonomyAttribute/9295  : Yhteensopiva kirjoituspinta
gid://shopify/TaxonomyAttribute/9296  : Yhteensopiva vetoketjun koko
gid://shopify/TaxonomyAttribute/8207  : Vaatimustenmukaisuustodistus
gid://shopify/TaxonomyAttribute/2643  : Vaatimustenmukaisuustodistukset
gid://shopify/TaxonomyAttribute/5479  : Komponentin kiinnitystyyli
gid://shopify/TaxonomyAttribute/1831  : Komponentin ulostulotyyppi
gid://shopify/TaxonomyAttribute/1829  : Komponenttipakkaustyyppi
gid://shopify/TaxonomyAttribute/8208  : Komponentin sijainti
gid://shopify/TaxonomyAttribute/5491  : Komponentin kokokoodi
gid://shopify/TaxonomyAttribute/5488  : Komponentin toleranssi
gid://shopify/TaxonomyAttribute/5670  : Sisältyvät komponentit
gid://shopify/TaxonomyAttribute/5811  : Kompostin ilmastointityökalun malli
gid://shopify/TaxonomyAttribute/5812  : Kompostimuoto
gid://shopify/TaxonomyAttribute/5813  : Kompostin lähdemateriaali
gid://shopify/TaxonomyAttribute/5458  : Kompressoripiirin tyyppi
gid://shopify/TaxonomyAttribute/1966  : Puristusformaatti
gid://shopify/TaxonomyAttribute/1595  : Puristustaso
gid://shopify/TaxonomyAttribute/5814  : Puristusmenetelmä
gid://shopify/TaxonomyAttribute/1897  : Mukana tietokonetarvikkeita
gid://shopify/TaxonomyAttribute/1871  : Tietokonelomake
gid://shopify/TaxonomyAttribute/3078  : Tietokonepalvelimen ominaisuudet
gid://shopify/TaxonomyAttribute/3077  : Tietokoneen erikoisominaisuudet
gid://shopify/TaxonomyAttribute/7707  : Pitoisuustaso
gid://shopify/TaxonomyAttribute/8209  : Tiivistetyyppi
gid://shopify/TaxonomyAttribute/9297  : Konserttibassorumpujen kiinnitystelinetyyppi
gid://shopify/TaxonomyAttribute/9298  : Konserttivireen standardi
gid://shopify/TaxonomyAttribute/2463  : Käsiharmonikan konfiguraatio
gid://shopify/TaxonomyAttribute/7708  : Höysteen tai mausteen muoto
gid://shopify/TaxonomyAttribute/7709  : Mausteen rakenne
gid://shopify/TaxonomyAttribute/2360  : Kunto
gid://shopify/TaxonomyAttribute/1652  : Hoitoaineen vaikutus
gid://shopify/TaxonomyAttribute/5194  : Kondomin yhteensopivuus
gid://shopify/TaxonomyAttribute/5113  : Kondomin istuvuustyyppi
gid://shopify/TaxonomyAttribute/1557  : Kondomityyppi
gid://shopify/TaxonomyAttribute/5114  : Johtavuusgeelin käyttö
gid://shopify/TaxonomyAttribute/5481  : Johtimen ydintyyppi
gid://shopify/TaxonomyAttribute/9299  : Konfetin muoto
gid://shopify/TaxonomyAttribute/9300  : Congarummun kalvon kiristysjärjestelmä
gid://shopify/TaxonomyAttribute/9301  : Conga-settiin sisältyvät rumputyypit
gid://shopify/TaxonomyAttribute/2144  : Yhdyskierre
gid://shopify/TaxonomyAttribute/2028  : Liitäntämenetelmä
gid://shopify/TaxonomyAttribute/1811  : Liitostyyppi
gid://shopify/TaxonomyAttribute/1272  : Liitettävyystekniikka
gid://shopify/TaxonomyAttribute/5485  : Liitettävyystyyppi
gid://shopify/TaxonomyAttribute/5561  : Liittimen 1 tyyppi
gid://shopify/TaxonomyAttribute/5560  : Liittimen 2 tyyppi
gid://shopify/TaxonomyAttribute/8210  : Liitinkotelotyyli
gid://shopify/TaxonomyAttribute/5550  : Liittimen kontaktipinnoitus
gid://shopify/TaxonomyAttribute/2129  : Liittimen muotoilu
gid://shopify/TaxonomyAttribute/1830  : Liittimen sukupuoli
gid://shopify/TaxonomyAttribute/5549  : Liittimen asennustyyli
gid://shopify/TaxonomyAttribute/5551  : Liittimen suuntaus
gid://shopify/TaxonomyAttribute/5650  : Liittimen sijainti
gid://shopify/TaxonomyAttribute/5480  : Liitintyyppi
gid://shopify/TaxonomyAttribute/5421  : Konsolin mukana tulevat lisävarusteet
gid://shopify/TaxonomyAttribute/8211  : Konsolin kannen asennusmenetelmä
gid://shopify/TaxonomyAttribute/7295  : Konsolin näyttötyyppi
gid://shopify/TaxonomyAttribute/1969  : Konsolijärjestelmä
gid://shopify/TaxonomyAttribute/5422  : Konsolin tyyppi
gid://shopify/TaxonomyAttribute/1629  : Olennaiset aineosat
gid://shopify/TaxonomyAttribute/5678  : Valmistusmenetelmä
gid://shopify/TaxonomyAttribute/7296  : Rakennesuunnitelma
gid://shopify/TaxonomyAttribute/2770  : Rakennussarjan teema
gid://shopify/TaxonomyAttribute/7297  : Kosketuskulma
gid://shopify/TaxonomyAttribute/9302  : Kontaktijongleerauspallon täyttötyyppi
gid://shopify/TaxonomyAttribute/9303  : Kontaktijongleerauspallon läpinäkyvyys
gid://shopify/TaxonomyAttribute/5216  : Piilolinssikotelon mukana tulevat lisävarusteet
gid://shopify/TaxonomyAttribute/5217  : Piilolinssikotelon ominaisuudet
gid://shopify/TaxonomyAttribute/5221  : Piilolinssin materiaali
gid://shopify/TaxonomyAttribute/5578  : Kontaktimateriaali
gid://shopify/TaxonomyAttribute/9304  : Kosketuskohtien pintamateriaali
gid://shopify/TaxonomyAttribute/7710  : Säilön materiaali
gid://shopify/TaxonomyAttribute/7298  : Epäpuhtauksien poisto
gid://shopify/TaxonomyAttribute/9305  : Kontra-alttoklarinetin rungon kokoonpano
gid://shopify/TaxonomyAttribute/9306  : Kontra-alttoklarinetin matalin nuotti (laajennus)
gid://shopify/TaxonomyAttribute/9307  : Kontrabassoklarinetin kellon tyyppi
gid://shopify/TaxonomyAttribute/9308  : Kontrabassoklarinetin porauksen tyyppi
gid://shopify/TaxonomyAttribute/9309  : Kontrabassoklarinetin alin mahdollinen sävel
gid://shopify/TaxonomyAttribute/1990  : Kontrasti
gid://shopify/TaxonomyAttribute/1955  : Kontrastisuhde (tyypillinen)
gid://shopify/TaxonomyAttribute/8212  : Tukivarren puslan materiaali
gid://shopify/TaxonomyAttribute/8213  : Mukana tulevat tukivarren puslat
gid://shopify/TaxonomyAttribute/8214  : Tukivarren pintakäsittely
gid://shopify/TaxonomyAttribute/8215  : Tukivarren rasvanipan tyyppi
gid://shopify/TaxonomyAttribute/8216  : Ohjausvarren materiaali
gid://shopify/TaxonomyAttribute/8217  : Tukivarren asento
gid://shopify/TaxonomyAttribute/8218  : Ohjausvarren tyyppi
gid://shopify/TaxonomyAttribute/8219  : Ohjauskaapelin liitintyyppi
gid://shopify/TaxonomyAttribute/2413  : Ohjaustoiminnot
gid://shopify/TaxonomyAttribute/5456  : Ohjausliittymä
gid://shopify/TaxonomyAttribute/2558  : Ohjausmenetelmä
gid://shopify/TaxonomyAttribute/5101  : Kontrolliliuoksen taso
gid://shopify/TaxonomyAttribute/1359  : Ohjaustekniikka
gid://shopify/TaxonomyAttribute/1331  : Ohjaustyyppi
gid://shopify/TaxonomyAttribute/9310  : Ohjausjännite tai porttikytkentä
gid://shopify/TaxonomyAttribute/2556  : Ohjaimen muotoilu
gid://shopify/TaxonomyAttribute/2559  : Ohjainajurityyppi
gid://shopify/TaxonomyAttribute/7299  : Hallintalaitteen toiminta
gid://shopify/TaxonomyAttribute/8220  : Ohjaintyyppi
gid://shopify/TaxonomyAttribute/5539  : Muunnossuunta
gid://shopify/TaxonomyAttribute/8221  : Muunnossarjan jäähdytysmenetelmä
gid://shopify/TaxonomyAttribute/8222  : Muunnossarjan asennuksen monimutkaisuus
gid://shopify/TaxonomyAttribute/6894  : Sängyn koko muutettuna
gid://shopify/TaxonomyAttribute/1986  : Muuntimen toiminnallisuus
gid://shopify/TaxonomyAttribute/6895  : Muunneltava kokoonpano
gid://shopify/TaxonomyAttribute/6896  : Muunnettavan syöttötuolin tilat
gid://shopify/TaxonomyAttribute/2584  : Kuljettimen toiminta
gid://shopify/TaxonomyAttribute/7711  : Pikkuleipien koristelusarjan mukana tulevat osat
gid://shopify/TaxonomyAttribute/7712  : Pikkuleipälajike
gid://shopify/TaxonomyAttribute/4049  : Ruoanlaittoalueet
gid://shopify/TaxonomyAttribute/5815  : Geelimäisen keittopolttoaineen peruskoostumus
gid://shopify/TaxonomyAttribute/1493  : Ruoanlaittomenetelmä
gid://shopify/TaxonomyAttribute/7713  : Kypsyysaste
gid://shopify/TaxonomyAttribute/5816  : Keittopinnan rakenne
gid://shopify/TaxonomyAttribute/5817  : Ruoanlaittolämpömittarin suunnittelu
gid://shopify/TaxonomyAttribute/1487  : Ruoanlaittoviinien valikoima
gid://shopify/TaxonomyAttribute/5818  : Keittoastioiden pinnoitemateriaali
gid://shopify/TaxonomyAttribute/5819  : Keittoastian pinnoitteen tyyppi
gid://shopify/TaxonomyAttribute/3361  : Ruoanlaittovälineet mukana
gid://shopify/TaxonomyAttribute/5820  : Keittoastian kannen tyyli
gid://shopify/TaxonomyAttribute/3147  : Ruoanlaitto-/leivontatarvikkeiden ominaisuudet
gid://shopify/TaxonomyAttribute/2811  : Ruoanlaitto-/leivontatarvikkeiden materiaali
gid://shopify/TaxonomyAttribute/8223  : Jäähdytysnesteen lisäaineen tarkoitus
gid://shopify/TaxonomyAttribute/8224  : Jäähdytysnesteen perusneste
gid://shopify/TaxonomyAttribute/8225  : Jäähdytysnesteen poistoliitännän tyyppi
gid://shopify/TaxonomyAttribute/8226  : Jäähdytysnesteen lähtöliitännän kulma
gid://shopify/TaxonomyAttribute/8227  : Jäähdytysnesteteknologia
gid://shopify/TaxonomyAttribute/8228  : Jäähdytysnesteen lämpötila-anturin portti
gid://shopify/TaxonomyAttribute/8229  : Jäähdytysnesteen lämpötila-anturin tiivistystyyppi
gid://shopify/TaxonomyAttribute/5821  : Kylmälaukun tyyli
gid://shopify/TaxonomyAttribute/8230  : Sisältyvät jäähdytysjärjestelmäkomponentit
gid://shopify/TaxonomyAttribute/8231  : Jäähdytysjärjestelmän huuhtelun sovellusvaihe
gid://shopify/TaxonomyAttribute/8232  : Jäähdytysjärjestelmän tyyppi
gid://shopify/TaxonomyAttribute/1872  : Jäähdytystekniikka
gid://shopify/TaxonomyAttribute/2118  : Johdon kiinnitysjärjestelmä
gid://shopify/TaxonomyAttribute/9311  : Narun materiaali
gid://shopify/TaxonomyAttribute/5003  : Langattoman puhelimen taajuuskaista
gid://shopify/TaxonomyAttribute/9312  : Ydinrakenne (bassokielten ydin)
gid://shopify/TaxonomyAttribute/9313  : Korkkirasvan pohjaraaka-aine
gid://shopify/TaxonomyAttribute/9314  : Korkkirasvan tuotetyyppi
gid://shopify/TaxonomyAttribute/5822  : Korkkiruuvitarvikkeet sisältyvät hintaan
gid://shopify/TaxonomyAttribute/5823  : Korkkiruuvin saranatyyppi
gid://shopify/TaxonomyAttribute/5824  : Korkkiruuvityökalut sisältyvät hintaan
gid://shopify/TaxonomyAttribute/7714  : Maissin esillepano
gid://shopify/TaxonomyAttribute/7715  : Maissisiirappilajike
gid://shopify/TaxonomyAttribute/7716  : Maissilajike
gid://shopify/TaxonomyAttribute/7300  : Kulman yhteensopivuus
gid://shopify/TaxonomyAttribute/7301  : Kulmalipun ominaisuudet
gid://shopify/TaxonomyAttribute/9315  : Kornetin suukappaleen varren tyyppi
gid://shopify/TaxonomyAttribute/7302  : Cornhole-liigan sertifiointi
gid://shopify/TaxonomyAttribute/3155  : Korjaimen ominaisuudet
gid://shopify/TaxonomyAttribute/8233  : Korroosionkesto
gid://shopify/TaxonomyAttribute/8234  : Korroosionkeston taso
gid://shopify/TaxonomyAttribute/2494  : Rintakukan/rintaneulan√®re muotoilu
gid://shopify/TaxonomyAttribute/1857  : Kosmeettinen kunto
gid://shopify/TaxonomyAttribute/1614  : Kosmeettinen viimeistely
gid://shopify/TaxonomyAttribute/1630  : Kosmeettinen toiminto
gid://shopify/TaxonomyAttribute/5242  : Kosmetiikkasetin tyyppi
gid://shopify/TaxonomyAttribute/6663  : Asun mukana tulevat osat
gid://shopify/TaxonomyAttribute/2564  : Puvun teema
gid://shopify/TaxonomyAttribute/5303  : Vanupallon koko
gid://shopify/TaxonomyAttribute/9316  : Puuvillakudostyyppi
gid://shopify/TaxonomyAttribute/2577  : Tiskin muoto
gid://shopify/TaxonomyAttribute/7303  : Tiskin tyyppi
gid://shopify/TaxonomyAttribute/7304  : Vastapainon täytemateriaali
gid://shopify/TaxonomyAttribute/7305  : Vastapainon tyyppi
gid://shopify/TaxonomyAttribute/2364  : Country
gid://shopify/TaxonomyAttribute/9317  : Kytkinjärjestelmä
gid://shopify/TaxonomyAttribute/7306  : Kentän alustan sopivuus
gid://shopify/TaxonomyAttribute/1784  : Kannen sulkimen muotoilu
gid://shopify/TaxonomyAttribute/3012  : Kannen ominaisuudet
gid://shopify/TaxonomyAttribute/7307  : Liinan asettumistyyli
gid://shopify/TaxonomyAttribute/8235  : Suojuksen istuvuustyyppi
gid://shopify/TaxonomyAttribute/1341  : Päällysmateriaali
gid://shopify/TaxonomyAttribute/2707  : Suojustyyppi
gid://shopify/TaxonomyAttribute/5261  : Peittokyky
gid://shopify/TaxonomyAttribute/2659  : Kattavuusalue
gid://shopify/TaxonomyAttribute/9318  : Lehmänkellon iskulaitteen tyyppi
gid://shopify/TaxonomyAttribute/9319  : Lehmänkellon asennusmenetelmä
