# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 动物/宠物用品
gid://shopify/TaxonomyCategory/aa-5-4-19         : 服饰与配饰 > 手提包、钱包与箱包 > 手提包 > 单肩包
gid://shopify/TaxonomyCategory/aa-5-4-20         : 服饰与配饰 > 手提包、钱包与箱包 > 手提包 > 梯形包
gid://shopify/TaxonomyCategory/aa-5-5            : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹
gid://shopify/TaxonomyCategory/aa-5-5-2          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 卡包
gid://shopify/TaxonomyCategory/aa-5-5-3          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 零钱包
gid://shopify/TaxonomyCategory/aa-5-5-4          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 钥匙包
gid://shopify/TaxonomyCategory/aa-5-5-5          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 颈袋
gid://shopify/TaxonomyCategory/aa-5-5-6          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 旅行钱包
gid://shopify/TaxonomyCategory/aa-5-5-7          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 钱包
gid://shopify/TaxonomyCategory/aa-5-5-8          : 服饰与配饰 > 手提包、钱包与箱包 > 钱包/钞票夹 > 手腕包
gid://shopify/TaxonomyCategory/aa-6              : 服饰与配饰 > 珠宝首饰
gid://shopify/TaxonomyCategory/aa-6-1            : 服饰与配饰 > 珠宝首饰 > 脚链
gid://shopify/TaxonomyCategory/aa-6-2            : 服饰与配饰 > 珠宝首饰 > 穿刺饰品
gid://shopify/TaxonomyCategory/aa-6-3            : 服饰与配饰 > 珠宝首饰 > 手镯/手链
gid://shopify/TaxonomyCategory/aa-6-4            : 服饰与配饰 > 珠宝首饰 > 胸针/领针
gid://shopify/TaxonomyCategory/aa-6-5            : 服饰与配饰 > 珠宝首饰 > 挂件/吊饰/吊坠
gid://shopify/TaxonomyCategory/aa-6-6            : 服饰与配饰 > 珠宝首饰 > 耳环
gid://shopify/TaxonomyCategory/aa-6-7            : 服饰与配饰 > 珠宝首饰 > 珠宝首饰套装
gid://shopify/TaxonomyCategory/aa-6-8            : 服饰与配饰 > 珠宝首饰 > 项链
gid://shopify/TaxonomyCategory/aa-6-9            : 服饰与配饰 > 珠宝首饰 > 戒指
gid://shopify/TaxonomyCategory/aa-6-12           : 服饰与配饰 > 珠宝首饰 > 智能手表
gid://shopify/TaxonomyCategory/aa-6-10           : 服饰与配饰 > 珠宝首饰 > 手表配件
gid://shopify/TaxonomyCategory/aa-6-10-1         : 服饰与配饰 > 珠宝首饰 > 手表配件 > 表带
gid://shopify/TaxonomyCategory/aa-6-10-2         : 服饰与配饰 > 珠宝首饰 > 手表配件 > 手表贴纸和装饰膜
gid://shopify/TaxonomyCategory/aa-6-10-3         : 服饰与配饰 > 珠宝首饰 > 手表配件 > 手表上链盒
gid://shopify/TaxonomyCategory/aa-6-11           : 服饰与配饰 > 珠宝首饰 > 手表
gid://shopify/TaxonomyCategory/aa-7              : 服饰与配饰 > 鞋类配饰
gid://shopify/TaxonomyCategory/aa-7-1            : 服饰与配饰 > 鞋类配饰 > 靴子衬里
gid://shopify/TaxonomyCategory/aa-7-2            : 服饰与配饰 > 鞋类配饰 > 鞋套/脚盖
gid://shopify/TaxonomyCategory/aa-7-3            : 服饰与配饰 > 鞋类配饰 > 鞋套
gid://shopify/TaxonomyCategory/aa-7-4            : 服饰与配饰 > 鞋类配饰 > 防滑鞋夹
gid://shopify/TaxonomyCategory/aa-7-5            : 服饰与配饰 > 鞋类配饰 > 鞋垫
gid://shopify/TaxonomyCategory/aa-7-5-1          : 服饰与配饰 > 鞋类配饰 > 鞋垫 > 防滑阶梯
gid://shopify/TaxonomyCategory/aa-7-5-2          : 服饰与配饰 > 鞋类配饰 > 鞋垫 > 足弓支撑
gid://shopify/TaxonomyCategory/aa-7-5-3          : 服饰与配饰 > 鞋类配饰 > 鞋垫 > 凝胶垫
gid://shopify/TaxonomyCategory/aa-7-5-4          : 服饰与配饰 > 鞋类配饰 > 鞋垫 > 脚跟垫
gid://shopify/TaxonomyCategory/aa-7-6            : 服饰与配饰 > 鞋类配饰 > 鞋带
gid://shopify/TaxonomyCategory/aa-7-7            : 服饰与配饰 > 鞋类配饰 > 马刺
gid://shopify/TaxonomyCategory/aa-8              : 服饰与配饰 > 鞋类
gid://shopify/TaxonomyCategory/aa-8-1            : 服饰与配饰 > 鞋类 > 运动鞋
gid://shopify/TaxonomyCategory/aa-8-2            : 服饰与配饰 > 鞋类 > 婴幼儿鞋
gid://shopify/TaxonomyCategory/aa-8-2-4          : 服饰与配饰 > 鞋类 > 婴幼儿鞋 > 婴幼儿运动鞋
gid://shopify/TaxonomyCategory/aa-8-2-1          : 服饰与配饰 > 鞋类 > 婴幼儿鞋 > 婴幼儿靴子
gid://shopify/TaxonomyCategory/aa-8-2-2          : 服饰与配饰 > 鞋类 > 婴幼儿鞋 > 婴幼儿凉鞋
gid://shopify/TaxonomyCategory/aa-8-2-5          : 服饰与配饰 > 鞋类 > 婴幼儿鞋 > 婴幼儿胶底运动鞋
gid://shopify/TaxonomyCategory/aa-8-2-6          : 服饰与配饰 > 鞋类 > 婴幼儿鞋 > 蹒跚学步和爬行
gid://shopify/TaxonomyCategory/aa-8-3            : 服饰与配饰 > 鞋类 > 靴子
gid://shopify/TaxonomyCategory/aa-8-9            : 服饰与配饰 > 鞋类 > 平底鞋
gid://shopify/TaxonomyCategory/aa-8-10           : 服饰与配饰 > 鞋类 > 高跟鞋
gid://shopify/TaxonomyCategory/aa-8-6            : 服饰与配饰 > 鞋类 > 凉鞋
gid://shopify/TaxonomyCategory/aa-8-7            : 服饰与配饰 > 鞋类 > 室内便鞋
gid://shopify/TaxonomyCategory/aa-8-8            : 服饰与配饰 > 鞋类 > 胶底运动鞋
gid://shopify/TaxonomyCategory/ae                : 艺术与娱乐
gid://shopify/TaxonomyCategory/ae-1              : 艺术与娱乐 > 活动门票
gid://shopify/TaxonomyCategory/ae-2              : 艺术与娱乐 > 爱好/艺术创作
gid://shopify/TaxonomyCategory/ae-2-1            : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品
gid://shopify/TaxonomyCategory/ae-2-1-1          : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装
gid://shopify/TaxonomyCategory/ae-2-1-1-1        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 蜡烛制作套装
gid://shopify/TaxonomyCategory/ae-2-1-1-2        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 绘画套装
gid://shopify/TaxonomyCategory/ae-2-1-1-3        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 纺织品修补工具包
gid://shopify/TaxonomyCategory/ae-2-1-1-4        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 香薰制作工具套装
gid://shopify/TaxonomyCategory/ae-2-1-1-5        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 珠宝制作套装
gid://shopify/TaxonomyCategory/ae-2-1-1-6        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 马赛克风拼图套装
gid://shopify/TaxonomyCategory/ae-2-1-1-7        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 手工布艺材料套装
gid://shopify/TaxonomyCategory/ae-2-1-1-10       : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 香水制作工具包
gid://shopify/TaxonomyCategory/ae-2-1-1-8        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 剪贴簿制作/冲压套装
gid://shopify/TaxonomyCategory/ae-2-1-1-9        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 手工玩具套装
gid://shopify/TaxonomyCategory/ae-2-1-1-9-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 手工玩具套装 > 娃娃制作套装
gid://shopify/TaxonomyCategory/ae-2-1-1-9-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺品套装 > 手工玩具套装 > 木制手工玩具套装
gid://shopify/TaxonomyCategory/ae-2-1-2          : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料
gid://shopify/TaxonomyCategory/ae-2-1-2-1        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 硬卡纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 硬卡纸 > 卡片纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 硬卡纸 > 剪贴簿纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 模型用彩色手工纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-3      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 手工艺品箔片
gid://shopify/TaxonomyCategory/ae-2-1-2-1-4      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 画纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-5      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 折纸用纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-6      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 转印纸
gid://shopify/TaxonomyCategory/ae-2-1-2-1-7      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 工艺美术纸 > 牛皮纸/羊皮纸
gid://shopify/TaxonomyCategory/ae-2-1-2-2        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 纽扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 纽扣 > 扣子
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 纽扣 > 按扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 钩扣/弹簧扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 金属圈/扣环
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 金属圈/扣环 > 气眼扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 金属圈/扣环 > 索环扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 金属圈/扣环 > 钩眼扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 粘扣带/魔术贴
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 粘扣带/魔术贴 > 背胶钩扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 粘扣带/魔术贴 > 熨贴钩扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 粘扣带/魔术贴 > 自粘钩扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-4    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 粘扣带/魔术贴 > 缝用钩扣
gid://shopify/TaxonomyCategory/ae-2-1-2-2-5      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链头
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链 > 闭口拉链
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链 > 开口拉链
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链 > 双面拉链
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-4    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺紧固件/闭合配件 > 拉链 > 双向拉链
gid://shopify/TaxonomyCategory/ae-2-1-2-3        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料
gid://shopify/TaxonomyCategory/ae-2-1-2-3-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 手工艺涂料
gid://shopify/TaxonomyCategory/ae-2-1-2-3-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 美术固定液
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 丙烯墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 酒精墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 书法水墨
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-4    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 绘画墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-5    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 印度墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-6    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 黑墨汁
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-7    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 艺术墨水 > 水彩墨水
gid://shopify/TaxonomyCategory/ae-2-1-2-3-4      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 陶瓷釉/陶器釉
gid://shopify/TaxonomyCategory/ae-2-1-2-3-5      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 手工艺染料
gid://shopify/TaxonomyCategory/ae-2-1-2-3-6      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 印台
gid://shopify/TaxonomyCategory/ae-2-1-2-3-7      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺漆、墨水和釉料 > 调色油/浆/剂
gid://shopify/TaxonomyCategory/ae-2-1-2-4        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座
gid://shopify/TaxonomyCategory/ae-2-1-2-4-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 工艺泡沫/塑料泡沫
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木块
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木雕
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木销
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-4    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 工艺木质形状
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-5    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木板
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-6    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木片
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-7    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 手工艺木片/形状 > 手工艺木棒
gid://shopify/TaxonomyCategory/ae-2-1-2-4-3      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 混凝纸模型
gid://shopify/TaxonomyCategory/ae-2-1-2-4-4      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺形状与基座 > 花环与花框
gid://shopify/TaxonomyCategory/ae-2-1-2-5        : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-1    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 透明胶水
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-2    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 工艺胶
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-3    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 布料胶水
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-4    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 固体胶
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-5    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 液体胶水
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-6    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 学校用胶
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-7    : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺/办公胶水 > 白胶
gid://shopify/TaxonomyCategory/ae-2-1-2-5-2      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 工艺磁制品
gid://shopify/TaxonomyCategory/ae-2-1-2-5-3      : 艺术与娱乐 > 爱好/艺术创作 > 手工艺品 > 手工艺材料 > 手工艺粘合剂与磁性材料 > 装饰胶带
