# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 動物/寵物補給品
gid://shopify/TaxonomyCategory/ae-2-7-10-1       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 樂器音頻放大器 > 原音擴大機
gid://shopify/TaxonomyCategory/ae-2-7-10-2       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 樂器音頻放大器 > 低音擴大機
gid://shopify/TaxonomyCategory/ae-2-7-10-3       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 樂器音頻放大器 > 吉他擴大機
gid://shopify/TaxonomyCategory/ae-2-7-10-4       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 樂器音頻放大器 > 鍵盤樂器擴大機
gid://shopify/TaxonomyCategory/ae-2-7-11         : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件
gid://shopify/TaxonomyCategory/ae-2-7-11-1       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 樂器鍵盤收納袋/收納箱
gid://shopify/TaxonomyCategory/ae-2-7-11-1-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 樂器鍵盤收納袋/收納箱 > 鍵盤樂器袋
gid://shopify/TaxonomyCategory/ae-2-7-11-1-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 樂器鍵盤收納袋/收納箱 > 硬殼鍵盤樂器箱
gid://shopify/TaxonomyCategory/ae-2-7-11-1-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 樂器鍵盤收納袋/收納箱 > 滾輪鍵盤樂器箱
gid://shopify/TaxonomyCategory/ae-2-7-11-1-4     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 樂器鍵盤收納袋/收納箱 > 軟殼鍵盤樂器箱
gid://shopify/TaxonomyCategory/ae-2-7-11-2       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架
gid://shopify/TaxonomyCategory/ae-2-7-11-2-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架 > 支柱式立架
gid://shopify/TaxonomyCategory/ae-2-7-11-2-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架 > 雙層立架
gid://shopify/TaxonomyCategory/ae-2-7-11-2-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架 > 單層立架
gid://shopify/TaxonomyCategory/ae-2-7-11-2-4     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架 > X 字型立架
gid://shopify/TaxonomyCategory/ae-2-7-11-2-5     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 琴架 > Z 字型立架
gid://shopify/TaxonomyCategory/ae-2-7-11-3       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 延音踏板
gid://shopify/TaxonomyCategory/ae-2-7-11-3-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 延音踏板 > 止音器
gid://shopify/TaxonomyCategory/ae-2-7-11-3-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 鍵盤琴配件 > 延音踏板 > 研音設備
gid://shopify/TaxonomyCategory/ae-2-7-12         : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件
gid://shopify/TaxonomyCategory/ae-2-7-12-1       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸收納箱
gid://shopify/TaxonomyCategory/ae-2-7-12-1-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸收納箱 > 鼓鈸組收納箱
gid://shopify/TaxonomyCategory/ae-2-7-12-1-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸收納箱 > 鼓鈸航空收納箱
gid://shopify/TaxonomyCategory/ae-2-7-12-1-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸收納箱 > 獨立鼓鈸收納箱
gid://shopify/TaxonomyCategory/ae-2-7-12-2       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸/鼓組消音墊
gid://shopify/TaxonomyCategory/ae-2-7-12-2-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸/鼓組消音墊 > 鈸弱音器
gid://shopify/TaxonomyCategory/ae-2-7-12-2-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓鈸/鼓組消音墊 > 鼓弱音器
gid://shopify/TaxonomyCategory/ae-2-7-12-3       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓筒頭
gid://shopify/TaxonomyCategory/ae-2-7-12-3-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓筒頭 > 大鼓頭
gid://shopify/TaxonomyCategory/ae-2-7-12-3-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓筒頭 > 小鼓頭
gid://shopify/TaxonomyCategory/ae-2-7-12-3-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓筒頭 > 中鼓頭
gid://shopify/TaxonomyCategory/ae-2-7-12-4       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 調音鼓鎖
gid://shopify/TaxonomyCategory/ae-2-7-12-4-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 調音鼓鎖 > 鼓鎖
gid://shopify/TaxonomyCategory/ae-2-7-12-5       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體
gid://shopify/TaxonomyCategory/ae-2-7-12-5-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 低音鼓槌/腳踏鼓槌
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體 > 夾鉗
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體 > 吊鈸延伸架
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體 > 多組夾具
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2-4   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體 > 鼓架組
gid://shopify/TaxonomyCategory/ae-2-7-12-5-2-5   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓套組架設硬體 > 中鼓架
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板 > 皮帶傳動式
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板 > 鏈條傳動式
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板 > 直接傳動式
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3-4   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板 > 雙鼓踏板
gid://shopify/TaxonomyCategory/ae-2-7-12-5-3-5   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 爵士鼓套組硬體 > 爵士鼓踏板 > 單鼓踏板
gid://shopify/TaxonomyCategory/ae-2-7-12-6       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓棒/鼓刷配件
gid://shopify/TaxonomyCategory/ae-2-7-12-6-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓棒/鼓刷配件 > 鼓棒袋/鼓刷袋
gid://shopify/TaxonomyCategory/ae-2-7-12-7       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓棒和鼓刷
gid://shopify/TaxonomyCategory/ae-2-7-12-7-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓棒和鼓刷 > 鼓刷
gid://shopify/TaxonomyCategory/ae-2-7-12-7-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 鼓棒和鼓刷 > 鼓棒
gid://shopify/TaxonomyCategory/ae-2-7-12-8       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 電子鼓套組
gid://shopify/TaxonomyCategory/ae-2-7-12-8-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 電子鼓套組 > 控制模組
gid://shopify/TaxonomyCategory/ae-2-7-12-8-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 電子鼓套組 > 音效模組
gid://shopify/TaxonomyCategory/ae-2-7-12-8-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 電子鼓套組 > 感應器模組
gid://shopify/TaxonomyCategory/ae-2-7-12-9       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件
gid://shopify/TaxonomyCategory/ae-2-7-12-9-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器收納袋/收納箱
gid://shopify/TaxonomyCategory/ae-2-7-12-9-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器立架/底座
gid://shopify/TaxonomyCategory/ae-2-7-12-9-2-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器立架/底座 > 手擊樂器底座
gid://shopify/TaxonomyCategory/ae-2-7-12-9-2-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器立架/底座 > 手擊樂器架
gid://shopify/TaxonomyCategory/ae-2-7-12-9-2-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器立架/底座 > 手擊樂器組立架/底座
gid://shopify/TaxonomyCategory/ae-2-7-12-9-2-4   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器配件 > 手擊樂器立架/底座 > 手打擊樂器立架
gid://shopify/TaxonomyCategory/ae-2-7-12-10      : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 琴槌
gid://shopify/TaxonomyCategory/ae-2-7-12-11      : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器立架
gid://shopify/TaxonomyCategory/ae-2-7-12-11-1    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 打擊樂器配件 > 手擊樂器立架 > 打擊樂器立架組
gid://shopify/TaxonomyCategory/ae-2-7-13         : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件
gid://shopify/TaxonomyCategory/ae-2-7-13-1       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件
gid://shopify/TaxonomyCategory/ae-2-7-13-1-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 原聲吉他拾音器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 移調夾
gid://shopify/TaxonomyCategory/ae-2-7-13-1-2-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 移調夾 > 夾式移調夾
gid://shopify/TaxonomyCategory/ae-2-7-13-1-2-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 移調夾 > 局部移調夾
gid://shopify/TaxonomyCategory/ae-2-7-13-1-2-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 移調夾 > 滾輪移調夾
gid://shopify/TaxonomyCategory/ae-2-7-13-1-2-4   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 移調夾 > 扳機式移調夾
gid://shopify/TaxonomyCategory/ae-2-7-13-1-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 電吉他拾音器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-4     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他箱/吉他袋
gid://shopify/TaxonomyCategory/ae-2-7-13-1-5     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他零件
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他加濕器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他加濕器 > 吉他盒加濕器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他加濕器 > 室內加濕器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他加濕器 > 音孔加濕器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-14    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他踏板
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他彈片
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他彈片 > 指套撥片
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他彈片 > 爵士吉他撥片
gid://shopify/TaxonomyCategory/ae-2-7-13-1-8     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他滑音管
gid://shopify/TaxonomyCategory/ae-2-7-13-1-9     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他架
gid://shopify/TaxonomyCategory/ae-2-7-13-1-10    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他背帶
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦捲弦器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11-1  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦捲弦器 > 電動捲弦器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11-2  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦捲弦器 > 手動捲弦器
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-1  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦 > 原聲吉他弦
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-2  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦 > 低音吉他弦
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-3  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦 > 古典吉他弦
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-4  : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他弦 > 電吉他弦
gid://shopify/TaxonomyCategory/ae-2-7-13-1-13    : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 吉他配件 > 吉他調音釘
gid://shopify/TaxonomyCategory/ae-2-7-13-2       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 琴弓盒
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 琴弓盒 > 雙琴弓盒
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 琴弓盒 > 多琴弓盒
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 琴弓盒 > 單琴弓盒
gid://shopify/TaxonomyCategory/ae-2-7-13-2-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器弓
gid://shopify/TaxonomyCategory/ae-2-7-13-2-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器盒
gid://shopify/TaxonomyCategory/ae-2-7-13-2-4     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器零件
gid://shopify/TaxonomyCategory/ae-2-7-13-2-5     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器弱音器
gid://shopify/TaxonomyCategory/ae-2-7-13-2-6     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器拾音器
gid://shopify/TaxonomyCategory/ae-2-7-13-2-7     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器支架
gid://shopify/TaxonomyCategory/ae-2-7-13-2-8     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 管弦弦樂器配件 > 弦樂器弦線
gid://shopify/TaxonomyCategory/ae-2-7-13-3       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品
gid://shopify/TaxonomyCategory/ae-2-7-13-3-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 琴弓松香
gid://shopify/TaxonomyCategory/ae-2-7-13-3-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 弦樂器清潔布
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 弦樂器擦拭用品
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 弦樂器擦拭用品 > 手指滑板擦拭用品
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 弦樂器擦拭用品 > 樂器擦拭用品
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 弦樂器配件 > 弦樂器清潔保養品 > 弦樂器擦拭用品 > 亮光漆
gid://shopify/TaxonomyCategory/ae-2-7-14         : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件
gid://shopify/TaxonomyCategory/ae-2-7-14-1       : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件
gid://shopify/TaxonomyCategory/ae-2-7-14-1-1     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管清潔保養
gid://shopify/TaxonomyCategory/ae-2-7-14-1-1-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管清潔保養 > 低音管通條布
gid://shopify/TaxonomyCategory/ae-2-7-14-1-2     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管盒
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管零件
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管零件 > 低音管吹口管
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管零件 > 低音管小零件
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4     : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管簧片
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-1   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管簧片 > 法式切法竹片
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-2   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管簧片 > 手工製作竹片
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-3   : 藝術/娛樂 > 嗜好和創作藝術 > 樂器配件 > 木管樂器配件 > 低音管配件 > 低音管簧片 > 機械製造竹片
