# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/2779  : 服裝配飾材質
gid://shopify/TaxonomyAttribute/3001  : 服裝特點
gid://shopify/TaxonomyAttribute/7224  : 桿頭材質
gid://shopify/TaxonomyAttribute/1298  : 高爾夫球棒子集
gid://shopify/TaxonomyAttribute/1299  : 高爾夫球棒類型
gid://shopify/TaxonomyAttribute/8141  : 離合器液壓系統類型
gid://shopify/TaxonomyAttribute/8142  : 離合器管路連接類型
gid://shopify/TaxonomyAttribute/8143  : 離合器壓板啟動類型
gid://shopify/TaxonomyAttribute/8144  : 離合器壓盤分離機構類型
gid://shopify/TaxonomyAttribute/8145  : 離合器壓盤表面類型
gid://shopify/TaxonomyAttribute/8146  : 離合器分泵連接類型
gid://shopify/TaxonomyAttribute/8147  : 離合器分泵安裝類型
gid://shopify/TaxonomyAttribute/5772  : 杯墊功能
gid://shopify/TaxonomyAttribute/7689  : 塗層類型
gid://shopify/TaxonomyAttribute/2070  : 塗層/密封劑應用
gid://shopify/TaxonomyAttribute/5611  : 同軸纜線系列
gid://shopify/TaxonomyAttribute/7225  : 上膛機制
gid://shopify/TaxonomyAttribute/4685  : 駕駛艙類型
gid://shopify/TaxonomyAttribute/2509  : 雞尾酒裝飾設計
gid://shopify/TaxonomyAttribute/9216  : 雞尾酒裝飾物形式
gid://shopify/TaxonomyAttribute/7690  : 雞尾酒混合料種類
gid://shopify/TaxonomyAttribute/9217  : 雞尾酒餐巾特色
gid://shopify/TaxonomyAttribute/9218  : 雞尾酒籤尖端樣式
gid://shopify/TaxonomyAttribute/9219  : 雞尾酒籤頂部/握柄樣式
gid://shopify/TaxonomyAttribute/5773  : 隔冰匙類型
gid://shopify/TaxonomyAttribute/7691  : 雞尾酒類型
gid://shopify/TaxonomyAttribute/9220  : 雞尾酒傘柄/籤材質
gid://shopify/TaxonomyAttribute/7692  : 可可加工方式
gid://shopify/TaxonomyAttribute/7693  : 可可商品形式
gid://shopify/TaxonomyAttribute/7694  : 椰子外殼狀態
gid://shopify/TaxonomyAttribute/7695  : 椰子成熟階段
gid://shopify/TaxonomyAttribute/7696  : 椰子油精煉類型
gid://shopify/TaxonomyAttribute/7697  : 椰子處理形式
gid://shopify/TaxonomyAttribute/5774  : 編碼技術
gid://shopify/TaxonomyAttribute/7698  : 咖啡豆品種
gid://shopify/TaxonomyAttribute/7699  : 咖啡飲品種類
gid://shopify/TaxonomyAttribute/1490  : 咖啡奶精種類
gid://shopify/TaxonomyAttribute/5775  : 咖啡壺保溫盤功能
gid://shopify/TaxonomyAttribute/5776  : 咖啡濾杯尺寸
gid://shopify/TaxonomyAttribute/5777  : 咖啡濾紙形狀
gid://shopify/TaxonomyAttribute/5778  : 咖啡濾紙類型
gid://shopify/TaxonomyAttribute/5779  : 咖啡磨豆機配件類型
gid://shopify/TaxonomyAttribute/1398  : 咖啡輸入類型
gid://shopify/TaxonomyAttribute/7700  : 咖啡加工方式
gid://shopify/TaxonomyAttribute/1977  : 咖啡商品形式
gid://shopify/TaxonomyAttribute/1477  : 咖啡烘焙
gid://shopify/TaxonomyAttribute/1413  : 包括咖啡/茶具
gid://shopify/TaxonomyAttribute/1509  : 線圈連接
gid://shopify/TaxonomyAttribute/7701  : 線圈材質
gid://shopify/TaxonomyAttribute/8148  : 螺旋彈簧設計
gid://shopify/TaxonomyAttribute/8149  : 螺旋彈簧表面處理/塗層
gid://shopify/TaxonomyAttribute/8150  : 螺旋彈簧材質
gid://shopify/TaxonomyAttribute/6890  : 線圈系統類型
gid://shopify/TaxonomyAttribute/7702  : 線圈類型
gid://shopify/TaxonomyAttribute/9221  : 硬幣等級（錢幣學）
gid://shopify/TaxonomyAttribute/2931  : 硬幣材質
gid://shopify/TaxonomyAttribute/9222  : 硬幣鑄打或表面處理
gid://shopify/TaxonomyAttribute/9223  : 硬幣鑄打類型
gid://shopify/TaxonomyAttribute/5780  : 瀝水籃樣式
gid://shopify/TaxonomyAttribute/5129  : 膠原蛋白來源
gid://shopify/TaxonomyAttribute/5130  : 膠原蛋白類型
gid://shopify/TaxonomyAttribute/2861  : 領鎖類型
gid://shopify/TaxonomyAttribute/6659  : 衣領款式
gid://shopify/TaxonomyAttribute/2011  : 卡圈/安裝相容裝置
gid://shopify/TaxonomyAttribute/2012  : 卡圈/安裝設計
gid://shopify/TaxonomyAttribute/9224  : 收藏槍枝隨附配件
gid://shopify/TaxonomyAttribute/9225  : 收藏槍枝擊發機制
gid://shopify/TaxonomyAttribute/9226  : 收藏刀刀刃表面處理
gid://shopify/TaxonomyAttribute/1     : 顏色
gid://shopify/TaxonomyAttribute/1962  : 色彩準確度標準
gid://shopify/TaxonomyAttribute/9227  : 色號系統
gid://shopify/TaxonomyAttribute/7226  : 顏色編碼標準
gid://shopify/TaxonomyAttribute/5387  : 色彩深度
gid://shopify/TaxonomyAttribute/6660  : 色彩效果
gid://shopify/TaxonomyAttribute/9228  : 色系
gid://shopify/TaxonomyAttribute/8151  : 色彩表面處理
gid://shopify/TaxonomyAttribute/1989  : 色彩飽和度
gid://shopify/TaxonomyAttribute/7703  : 著色效果
gid://shopify/TaxonomyAttribute/5153  : 梳子特點
gid://shopify/TaxonomyAttribute/9229  : 梳子材質
gid://shopify/TaxonomyAttribute/5152  : 梳齒間距
gid://shopify/TaxonomyAttribute/7227  : 梳子類型
gid://shopify/TaxonomyAttribute/5154  : 梳子/刷子尺寸
gid://shopify/TaxonomyAttribute/6661  : 格鬥短褲剪裁款式
gid://shopify/TaxonomyAttribute/9230  : 漫畫創作者角色
gid://shopify/TaxonomyAttribute/3413  : 漫畫版
gid://shopify/TaxonomyAttribute/3414  : 漫畫傳統
gid://shopify/TaxonomyAttribute/9231  : 紀念幣表面處理
gid://shopify/TaxonomyAttribute/9232  : 紀念幣鑄幣廠標記
gid://shopify/TaxonomyAttribute/9233  : 紀念主題
gid://shopify/TaxonomyAttribute/8152  : 商用車等級
gid://shopify/TaxonomyAttribute/5067  : 便器開口類型
gid://shopify/TaxonomyAttribute/3072  : 通訊裝置特點
gid://shopify/TaxonomyAttribute/2555  : 通訊協議
gid://shopify/TaxonomyAttribute/7228  : 指南針阻尼介質
gid://shopify/TaxonomyAttribute/7229  : 指南針照明類型
gid://shopify/TaxonomyAttribute/7230  : 羅盤安裝樣式
gid://shopify/TaxonomyAttribute/7231  : 指南針刻度單位
gid://shopify/TaxonomyAttribute/2871  : 指南針樣式
gid://shopify/TaxonomyAttribute/8153  : 相容 ABS 系統
gid://shopify/TaxonomyAttribute/7238  : 相容 BB 彈尺寸
gid://shopify/TaxonomyAttribute/8165  : 相容燃油蒸發排放 (EVAP) 系統
gid://shopify/TaxonomyAttribute/1888  : 相容高畫質數位內容保護
gid://shopify/TaxonomyAttribute/6392  : 相容 RC 比例
gid://shopify/TaxonomyAttribute/7286  : 相容 SHIS
gid://shopify/TaxonomyAttribute/8198  : 相容的 TPMS 感測器類型
gid://shopify/TaxonomyAttribute/5065  : 相容的無障礙設備類型
gid://shopify/TaxonomyAttribute/7232  : 相容轉接器品牌
gid://shopify/TaxonomyAttribute/5781  : 相容冷氣類型
gid://shopify/TaxonomyAttribute/8154  : 相容安全氣囊系統類型
gid://shopify/TaxonomyAttribute/2679  : 相容飛行器類型
gid://shopify/TaxonomyAttribute/2412  : 相容擴大器
gid://shopify/TaxonomyAttribute/9234  : 相容放大器適配方式
gid://shopify/TaxonomyAttribute/7233  : 相容器械
gid://shopify/TaxonomyAttribute/1705  : 相容水族箱
gid://shopify/TaxonomyAttribute/7234  : 相容射箭工具
gid://shopify/TaxonomyAttribute/5782  : 相容遮陽篷導軌類型
gid://shopify/TaxonomyAttribute/7235  : 相容軸尺寸
gid://shopify/TaxonomyAttribute/7236  : 相容軸類型
gid://shopify/TaxonomyAttribute/8155  : 相容軸重額定值
gid://shopify/TaxonomyAttribute/1764  : 相容嬰兒奶瓶設計
gid://shopify/TaxonomyAttribute/1749  : 相容嬰兒背巾類型
gid://shopify/TaxonomyAttribute/1752  : 相容嬰兒椅類型
gid://shopify/TaxonomyAttribute/1751  : 相容嬰兒運輸類型
gid://shopify/TaxonomyAttribute/7237  : 相容魚餌類型
gid://shopify/TaxonomyAttribute/1212  : 相容球型
gid://shopify/TaxonomyAttribute/9235  : 相容貝斯弦長
gid://shopify/TaxonomyAttribute/1924  : 相容電池技術
gid://shopify/TaxonomyAttribute/6386  : 相容戰鬥陀螺系統
gid://shopify/TaxonomyAttribute/6891  : 相容床架款式
gid://shopify/TaxonomyAttribute/1231  : 兼容的長凳位置
gid://shopify/TaxonomyAttribute/5783  : 相容飲品類型
gid://shopify/TaxonomyAttribute/7239  : 相容自行車輪胎類型
gid://shopify/TaxonomyAttribute/7240  : 相容自行車零件
gid://shopify/TaxonomyAttribute/1270  : 相容自行車類型
gid://shopify/TaxonomyAttribute/7241  : 相容撞球玩法
gid://shopify/TaxonomyAttribute/7242  : 相容撞球桌尺寸
gid://shopify/TaxonomyAttribute/7243  : 相容鑽頭類型
gid://shopify/TaxonomyAttribute/7244  : 相容刀片插鞘
gid://shopify/TaxonomyAttribute/9236  : 相容刀片系統
gid://shopify/TaxonomyAttribute/9237  : 舟形梭相容織布機
gid://shopify/TaxonomyAttribute/9238  : 相容線軸類型
gid://shopify/TaxonomyAttribute/7245  : 相容瓶口
gid://shopify/TaxonomyAttribute/7246  : 相容弓具連接系統
gid://shopify/TaxonomyAttribute/7247  : 相容弓/弩類型
gid://shopify/TaxonomyAttribute/8156  : 相容煞車油
gid://shopify/TaxonomyAttribute/7248  : 相容煞車片
gid://shopify/TaxonomyAttribute/8157  : 相容煞車系統
gid://shopify/TaxonomyAttribute/8158  : 相容煞車系統
gid://shopify/TaxonomyAttribute/7249  : 相容煞車類型
gid://shopify/TaxonomyAttribute/2396  : 相容的銅管樂器
gid://shopify/TaxonomyAttribute/9239  : 相容銅管樂器表面處理
gid://shopify/TaxonomyAttribute/6387  : 相容積木玩具系統
gid://shopify/TaxonomyAttribute/5596  : 相容的束線帶材料
gid://shopify/TaxonomyAttribute/5784  : 相容罐頭尺寸
gid://shopify/TaxonomyAttribute/9240  : 變調夾相容指板弧度
gid://shopify/TaxonomyAttribute/9241  : 變調夾相容弦數
gid://shopify/TaxonomyAttribute/7250  : 相容心肺訓練機類型
gid://shopify/TaxonomyAttribute/7251  : 相容鏈節類型
gid://shopify/TaxonomyAttribute/7252  : 相容鏈條尺寸
gid://shopify/TaxonomyAttribute/7253  : 相容的鏈條寬度
gid://shopify/TaxonomyAttribute/5167  : 相容化學處理強度
gid://shopify/TaxonomyAttribute/6388  : 相容的籌碼面額
gid://shopify/TaxonomyAttribute/5785  : 相容香菸尺寸
gid://shopify/TaxonomyAttribute/9242  : 相容的單簧管吹嘴束圈
gid://shopify/TaxonomyAttribute/2452  : 相容單簧管類型
gid://shopify/TaxonomyAttribute/9243  : 相容的古典吉他弦長
gid://shopify/TaxonomyAttribute/7254  : 相容的飛靶尺寸
gid://shopify/TaxonomyAttribute/7255  : 相容卡踏扣片系統
gid://shopify/TaxonomyAttribute/7256  : 相容的自鎖踏板系統
gid://shopify/TaxonomyAttribute/8159  : 相容的離合器類型
gid://shopify/TaxonomyAttribute/5786  : 相容咖啡膠囊系統
gid://shopify/TaxonomyAttribute/5787  : 相容咖啡機類型
gid://shopify/TaxonomyAttribute/7704  : 相容咖啡膠囊系統
gid://shopify/TaxonomyAttribute/6389  : 相容的積木系統
gid://shopify/TaxonomyAttribute/5218  : 相容隱形眼鏡類型
gid://shopify/TaxonomyAttribute/5220  : 相容的隱形眼鏡
gid://shopify/TaxonomyAttribute/9244  : 相容的倍低音單簧管腳釘/支架
gid://shopify/TaxonomyAttribute/5788  : 相容烹飪溫度計類型
gid://shopify/TaxonomyAttribute/8160  : 相容的冷卻液化學類型
gid://shopify/TaxonomyAttribute/8161  : 相容的冷卻系統材質
gid://shopify/TaxonomyAttribute/1600  : 相容美妝工具
gid://shopify/TaxonomyAttribute/6287  : 相容聯結器尺寸
gid://shopify/TaxonomyAttribute/6892  : 相容嬰兒床規格
gid://shopify/TaxonomyAttribute/9245  : 相容的十字繡布目數
gid://shopify/TaxonomyAttribute/9246  : 相容的十字繡框
gid://shopify/TaxonomyAttribute/8162  : 相容的橫桿
gid://shopify/TaxonomyAttribute/7257  : 相容的自行車鎖片
gid://shopify/TaxonomyAttribute/9247  : 相容鈸尺寸
gid://shopify/TaxonomyAttribute/5789  : 相容除濕技術
gid://shopify/TaxonomyAttribute/1930  : 相容裝置
gid://shopify/TaxonomyAttribute/8163  : 相容裝置類型
gid://shopify/TaxonomyAttribute/8164  : 相容的碼頭結構類型
gid://shopify/TaxonomyAttribute/6390  : 相容麵團類型
gid://shopify/TaxonomyAttribute/9248  : 相容的繪圖墨水表面
gid://shopify/TaxonomyAttribute/7258  : 相容傳動系統品牌
gid://shopify/TaxonomyAttribute/7259  : 相容的傳動速別
gid://shopify/TaxonomyAttribute/2426  : 相容的鼓配置
gid://shopify/TaxonomyAttribute/2416  : 相容的電子/原聲樂器
gid://shopify/TaxonomyAttribute/1905  : 相容電子卡類型
gid://shopify/TaxonomyAttribute/7260  : 相容設備
gid://shopify/TaxonomyAttribute/5502  : 相容設備類型
gid://shopify/TaxonomyAttribute/7261  : 相容的健身車款式
gid://shopify/TaxonomyAttribute/5499  : 相容的健身器材類型
gid://shopify/TaxonomyAttribute/1232  : 相容運動
gid://shopify/TaxonomyAttribute/5229  : 相容眼鏡類型
gid://shopify/TaxonomyAttribute/5790  : 相容餵食器類型
gid://shopify/TaxonomyAttribute/7262  : 相容的擊劍劍種
gid://shopify/TaxonomyAttribute/9249  : 相容纖維類型
gid://shopify/TaxonomyAttribute/1944  : 相容燈絲
gid://shopify/TaxonomyAttribute/2042  : 相容膠卷類型
gid://shopify/TaxonomyAttribute/7263  : 相容尾鰭箱系統
gid://shopify/TaxonomyAttribute/9250  : 相容指板弧度
gid://shopify/TaxonomyAttribute/9251  : 相容表面處理類型
gid://shopify/TaxonomyAttribute/7264  : 相容的釣魚捲線器類型
gid://shopify/TaxonomyAttribute/2456  : 相容笛型
gid://shopify/TaxonomyAttribute/7265  : 相容的飛釣線號
gid://shopify/TaxonomyAttribute/8166  : 相容飛輪類型
gid://shopify/TaxonomyAttribute/7266  : 相容的美式足球踢球類型
gid://shopify/TaxonomyAttribute/5791  : 相容鞋類材質
gid://shopify/TaxonomyAttribute/8167  : 相容燃油系統類型
gid://shopify/TaxonomyAttribute/6288  : 相容燃料類型
gid://shopify/TaxonomyAttribute/1967  : 相容遊戲格式
gid://shopify/TaxonomyAttribute/1420  : 兼容的園藝工具
gid://shopify/TaxonomyAttribute/5792  : 相容掛燙機設計
gid://shopify/TaxonomyAttribute/7267  : 相容氣體類型
gid://shopify/TaxonomyAttribute/9252  : 相容的凝膠蠟添加劑
gid://shopify/TaxonomyAttribute/9253  : 相容的釉料疊塗
gid://shopify/TaxonomyAttribute/7268  : 相容高爾夫球袋類型
gid://shopify/TaxonomyAttribute/5793  : 相容烤肉爐類型
gid://shopify/TaxonomyAttribute/8168  : 相容的接地極性
gid://shopify/TaxonomyAttribute/9254  : 相容的吉他琴身形狀
gid://shopify/TaxonomyAttribute/9255  : 相容的吉他琴盒
gid://shopify/TaxonomyAttribute/9256  : 相容吉他有效弦長
gid://shopify/TaxonomyAttribute/7269  : 相容的槍械平台
gid://shopify/TaxonomyAttribute/6662  : 適用的頭髮長度
gid://shopify/TaxonomyAttribute/1430  : 兼容的吊床設計
gid://shopify/TaxonomyAttribute/2457  : 相容口琴類型
gid://shopify/TaxonomyAttribute/5794  : 相容危險廢棄物類型
gid://shopify/TaxonomyAttribute/8169  : 相容的頭頸部約束系統
gid://shopify/TaxonomyAttribute/8170  : 相容的頭盔認證標準
gid://shopify/TaxonomyAttribute/8171  : 相容的頭盔外殼尺寸
gid://shopify/TaxonomyAttribute/7270  : 相容安全帽尺寸
gid://shopify/TaxonomyAttribute/8172  : 相容安全帽類型
gid://shopify/TaxonomyAttribute/8173  : 相容的拖車鉤接收器尺寸
gid://shopify/TaxonomyAttribute/9257  : 相容魚鉤尺寸
gid://shopify/TaxonomyAttribute/7271  : 適用的馬匹毛型
gid://shopify/TaxonomyAttribute/9258  : 相容主機平台
gid://shopify/TaxonomyAttribute/9259  : 適用的充氣氣體
gid://shopify/TaxonomyAttribute/8174  : 相容的燃油噴射類型
gid://shopify/TaxonomyAttribute/2409  : 相容樂器
gid://shopify/TaxonomyAttribute/9260  : 相容的樂器表面/材質
gid://shopify/TaxonomyAttribute/8175  : 相容的對講系統
gid://shopify/TaxonomyAttribute/8176  : 相容內裝材質
gid://shopify/TaxonomyAttribute/5795  : 相容燙衣板類型
gid://shopify/TaxonomyAttribute/7272  : 相容皮艇類型
gid://shopify/TaxonomyAttribute/2421  : 相容的鍵盤樂器配置
gid://shopify/TaxonomyAttribute/5796  : 相容割草機類型
gid://shopify/TaxonomyAttribute/5797  : 相容吹葉機樣式
gid://shopify/TaxonomyAttribute/8177  : 相容車牌孔位樣式
gid://shopify/TaxonomyAttribute/8178  : 相容車牌尺寸
gid://shopify/TaxonomyAttribute/9261  : 相容織布機
gid://shopify/TaxonomyAttribute/9262  : 相容織布機類型
gid://shopify/TaxonomyAttribute/9263  : 相容機器類型
gid://shopify/TaxonomyAttribute/5798  : 相容信箱尺寸
gid://shopify/TaxonomyAttribute/5799  : 相容信箱類型
gid://shopify/TaxonomyAttribute/1605  : 相容彩妝
gid://shopify/TaxonomyAttribute/7273  : 相容桅杆類型
gid://shopify/TaxonomyAttribute/2019  : 相容記憶卡
gid://shopify/TaxonomyAttribute/1794  : 相容麥克風螺紋
gid://shopify/TaxonomyAttribute/9264  : 相容模型系統 (火車比例)
gid://shopify/TaxonomyAttribute/1898  : 相容主機板外形尺寸
gid://shopify/TaxonomyAttribute/9265  : 相容安裝表面
gid://shopify/TaxonomyAttribute/9266  : 相容吹嘴貼片
gid://shopify/TaxonomyAttribute/9267  : 相容吹嘴類型
gid://shopify/TaxonomyAttribute/5800  : 相容餐巾尺寸
gid://shopify/TaxonomyAttribute/9268  : 相容琴頸輪廓/寬度
gid://shopify/TaxonomyAttribute/9269  : 相容針號
gid://shopify/TaxonomyAttribute/9270  : 相容針系統
gid://shopify/TaxonomyAttribute/2458  : 相容雙簧管類型
gid://shopify/TaxonomyAttribute/2443  : 相容的管弦樂器
gid://shopify/TaxonomyAttribute/5801  : 相容戶外烤肉爐樣式
gid://shopify/TaxonomyAttribute/8179  : 相容駐車煞車機構
gid://shopify/TaxonomyAttribute/2590  : 相容的病患資料
gid://shopify/TaxonomyAttribute/9271  : 相容踏板樂器類型
gid://shopify/TaxonomyAttribute/7274  : 相容踏板類型
gid://shopify/TaxonomyAttribute/2423  : 相容的打擊樂器
gid://shopify/TaxonomyAttribute/9272  : 相容插銷類型
gid://shopify/TaxonomyAttribute/5330  : 相容彈珠台版本
gid://shopify/TaxonomyAttribute/7705  : 相容煙斗濾芯尺寸
gid://shopify/TaxonomyAttribute/7275  : 相容板面尺寸
gid://shopify/TaxonomyAttribute/6391  : 相容遊戲車輛比例
gid://shopify/TaxonomyAttribute/2774  : 相容的遊戲車輛類型
gid://shopify/TaxonomyAttribute/2692  : 相容播放器
gid://shopify/TaxonomyAttribute/7276  : 相容遊玩表面
gid://shopify/TaxonomyAttribute/7277  : 相容桿件尺寸
gid://shopify/TaxonomyAttribute/7278  : 相容桿件形狀
gid://shopify/TaxonomyAttribute/5276  : 相容指甲油稀釋劑類型
gid://shopify/TaxonomyAttribute/8180  : 相容動力方向盤系統
gid://shopify/TaxonomyAttribute/5584  : 相容的電源供應器外型規格
gid://shopify/TaxonomyAttribute/7279  : 相容動力系統類型
gid://shopify/TaxonomyAttribute/9273  : 相容壓布腳
gid://shopify/TaxonomyAttribute/2338  : 相容印表機
gid://shopify/TaxonomyAttribute/1837  : 相容處理器系列
gid://shopify/TaxonomyAttribute/2642  : 相容程式語言
gid://shopify/TaxonomyAttribute/8181  : 相容防護裝備
gid://shopify/TaxonomyAttribute/8182  : 相容防護裝備整合方式
gid://shopify/TaxonomyAttribute/7280  : 相容拳擊沙袋類型
gid://shopify/TaxonomyAttribute/8183  : 相容賽車項目
gid://shopify/TaxonomyAttribute/6289  : 相容暖氣片樣式
gid://shopify/TaxonomyAttribute/1402  : 相容食譜
gid://shopify/TaxonomyAttribute/9274  : 相容直笛尺寸
gid://shopify/TaxonomyAttribute/9275  : 相容直笛類型
gid://shopify/TaxonomyAttribute/9276  : 相容簧片切割方式
gid://shopify/TaxonomyAttribute/9277  : 相容簧片類型
gid://shopify/TaxonomyAttribute/7281  : 相容捲線器類型
gid://shopify/TaxonomyAttribute/8184  : 相容冷媒類型
gid://shopify/TaxonomyAttribute/5802  : 相容冰箱隔間
gid://shopify/TaxonomyAttribute/5372  : 相容樹脂類型
