# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/aa-1-20-17        : Ένδυση & αξεσουάρ > Ενδύματα > Μαγιό > Φορέματα μαγιό
gid://shopify/TaxonomyCategory/aa-1-20-24        : Ένδυση & αξεσουάρ > Ενδύματα > Μαγιό > Τοπ για κολύμβηση
gid://shopify/TaxonomyCategory/aa-1-23           : Ένδυση & αξεσουάρ > Ενδύματα > Παραδοσιακά ενδύματα & ενδύματα εθιμοτυπικών τελετών
gid://shopify/TaxonomyCategory/aa-1-23-1         : Ένδυση & αξεσουάρ > Ενδύματα > Παραδοσιακά ενδύματα & ενδύματα εθιμοτυπικών τελετών > Κιμονό
gid://shopify/TaxonomyCategory/aa-1-23-2         : Ένδυση & αξεσουάρ > Ενδύματα > Παραδοσιακά ενδύματα & ενδύματα εθιμοτυπικών τελετών > Σάρι & λένγκα
gid://shopify/TaxonomyCategory/aa-1-24           : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας
gid://shopify/TaxonomyCategory/aa-1-24-1         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Παντελόνια εργασίας & ολόσωμες φόρμες
gid://shopify/TaxonomyCategory/aa-1-24-2         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Στολές πτήσης
gid://shopify/TaxonomyCategory/aa-1-24-3         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Στολές εστίασης
gid://shopify/TaxonomyCategory/aa-1-24-4         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Στρατιωτικές στολές
gid://shopify/TaxonomyCategory/aa-1-24-5         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Σχολικές στολές
gid://shopify/TaxonomyCategory/aa-1-24-9         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Χειρουργικές στολές
gid://shopify/TaxonomyCategory/aa-1-24-6         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Στολές ασφαλείας
gid://shopify/TaxonomyCategory/aa-1-24-7         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Αθλητικές στολές
gid://shopify/TaxonomyCategory/aa-1-24-8         : Ένδυση & αξεσουάρ > Ενδύματα > Στολές και ρούχα εργασίας > Στολές ιατρικού προσωπικού
gid://shopify/TaxonomyCategory/aa-1-22           : Ένδυση & αξεσουάρ > Ενδύματα > Νυφικά & φορέματα για γαμήλιες δεξιώσεις
gid://shopify/TaxonomyCategory/aa-1-22-1         : Ένδυση & αξεσουάρ > Ενδύματα > Νυφικά & φορέματα για γαμήλιες δεξιώσεις > Νυφικά φορέματα για πάρτι
gid://shopify/TaxonomyCategory/aa-1-22-2         : Ένδυση & αξεσουάρ > Ενδύματα > Νυφικά & φορέματα για γαμήλιες δεξιώσεις > Νυφικά
gid://shopify/TaxonomyCategory/aa-2              : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων
gid://shopify/TaxonomyCategory/aa-2-1            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Θερμαντήρες μπράτσων & μανίκια
gid://shopify/TaxonomyCategory/aa-2-2            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ βρεφικού & παιδικού ρουχισμού
gid://shopify/TaxonomyCategory/aa-2-2-1          : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ βρεφικού & παιδικού ρουχισμού > Βρεφικές & παιδικές ζώνες
gid://shopify/TaxonomyCategory/aa-2-2-2          : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ βρεφικού & παιδικού ρουχισμού > Βρεφικά & παιδικά γάντια κανονικά & γάντια χωρίς υποδιαίρεση δακτύλων
gid://shopify/TaxonomyCategory/aa-2-2-3          : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ βρεφικού & παιδικού ρουχισμού > Βρεφικά & παιδικά καπέλα
gid://shopify/TaxonomyCategory/aa-2-2-4          : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ βρεφικού & παιδικού ρουχισμού > Βρεφικά προστατευτικά ρούχα
gid://shopify/TaxonomyCategory/aa-2-3            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μπαλακλάβες
gid://shopify/TaxonomyCategory/aa-2-4            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μπαντάνες και μαντήλια κεφαλής
gid://shopify/TaxonomyCategory/aa-2-5            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αγκράφες ζωνών
gid://shopify/TaxonomyCategory/aa-2-6            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Ζώνες
gid://shopify/TaxonomyCategory/aa-2-7            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Νυφικά αξεσουάρ
gid://shopify/TaxonomyCategory/aa-2-8            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μεταλλικά στηρίγματα κουμπιών
gid://shopify/TaxonomyCategory/aa-2-9            : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μπανέλες πουκαμίσου
gid://shopify/TaxonomyCategory/aa-2-10           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μανικετόκουμπα
gid://shopify/TaxonomyCategory/aa-2-11           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Διακοσμητικές βεντάλιες
gid://shopify/TaxonomyCategory/aa-2-12           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Προστατευτικά αυτιών Earmuffs
gid://shopify/TaxonomyCategory/aa-2-32           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μάσκες προσώπου ως αξεσουάρ μόδας
gid://shopify/TaxonomyCategory/aa-2-13           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Γάντια κανονικά & γάντια χωρίς υποδιαίρεση δακτύλων
gid://shopify/TaxonomyCategory/aa-2-14           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-13        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Κορδέλες μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-1         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Αξεσουάρ διαμόρφωσης για κότσους & όγκο μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-2         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Χτένες μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-3         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Extensions μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-4         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Πιρούνες μαλλιών & ραβδάκια (κοκαλάκια) για τα μαλλιά
gid://shopify/TaxonomyCategory/aa-2-14-5         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Διχτάκια μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-6         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Καρφίτσες μαλλιών, νύχια & κλιπ
gid://shopify/TaxonomyCategory/aa-2-14-7         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Στεφάνια για τα μαλλιά
gid://shopify/TaxonomyCategory/aa-2-14-8         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Κεφαλόδεσμοι (Headbands)
gid://shopify/TaxonomyCategory/aa-2-14-9         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Λαστιχάκια μαλλιών
gid://shopify/TaxonomyCategory/aa-2-14-10        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Τιάρες
gid://shopify/TaxonomyCategory/aa-2-14-11        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Αξεσουάρ περούκας
gid://shopify/TaxonomyCategory/aa-2-14-12        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ μαλλιών > Περούκες
gid://shopify/TaxonomyCategory/aa-2-15           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Θερμαντικά κυλινδρικά αξεσουάρ χεριών
gid://shopify/TaxonomyCategory/aa-2-16           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Μαντήλια τσέπης
gid://shopify/TaxonomyCategory/aa-2-17           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats)
gid://shopify/TaxonomyCategory/aa-2-17-1         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα του μπέιζμπολ
gid://shopify/TaxonomyCategory/aa-2-17-2         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Σκουφάκια
gid://shopify/TaxonomyCategory/aa-2-17-3         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Μπερέδες
gid://shopify/TaxonomyCategory/aa-2-17-4         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα μπόουλερ
gid://shopify/TaxonomyCategory/aa-2-17-5         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα Bucket
gid://shopify/TaxonomyCategory/aa-2-17-6         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα καουμπόι
gid://shopify/TaxonomyCategory/aa-2-17-7         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα φεντόρα
gid://shopify/TaxonomyCategory/aa-2-17-8         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Τραγιάσκες
gid://shopify/TaxonomyCategory/aa-2-17-9         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα Παναμά
gid://shopify/TaxonomyCategory/aa-2-17-10        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα Snapback
gid://shopify/TaxonomyCategory/aa-2-17-11        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα παραλίας
gid://shopify/TaxonomyCategory/aa-2-17-12        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Ψηλά καπέλα
gid://shopify/TaxonomyCategory/aa-2-17-13        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλο τριλμπί
gid://shopify/TaxonomyCategory/aa-2-17-14        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Καπέλα φορτηγατζή
gid://shopify/TaxonomyCategory/aa-2-17-15        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Γείσα
gid://shopify/TaxonomyCategory/aa-2-17-16        : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα (Hats) > Χειμερινά καπέλα
gid://shopify/TaxonomyCategory/aa-2-18           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα και καλύμματα κεφαλής
gid://shopify/TaxonomyCategory/aa-2-18-1         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα και καλύμματα κεφαλής > Διακοσμητικά καπέλα
gid://shopify/TaxonomyCategory/aa-2-18-2         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα και καλύμματα κεφαλής > Διακοσμητικά, στέμματα και καλύμματα κεφαλής
gid://shopify/TaxonomyCategory/aa-2-18-3         : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καπέλα και καλύμματα κεφαλής > Τουρμπάνια
gid://shopify/TaxonomyCategory/aa-2-19           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Ζεστά καλύμματα ποδιών
gid://shopify/TaxonomyCategory/aa-2-20           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Στεφάνια λουλουδιών για τον λαιμό
gid://shopify/TaxonomyCategory/aa-2-21           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Ζώνες & ιμάντες υποστήριξης εγκυμοσύνης
gid://shopify/TaxonomyCategory/aa-2-22           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Περιλαίμια
gid://shopify/TaxonomyCategory/aa-2-23           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Γραβάτες
gid://shopify/TaxonomyCategory/aa-2-24           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Διακοσμητικές κονκάρδες
gid://shopify/TaxonomyCategory/aa-2-25           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Κορδέλες/ζώνες διακόσμησης σώματος διαγώνιας τοποθέτησης
gid://shopify/TaxonomyCategory/aa-2-26           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Κασκόλ & εσάρπες
gid://shopify/TaxonomyCategory/aa-2-27           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Γυαλιά ηλίου
gid://shopify/TaxonomyCategory/aa-2-28           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Καλτσοδέτες
gid://shopify/TaxonomyCategory/aa-2-29           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Κλιπ γραβάτας
gid://shopify/TaxonomyCategory/aa-2-31           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Αξεσουάρ παραδοσιακών ενδυμάτων
gid://shopify/TaxonomyCategory/aa-2-30           : Ένδυση & αξεσουάρ > Αξεσουάρ ρούχων > Βραχιολάκια
gid://shopify/TaxonomyCategory/aa-3              : Ένδυση & αξεσουάρ > Κοστούμια & αξεσουάρ
