# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Humidificadores de guitarra > Humidificadores de estojo
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Humidificadores de guitarra > Humidificadores de sala
gid://shopify/TaxonomyCategory/ae-2-7-13-1-6-3   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Humidificadores de guitarra > Humidificadores de Soundhole
gid://shopify/TaxonomyCategory/ae-2-7-13-1-14    : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Pedais de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Palhetas de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Palhetas de guitarra > Palhetas
gid://shopify/TaxonomyCategory/ae-2-7-13-1-7-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Palhetas de guitarra > Palhetas de jazz
gid://shopify/TaxonomyCategory/ae-2-7-13-1-8     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Slides de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-9     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Apoios de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-10    : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Correias de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11    : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Enroladores de cordas de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11-1  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Enroladores de cordas de guitarra > Enroladores de cordas elétricos
gid://shopify/TaxonomyCategory/ae-2-7-13-1-11-2  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Enroladores de cordas de guitarra > Enroladores de cordas manuais
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12    : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Cordas de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-1  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Cordas de guitarra > Cordas de guitarra acústica
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-2  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Cordas de guitarra > Cordas de baixo
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-3  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Cordas de guitarra > Cordas de guitarra clássica
gid://shopify/TaxonomyCategory/ae-2-7-13-1-12-4  : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Cordas de guitarra > Cordas de guitarra elétrica
gid://shopify/TaxonomyCategory/ae-2-7-13-1-13    : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de guitarra > Carrilhões de afinação de guitarra
gid://shopify/TaxonomyCategory/ae-2-7-13-2       : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Estojos para arcos de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Estojos para arcos de instrumento de cordas de orquestra > Estojos para arco duplo
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Estojos para arcos de instrumento de cordas de orquestra > Estojos para vários arcos
gid://shopify/TaxonomyCategory/ae-2-7-13-2-1-3   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Estojos para arcos de instrumento de cordas de orquestra > Estojos para arco individual
gid://shopify/TaxonomyCategory/ae-2-7-13-2-2     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Arcos de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-3     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Estojos de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-4     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Encaixes e peças de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-5     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Surdinas de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-6     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Captadores pickups de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-7     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Suportes de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-2-8     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Acessórios de instrumento de cordas de orquestra > Cordas de instrumento de cordas de orquestra
gid://shopify/TaxonomyCategory/ae-2-7-13-3       : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas
gid://shopify/TaxonomyCategory/ae-2-7-13-3-1     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Resina para arco
gid://shopify/TaxonomyCategory/ae-2-7-13-3-2     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Panos de limpeza para instrumento de cordas
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Polimento para instrumento de cordas
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Polimento para instrumento de cordas > Polimento para escala
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Polimento para instrumento de cordas > Polimento para instrumento
gid://shopify/TaxonomyCategory/ae-2-7-13-3-3-3   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de instrumentos de cordas > Limpeza e cuidado de instrumento de cordas > Polimento para instrumento de cordas > Verniz
gid://shopify/TaxonomyCategory/ae-2-7-14         : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras
gid://shopify/TaxonomyCategory/ae-2-7-14-1       : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-1     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Limpeza e cuidado de fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-1-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Limpeza e cuidado de fagote > Toalhetes para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-2     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Sacos e estojos para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Peças para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Peças para fagote > Bocais para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-3-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Peças para fagote > Peças pequenas para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Palhetas para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-1   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Palhetas para fagote > Palhetas limadas
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-2   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Palhetas para fagote > Palhetas feitas à mão
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-3   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Palhetas para fagote > Palhetas feitas à máquina
gid://shopify/TaxonomyCategory/ae-2-7-14-1-4-4   : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Palhetas para fagote > Palhetas não limadas
gid://shopify/TaxonomyCategory/ae-2-7-14-1-5     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Apoios para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-1-6     : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para fagote > Correias e suportes para fagote
gid://shopify/TaxonomyCategory/ae-2-7-14-2       : Artes e lazer > Passatempos e artes criativas > Acessórios de instrumentos musicais e orquestra > Acessórios de madeiras > Acessórios para clarinete
