# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-briller passformdesign
gid://shopify/TaxonomyAttribute/5192  : Protesebuedekning
gid://shopify/TaxonomyAttribute/1667  : Grunnfarge på tannprotese
gid://shopify/TaxonomyAttribute/3352  : Protesedekning
gid://shopify/TaxonomyAttribute/3353  : Protesedesign
gid://shopify/TaxonomyAttribute/5193  : Proteseretensjonmekanisme
gid://shopify/TaxonomyAttribute/1668  : Farge på tannprotese
gid://shopify/TaxonomyAttribute/2650  : Utplasseringstype
gid://shopify/TaxonomyAttribute/7361  : Lengde på girkasse
gid://shopify/TaxonomyAttribute/7362  : Monteringsstil for girskifter
gid://shopify/TaxonomyAttribute/7363  : Girtype
gid://shopify/TaxonomyAttribute/7364  : Verktøytype for avskjæring
gid://shopify/TaxonomyAttribute/5839  : Tørkemiddelmateriale
gid://shopify/TaxonomyAttribute/3154  : Pultorganiseringsfunksjoner
gid://shopify/TaxonomyAttribute/1570  : Detaljerte ingredienser
gid://shopify/TaxonomyAttribute/1579  : Detekterbare legemidler
gid://shopify/TaxonomyAttribute/5058  : Påvisningsteknologi
gid://shopify/TaxonomyAttribute/3357  : Detektordriftsmodus
gid://shopify/TaxonomyAttribute/2582  : Detektorfølsomhet
gid://shopify/TaxonomyAttribute/1368  : Detektortype
gid://shopify/TaxonomyAttribute/5163  : Oksidantstyrke
gid://shopify/TaxonomyAttribute/3027  : Utviklingsfunksjoner
gid://shopify/TaxonomyAttribute/845   : Enhetsgrensesnitt
gid://shopify/TaxonomyAttribute/2197  : Enhetsteknologi
gid://shopify/TaxonomyAttribute/3392  : Behendighetsferdigheter
gid://shopify/TaxonomyAttribute/9383  : Diabolo akselsystem
gid://shopify/TaxonomyAttribute/8261  : Støttede diagnostiske funksjoner
gid://shopify/TaxonomyAttribute/8262  : Diagnostisk grensesnitttype
gid://shopify/TaxonomyAttribute/5840  : Skivefinish
gid://shopify/TaxonomyAttribute/5005  : Oppringingsmetode
gid://shopify/TaxonomyAttribute/6671  : Diamantfargegrad
gid://shopify/TaxonomyAttribute/3364  : Tilleggsfunksjoner for bleiepose
gid://shopify/TaxonomyAttribute/6672  : Bleietrekkstil
gid://shopify/TaxonomyAttribute/1754  : Komponenter i bleiesett
gid://shopify/TaxonomyAttribute/3037  : Bleieorganiseringsfunksjoner
gid://shopify/TaxonomyAttribute/1757  : Bleiestørrelse
gid://shopify/TaxonomyAttribute/1573  : Bleietype
gid://shopify/TaxonomyAttribute/9384  : Diastatisk kraftenhet
gid://shopify/TaxonomyAttribute/9385  : Stemmesystem for diatonisk munnspill
gid://shopify/TaxonomyAttribute/2761  : Terningform
gid://shopify/TaxonomyAttribute/6396  : Terningsider
gid://shopify/TaxonomyAttribute/9386  : Didgeridoo-konstruksjonstype
gid://shopify/TaxonomyAttribute/1834  : Dielektrisk type
gid://shopify/TaxonomyAttribute/7365  : Påstand om kostholdsformulering
gid://shopify/TaxonomyAttribute/1452  : Kostholdspreferanser
gid://shopify/TaxonomyAttribute/3098  : Kosttilskudd
gid://shopify/TaxonomyAttribute/1567  : Kostholdsbruk
gid://shopify/TaxonomyAttribute/2768  : Vanskelighetsgrad
gid://shopify/TaxonomyAttribute/2048  : Luftfukterdesign
gid://shopify/TaxonomyAttribute/5132  : Fordøyelsestilskuddstype
gid://shopify/TaxonomyAttribute/1809  : Digital lydbehandling
gid://shopify/TaxonomyAttribute/5653  : Overflatefinish på digitaliser
gid://shopify/TaxonomyAttribute/5841  : Funksjoner i serviset
gid://shopify/TaxonomyAttribute/1414  : Servisedeler inkludert
gid://shopify/TaxonomyAttribute/6397  : Dinosaur lekesett skala/figur størrelse klasse
gid://shopify/TaxonomyAttribute/6398  : Dinosaurarter inkludert
gid://shopify/TaxonomyAttribute/7366  : Dipsy diver størrelsesbetegnelse
gid://shopify/TaxonomyAttribute/5447  : Direct box type
gid://shopify/TaxonomyAttribute/5388  : Retningsdeteksjonsevne
gid://shopify/TaxonomyAttribute/1379  : Metode for separering av smuss
gid://shopify/TaxonomyAttribute/7367  : Monteringstype for skivebremsrotor
gid://shopify/TaxonomyAttribute/7368  : Tilbehør til skivelås inkludert
gid://shopify/TaxonomyAttribute/2575  : Utløpstype
gid://shopify/TaxonomyAttribute/9387  : Materiale i fliser i diskokule
gid://shopify/TaxonomyAttribute/9388  : Discoball speil filtstørrelse
gid://shopify/TaxonomyAttribute/5842  : Oppvaskmiddelets funksjoner
gid://shopify/TaxonomyAttribute/5843  : Type oppvaskmaskintilbehør
gid://shopify/TaxonomyAttribute/5844  : Oppvaskprogrammer for oppvaskmaskin
gid://shopify/TaxonomyAttribute/2662  : Diskformattype
gid://shopify/TaxonomyAttribute/1384  : Dispensertype
gid://shopify/TaxonomyAttribute/5845  : Dispensermekanisme
gid://shopify/TaxonomyAttribute/5188  : Dispenseringsoperasjonstype
gid://shopify/TaxonomyAttribute/5846  : Alternativer for dispenseringstemperatur
gid://shopify/TaxonomyAttribute/8263  : Farge på bakgrunnsbelysningen på skjermen
gid://shopify/TaxonomyAttribute/3166  : Visningstavlefunksjoner
gid://shopify/TaxonomyAttribute/1730  : Fargemodus for skjerm
gid://shopify/TaxonomyAttribute/3176  : Visningsfunksjoner
gid://shopify/TaxonomyAttribute/5664  : Skjermgrensesnitt
gid://shopify/TaxonomyAttribute/2046  : Displaymodus
gid://shopify/TaxonomyAttribute/2548  : Vis anbefalt bruk
gid://shopify/TaxonomyAttribute/1334  : Skjermoppløsning
gid://shopify/TaxonomyAttribute/2622  : Visningsskiltdesign
gid://shopify/TaxonomyAttribute/1248  : Skjermteknologi
gid://shopify/TaxonomyAttribute/5847  : Vist tegn
gid://shopify/TaxonomyAttribute/3054  : Engangshanskefunksjoner
gid://shopify/TaxonomyAttribute/9389  : Krav om engangsbruk/kompostering
gid://shopify/TaxonomyAttribute/2994  : Funksjoner for engangs-/gjenbrukbare poser
gid://shopify/TaxonomyAttribute/2950  : Engangs-/gjenbruksmateriale
gid://shopify/TaxonomyAttribute/7733  : Destillasjonsmetode
gid://shopify/TaxonomyAttribute/7734  : Tiltenkt bruk av destillert vann
gid://shopify/TaxonomyAttribute/8264  : Nødoverføringsfrekvens
gid://shopify/TaxonomyAttribute/6673  : Plagsomt nivå
gid://shopify/TaxonomyAttribute/6674  : Plagsom stil
gid://shopify/TaxonomyAttribute/8265  : Distributørens fremdriftsmekanisme
gid://shopify/TaxonomyAttribute/8266  : Distributørlokk terminaltype
gid://shopify/TaxonomyAttribute/8267  : Materiale for fordelergir
gid://shopify/TaxonomyAttribute/8268  : Distributørens tenningstype
gid://shopify/TaxonomyAttribute/8269  : Distributørsett innhold
gid://shopify/TaxonomyAttribute/7369  : Formfaktor for dykkecomputer
gid://shopify/TaxonomyAttribute/3386  : Dykkecomputer inkludert
gid://shopify/TaxonomyAttribute/5848  : Overflatetekstur på stupebrett
gid://shopify/TaxonomyAttribute/7370  : Design av dykkermaske
gid://shopify/TaxonomyAttribute/2866  : Dykkeregulatorstil
gid://shopify/TaxonomyAttribute/2864  : Utstyr for dykking og snorkling inkludert
gid://shopify/TaxonomyAttribute/7371  : Konfigurasjon av Divot-verktøyets spiss
gid://shopify/TaxonomyAttribute/7372  : Divot-verktøystil
gid://shopify/TaxonomyAttribute/9390  : Djembe-skallkonstruksjon
gid://shopify/TaxonomyAttribute/9391  : Djembe-stemmingssystem
gid://shopify/TaxonomyAttribute/5418  : Dokkingkompatibilitet
gid://shopify/TaxonomyAttribute/6399  : Inkluderte elementer i lege-lekesett
gid://shopify/TaxonomyAttribute/6400  : Lege lekesett rollespillinnstillinger
gid://shopify/TaxonomyAttribute/6401  : Inkluderte klesplagg-elementer i lege-lekesett
gid://shopify/TaxonomyAttribute/1703  : Aldersgruppe for hunder
gid://shopify/TaxonomyAttribute/3225  : Hundebleietype
gid://shopify/TaxonomyAttribute/3226  : Hundeleketype
gid://shopify/TaxonomyAttribute/6402  : Dukketilbehørstype
gid://shopify/TaxonomyAttribute/6403  : Dukkeøyetype
gid://shopify/TaxonomyAttribute/6404  : Dukkehårfibertype
gid://shopify/TaxonomyAttribute/9393  : Inkluderte komponenter i dukkemakersett
gid://shopify/TaxonomyAttribute/3399  : Dukketype
gid://shopify/TaxonomyAttribute/3192  : Dukke-/lekesettfunksjoner
gid://shopify/TaxonomyAttribute/6405  : Dukkehus installasjons-/plasseringstype
gid://shopify/TaxonomyAttribute/6406  : Dukkehusutstyr inkludert
gid://shopify/TaxonomyAttribute/6407  : Dukkehusbelysningstype
gid://shopify/TaxonomyAttribute/6408  : Dukkehusromtype
gid://shopify/TaxonomyAttribute/6409  : Dukkehusskala
gid://shopify/TaxonomyAttribute/6410  : Dukkehusstil/tema
gid://shopify/TaxonomyAttribute/9394  : Donnos spilleteknikk
gid://shopify/TaxonomyAttribute/9395  : Donnos-stemmesystem
gid://shopify/TaxonomyAttribute/8270  : Dørmonteringstype
gid://shopify/TaxonomyAttribute/2080  : Dørlukkingdesign
gid://shopify/TaxonomyAttribute/6901  : Dørlukkemekanisme
gid://shopify/TaxonomyAttribute/5849  : Dørkonfigurasjon
gid://shopify/TaxonomyAttribute/2085  : Finish for dørkarm
gid://shopify/TaxonomyAttribute/2089  : Dørglassfinish
gid://shopify/TaxonomyAttribute/8271  : Dørreferansekomponenter inkludert
gid://shopify/TaxonomyAttribute/8272  : Dørreferanseoperasjon
gid://shopify/TaxonomyAttribute/5850  : Dørhengslenes orientering
gid://shopify/TaxonomyAttribute/5851  : Dørhengslets posisjon
gid://shopify/TaxonomyAttribute/3322  : Dørisolasjon
gid://shopify/TaxonomyAttribute/2086  : Dørknappfunksjon
gid://shopify/TaxonomyAttribute/8273  : Festemetode for dørlåshåndtak
gid://shopify/TaxonomyAttribute/8274  : Dørlåsposisjon
gid://shopify/TaxonomyAttribute/1520  : Dørmateriale
gid://shopify/TaxonomyAttribute/8275  : Dørpakningsfunksjoner
gid://shopify/TaxonomyAttribute/8276  : Dørpakningsmaterialetype
gid://shopify/TaxonomyAttribute/8277  : Dørpakning produktform
gid://shopify/TaxonomyAttribute/2087  : Plassering av dørstopper
gid://shopify/TaxonomyAttribute/1724  : Utforming av dørstopper
gid://shopify/TaxonomyAttribute/2090  : Egnet dørplassering
gid://shopify/TaxonomyAttribute/2091  : Overflatebehandling av dør
gid://shopify/TaxonomyAttribute/1521  : Dørtype
gid://shopify/TaxonomyAttribute/8278  : Bruk av vindu i dør
gid://shopify/TaxonomyAttribute/2960  : Påføring av dør/karm
gid://shopify/TaxonomyAttribute/8279  : Konfigurasjon av dobbeltdekkerbussdekk
gid://shopify/TaxonomyAttribute/9396  : Dobbel trommepedalkobling medium
gid://shopify/TaxonomyAttribute/1747  : Dobbel barnevognkonfigurasjon
gid://shopify/TaxonomyAttribute/7373  : Dobbeltsidig posekjernetype
gid://shopify/TaxonomyAttribute/9397  : Dobbeltspiss nålspissstil
gid://shopify/TaxonomyAttribute/6411  : Tilbehør til deigekstruder inkludert
gid://shopify/TaxonomyAttribute/6412  : Deigekstruderens operasjonstype
gid://shopify/TaxonomyAttribute/6413  : Deigekstruder former inkludert
gid://shopify/TaxonomyAttribute/7735  : Deigformat
gid://shopify/TaxonomyAttribute/9398  : Inkludert doumbek-tilbehør
gid://shopify/TaxonomyAttribute/9399  : Materiale i doumbek-hode
gid://shopify/TaxonomyAttribute/9400  : Doumbek-hodetype
gid://shopify/TaxonomyAttribute/9401  : Doumbek spillestil/teknikk
gid://shopify/TaxonomyAttribute/9402  : Doumbek-stemmesystem
gid://shopify/TaxonomyAttribute/9403  : Dybelendestil
gid://shopify/TaxonomyAttribute/9404  : Overflatetekstur på trepinne
gid://shopify/TaxonomyAttribute/5665  : Nedstrømsporttyper
gid://shopify/TaxonomyAttribute/5852  : Type drivgass
gid://shopify/TaxonomyAttribute/9405  : Justeringsmekanisme for kompass
gid://shopify/TaxonomyAttribute/9406  : Finjusteringsmekanisme for navigasjonskompass
gid://shopify/TaxonomyAttribute/9407  : Drafting kompass kundeemne holder type
gid://shopify/TaxonomyAttribute/7374  : Materiale for dragsystem
gid://shopify/TaxonomyAttribute/7375  : Type slepesystem
gid://shopify/TaxonomyAttribute/7376  : Dra-type
gid://shopify/TaxonomyAttribute/2146  : Avløpssted
gid://shopify/TaxonomyAttribute/5853  : Dreneringsdesign
gid://shopify/TaxonomyAttribute/5172  : Dreneringsfunksjon
gid://shopify/TaxonomyAttribute/5854  : Dreneringsmetode
gid://shopify/TaxonomyAttribute/6902  : Skufffunksjoner
gid://shopify/TaxonomyAttribute/5855  : Skuffeorganisator-funksjoner
gid://shopify/TaxonomyAttribute/6903  : Skuffeskinnetype
gid://shopify/TaxonomyAttribute/9408  : Verktøy som er kompatible med tegneblekk
gid://shopify/TaxonomyAttribute/9409  : Tegneblekkpermanens
gid://shopify/TaxonomyAttribute/2280  : Varer til tegning/malingsett medfølger
gid://shopify/TaxonomyAttribute/6675  : Kjoleutsmykning
gid://shopify/TaxonomyAttribute/3014  : Kjoleformfunksjoner
gid://shopify/TaxonomyAttribute/3244  : Kjoleanledning
gid://shopify/TaxonomyAttribute/3245  : Kjolestil
gid://shopify/TaxonomyAttribute/6676  : Kjolesleptype
gid://shopify/TaxonomyAttribute/9410  : Tørket overflatebehandling
gid://shopify/TaxonomyAttribute/3120  : Drillfunksjoner
gid://shopify/TaxonomyAttribute/2604  : Boremetode
gid://shopify/TaxonomyAttribute/2605  : Orientering av borerigg
gid://shopify/TaxonomyAttribute/7377  : Isolasjon av drikkerør
gid://shopify/TaxonomyAttribute/5856  : Krystallkomposisjon for drikkevarer
gid://shopify/TaxonomyAttribute/5857  : Stil for drikkekarholder
gid://shopify/TaxonomyAttribute/5858  : Isolasjon i drikkekar
gid://shopify/TaxonomyAttribute/2820  : Drikkevaremateriale
gid://shopify/TaxonomyAttribute/1415  : Glass og kopper inkludert
gid://shopify/TaxonomyAttribute/3411  : Form på drikkekar
gid://shopify/TaxonomyAttribute/5859  : Drypperdesign
gid://shopify/TaxonomyAttribute/9411  : Former av kryssting
gid://shopify/TaxonomyAttribute/9412  : Drivbånd-koblingstype
gid://shopify/TaxonomyAttribute/9413  : Type materiale i drivrem
gid://shopify/TaxonomyAttribute/5661  : Stasjonsformfaktor
gid://shopify/TaxonomyAttribute/7378  : Drive-lokalisering
gid://shopify/TaxonomyAttribute/7379  : Drivmekanisme
gid://shopify/TaxonomyAttribute/8280  : Materiale for drivaksel
gid://shopify/TaxonomyAttribute/2217  : Stasjonsstørrelse
gid://shopify/TaxonomyAttribute/7380  : Drivsystem
gid://shopify/TaxonomyAttribute/2576  : Drivetype
gid://shopify/TaxonomyAttribute/5348  : Høyttalerkonfigurasjon
gid://shopify/TaxonomyAttribute/5450  : Driverteknologi
gid://shopify/TaxonomyAttribute/7381  : Drivverkskonfigurasjon
gid://shopify/TaxonomyAttribute/7382  : Kompatibilitet med drivverkhastighet
gid://shopify/TaxonomyAttribute/5496  : Drone kort funksjon
gid://shopify/TaxonomyAttribute/4684  : Dronefunksjoner
gid://shopify/TaxonomyAttribute/8281  : Droneposisjoneringssystem
gid://shopify/TaxonomyAttribute/8282  : Droneoverføringstype
gid://shopify/TaxonomyAttribute/9414  : Plassering av tregarnsnella på håndtein
gid://shopify/TaxonomyAttribute/9415  : Inkludert tilbehør til kardetrommel
gid://shopify/TaxonomyAttribute/9416  : Låsemekanisme for trommelklemme
gid://shopify/TaxonomyAttribute/9417  : Trommeklammerfestets grensesnitt mot stativ/tromme
gid://shopify/TaxonomyAttribute/9418  : Trommelklemmetype
gid://shopify/TaxonomyAttribute/2470  : Trommelkonfigurasjon
gid://shopify/TaxonomyAttribute/5860  : Inkluderte trommelrille-stiler
gid://shopify/TaxonomyAttribute/3287  : Justerbarhet for trommelmaskinvare
gid://shopify/TaxonomyAttribute/2934  : Trommelmaskinvaremateriale
gid://shopify/TaxonomyAttribute/9419  : Trommeskinn-app (batter/resonant)
gid://shopify/TaxonomyAttribute/9420  : Trommeskinnkragetype
gid://shopify/TaxonomyAttribute/9421  : Dempingskontroll for trommeskinn
gid://shopify/TaxonomyAttribute/9422  : Materiale for trommeskinnfilm
gid://shopify/TaxonomyAttribute/9423  : Type kragefeste til trommehode
gid://shopify/TaxonomyAttribute/9424  : Materiale for trommeskinnbøyle/-kant
gid://shopify/TaxonomyAttribute/9425  : Trommeskinn inkludert
gid://shopify/TaxonomyAttribute/9426  : Lyddempefunksjon i trommehode
gid://shopify/TaxonomyAttribute/9427  : Dempingstype for trommeskinn
gid://shopify/TaxonomyAttribute/9428  : Antall trommeskinnlag
gid://shopify/TaxonomyAttribute/9429  : Trommelhodeposisjon
gid://shopify/TaxonomyAttribute/9430  : Type forsterkning av trommeskinn
gid://shopify/TaxonomyAttribute/9431  : Overflatebehandling på trommehode
gid://shopify/TaxonomyAttribute/9432  : Trommeskinntype
gid://shopify/TaxonomyAttribute/9433  : Designtype for trommenøkkel
gid://shopify/TaxonomyAttribute/9434  : Drivtype for trommelnøkkel
gid://shopify/TaxonomyAttribute/9435  : Trommelnøkkelreferansestil
gid://shopify/TaxonomyAttribute/9436  : Trommesett inkludert
gid://shopify/TaxonomyAttribute/9437  : Bærbarhet av trommesett
gid://shopify/TaxonomyAttribute/9438  : Konstruksjonsfunksjoner for trommesettskall
gid://shopify/TaxonomyAttribute/9439  : Klemmetype for trommemontering
gid://shopify/TaxonomyAttribute/9440  : Trommel multiklemme klemmetype
gid://shopify/TaxonomyAttribute/9441  : Trompedempingsmateriale
gid://shopify/TaxonomyAttribute/9442  : Trommepad utløsersoner
gid://shopify/TaxonomyAttribute/9443  : Inkludert trommepedal-tilbehør
gid://shopify/TaxonomyAttribute/9444  : Trommepedalens baseplatetype
gid://shopify/TaxonomyAttribute/9445  : Trommelpedallagertype
gid://shopify/TaxonomyAttribute/9446  : Stangtype for trommepedal
gid://shopify/TaxonomyAttribute/9447  : Konfigurasjon av trommepedalkjede
gid://shopify/TaxonomyAttribute/9448  : Kjedetype for trommepedal
gid://shopify/TaxonomyAttribute/9449  : Trommepedalklemmetype
gid://shopify/TaxonomyAttribute/9450  : Tiltenkt bruk av trommepedal
gid://shopify/TaxonomyAttribute/9451  : Justeringsmetode for trommepedalfjær
gid://shopify/TaxonomyAttribute/9452  : Fjærtype for trommepedal
gid://shopify/TaxonomyAttribute/9453  : Materiale i trommekropp
gid://shopify/TaxonomyAttribute/9454  : Trommeskalltresorter
gid://shopify/TaxonomyAttribute/9455  : Trommeskinntype
gid://shopify/TaxonomyAttribute/9456  : Trommestikkmodell
gid://shopify/TaxonomyAttribute/9457  : Trommestikkkoning
gid://shopify/TaxonomyAttribute/1492  : Variant av tørre bønner
gid://shopify/TaxonomyAttribute/1380  : Tørr-/våtrens
gid://shopify/TaxonomyAttribute/5861  : Materiale i tørketrommelen
gid://shopify/TaxonomyAttribute/5862  : Funksjoner for tørketrommelark
gid://shopify/TaxonomyAttribute/2134  : Tørketeknologi
gid://shopify/TaxonomyAttribute/5863  : Tørketrommelens ventilasjonstype
gid://shopify/TaxonomyAttribute/5181  : Tørkemetode
gid://shopify/TaxonomyAttribute/1601  : Tørkehastighet
gid://shopify/TaxonomyAttribute/5864  : Tørkesystem
gid://shopify/TaxonomyAttribute/7383  : Stil av tørrdraktfottøy
gid://shopify/TaxonomyAttribute/3326  : Kanaldesign
gid://shopify/TaxonomyAttribute/2135  : Kanalform
gid://shopify/TaxonomyAttribute/7384  : Hantelstil
gid://shopify/TaxonomyAttribute/9458  : Dundun spillerposisjon
gid://shopify/TaxonomyAttribute/5377  : Dupleks komponenttype
gid://shopify/TaxonomyAttribute/5378  : Installasjonstype for dupleksenhet
gid://shopify/TaxonomyAttribute/1950  : Duplexing-teknologi
gid://shopify/TaxonomyAttribute/5654  : Dupliseringsoperasjonsmodus
gid://shopify/TaxonomyAttribute/3111  : Holdbarhetsfunksjoner
gid://shopify/TaxonomyAttribute/1381  : Støvbeholdertype
gid://shopify/TaxonomyAttribute/2638  : Støvmasketype
gid://shopify/TaxonomyAttribute/5865  : Materiale for støvkosthode
gid://shopify/TaxonomyAttribute/5866  : Feiebrettype
gid://shopify/TaxonomyAttribute/9459  : Fargestoffstatus
gid://shopify/TaxonomyAttribute/9460  : Fargestil
gid://shopify/TaxonomyAttribute/9461  : Fargeteknikk
gid://shopify/TaxonomyAttribute/9462  : Fargestofftype (håndarbeidsstoff)
gid://shopify/TaxonomyAttribute/9463  : Farging/fargebehandling
gid://shopify/TaxonomyAttribute/1223  : Dynamisk nivå
gid://shopify/TaxonomyAttribute/5459  : Dynamikkbehandling funksjon
gid://shopify/TaxonomyAttribute/5672  : Plassering av e-bokleserdel
gid://shopify/TaxonomyAttribute/7385  : Sertifiseringskurs for elsykkel
gid://shopify/TaxonomyAttribute/7386  : Fartsvurdering for elsykkel
gid://shopify/TaxonomyAttribute/1878  : Støttede e-bokformater
gid://shopify/TaxonomyAttribute/1510  : E-sigarett/damperstil
