# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/ae-2-8-5-2-4      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Symbaler > Sizzlesymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-2-5      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Symbaler > Splashsymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-2-6      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Symbaler > Swishsymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-3        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-1      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Akustiske trommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-2      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Basstrommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-3      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Crashsymbal-trommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-4      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Elektroniske trommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-5      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Floor Tom-trommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-6      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Jazztrommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-7      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Ridesymbalsett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-8      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Rocketrommesett
gid://shopify/TaxonomyCategory/ae-2-8-5-3-9      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Trommesett > Tom-Tom-sett
gid://shopify/TaxonomyCategory/ae-2-8-5-4        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Elektroniske trommer
gid://shopify/TaxonomyCategory/ae-2-8-5-4-1      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Elektroniske trommer > Elektroniske symbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-4-2      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Elektroniske trommer > Elektroniske skarptrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-4-3      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Elektroniske trommer > Elektroniske Tom-Tom-trommer
gid://shopify/TaxonomyCategory/ae-2-8-5-5        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Klokkespill og xylofoner
gid://shopify/TaxonomyCategory/ae-2-8-5-5-1      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Klokkespill og xylofoner > Klokkespill
gid://shopify/TaxonomyCategory/ae-2-8-5-5-2      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Klokkespill og xylofoner > Metallofoner
gid://shopify/TaxonomyCategory/ae-2-8-5-5-3      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Klokkespill og xylofoner > Vibrafoner
gid://shopify/TaxonomyCategory/ae-2-8-5-5-4      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Klokkespill og xylofoner > Xylofoner
gid://shopify/TaxonomyCategory/ae-2-8-5-6        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Gonger
gid://shopify/TaxonomyCategory/ae-2-8-5-6-1      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Gonger > Operagonger
gid://shopify/TaxonomyCategory/ae-2-8-5-6-2      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Gonger > Tam-tamer
gid://shopify/TaxonomyCategory/ae-2-8-5-6-3      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Gonger > Vindgonger
gid://shopify/TaxonomyCategory/ae-2-8-5-7        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Claves og kastanjetter
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Claves og kastanjetter > Kastanjetter
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Claves og kastanjetter > Claves
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Claves og kastanjetter > Flamencokastanjetter
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Finger- og håndsymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Finger- og håndsymbaler > Fingersymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Finger- og håndsymbaler > Håndsymbaler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Finger- og håndsymbaler > Zills
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndbjeller og triangler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndbjeller og triangler > Triangler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndbjeller og triangler > Håndbjeller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndbjeller og triangler > Orkestertriangler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-4    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndbjeller og triangler > Rørklokker
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Bongotrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-1-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Bongotrommer > Tradisjonelle bongotrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Cajoner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-2-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Cajoner > Basscajoner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-2-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Cajoner > Flamencocajoner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-2-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Cajoner > Skarpcajoner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Congas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-3-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Congas > Congasett
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-3-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Congas > Quintos
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-3-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Congas > Tumbas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-4    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Rammetrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-4-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Rammetrommer > Bodhrans
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-4-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Rammetrommer > Dafs
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-4-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Rammetrommer > Tars
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-5    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Begertrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-5-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Begertrommer > Darbukas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-5-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Begertrommer > Djembes
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-5-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Begertrommer > Doumbeks
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-6    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Tablas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-6-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Tablas > Bayans
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-6-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Tablas > Dayans
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-6-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Tablas > Tablasett
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-7    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Snakkende trommer
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-7-1  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Snakkende trommer > Donnos
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-7-2  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Snakkende trommer > Dunduns
gid://shopify/TaxonomyCategory/ae-2-8-5-7-4-7-3  : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Håndtrommer > Snakkende trommer > Kalangus
gid://shopify/TaxonomyCategory/ae-2-8-5-7-5      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikklosser
gid://shopify/TaxonomyCategory/ae-2-8-5-7-6      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske kubjeller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-6-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske kubjeller > Kubjeller for latinsk perkusjon
gid://shopify/TaxonomyCategory/ae-2-8-5-7-6-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske kubjeller > Mambo-kubjeller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-6-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske kubjeller > Samba-kubjeller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-7      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske scrapere og skraller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-7-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske scrapere og skraller > Guiros
gid://shopify/TaxonomyCategory/ae-2-8-5-7-7-4    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske scrapere og skraller > Musikalske skraller
gid://shopify/TaxonomyCategory/ae-2-8-5-7-7-5    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske scrapere og skraller > Musikalske scrapere
gid://shopify/TaxonomyCategory/ae-2-8-5-7-8      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske risteinstrumenter
gid://shopify/TaxonomyCategory/ae-2-8-5-7-8-1    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske risteinstrumenter > Cabasas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-8-2    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske risteinstrumenter > Risteegg
gid://shopify/TaxonomyCategory/ae-2-8-5-7-8-3    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske risteinstrumenter > Maracas
gid://shopify/TaxonomyCategory/ae-2-8-5-7-8-4    : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske risteinstrumenter > Regnstikker
gid://shopify/TaxonomyCategory/ae-2-8-5-7-9      : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Musikalske triangler
gid://shopify/TaxonomyCategory/ae-2-8-5-7-10     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Tamburiner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-10-1   : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Tamburiner > Håndholdte tamburiner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-10-2   : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Tamburiner > Hodeløse tamburiner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-10-3   : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Tamburiner > Jingle Ring-tamburiner
gid://shopify/TaxonomyCategory/ae-2-8-5-7-11     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Vibraslaps
gid://shopify/TaxonomyCategory/ae-2-8-5-7-11-1   : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Vibraslaps > Jawbones
gid://shopify/TaxonomyCategory/ae-2-8-5-7-11-2   : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Håndperkusjon > Vibraslaps > Slapsticks
gid://shopify/TaxonomyCategory/ae-2-8-5-8        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Hi-hats
gid://shopify/TaxonomyCategory/ae-2-8-5-9        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Øvingsputer
gid://shopify/TaxonomyCategory/ae-2-8-5-10       : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Skarptrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-10-1     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Skarptrommer > Skarptrommer i metall
gid://shopify/TaxonomyCategory/ae-2-8-5-10-2     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Skarptrommer > Piccolo-skarptrommer
gid://shopify/TaxonomyCategory/ae-2-8-5-10-3     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Skarptrommer > Skarptrommer i tre
gid://shopify/TaxonomyCategory/ae-2-8-5-11       : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Tom-Toms
gid://shopify/TaxonomyCategory/ae-2-8-5-11-1     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Tom-Toms > Konsert-Tom-Toms
gid://shopify/TaxonomyCategory/ae-2-8-5-11-2     : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Perkusjon > Tom-Toms > Oktobaner
gid://shopify/TaxonomyCategory/ae-2-8-6          : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Pianoer
gid://shopify/TaxonomyCategory/ae-2-8-6-1        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Pianoer > Akustiske pianoer
gid://shopify/TaxonomyCategory/ae-2-8-6-2        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Pianoer > Elektriske pianoer
gid://shopify/TaxonomyCategory/ae-2-8-6-3        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Pianoer > Flygel
gid://shopify/TaxonomyCategory/ae-2-8-6-4        : Kunst og underholdning > Hobbyer og kreativ kunst > Musikkinstrumenter > Pianoer > Stående pianoer
