# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/ae-2-7-14-8       : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Phụ kiện dàn nhạc và nhạc cụ > Phụ kiện cho nhạc cụ hơi > Mỡ bôi cổ nhạc cụ hơi
gid://shopify/TaxonomyCategory/ae-2-7-14-9       : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Phụ kiện dàn nhạc và nhạc cụ > Phụ kiện cho nhạc cụ hơi > Vải đánh bóng nhạc cụ hơi
gid://shopify/TaxonomyCategory/ae-2-7-14-10      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Phụ kiện dàn nhạc và nhạc cụ > Phụ kiện cho nhạc cụ hơi > Hộp đựng dăm kèn của nhạc cụ hơi
gid://shopify/TaxonomyCategory/ae-2-7-14-11      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Phụ kiện dàn nhạc và nhạc cụ > Phụ kiện cho nhạc cụ hơi > Dao gọt dăm cho nhạc cụ hơi
gid://shopify/TaxonomyCategory/ae-2-8            : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ
gid://shopify/TaxonomyCategory/ae-2-8-1          : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Đàn ắc-coc và đàn công-xec-ti-na
gid://shopify/TaxonomyCategory/ae-2-8-1-1        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Đàn ắc-coc và đàn công-xec-ti-na > Đàn ắc-coc
gid://shopify/TaxonomyCategory/ae-2-8-1-2        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Đàn ắc-coc và đàn công-xec-ti-na > Đàn công-xec-ti-na
gid://shopify/TaxonomyCategory/ae-2-8-2          : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi
gid://shopify/TaxonomyCategory/ae-2-8-2-1        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi > Kèn túi Great Highland
gid://shopify/TaxonomyCategory/ae-2-8-2-2        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi > Kèn túi Ailen
gid://shopify/TaxonomyCategory/ae-2-8-2-3        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi > Kèn Northumbria
gid://shopify/TaxonomyCategory/ae-2-8-2-4        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi > Kèn nhỏ Scotland
gid://shopify/TaxonomyCategory/ae-2-8-2-5        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn túi > Kèn Uilleann
gid://shopify/TaxonomyCategory/ae-2-8-3          : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng
gid://shopify/TaxonomyCategory/ae-2-8-3-1        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn Ba-ri-tôn và an-tô
gid://shopify/TaxonomyCategory/ae-2-8-3-1-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn Ba-ri-tôn và an-tô > Kèn Alto
gid://shopify/TaxonomyCategory/ae-2-8-3-1-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn Ba-ri-tôn và an-tô > Kèn Baritone
gid://shopify/TaxonomyCategory/ae-2-8-3-1-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn Ba-ri-tôn và an-tô > Kèn Mellophone
gid://shopify/TaxonomyCategory/ae-2-8-3-2        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Tuba
gid://shopify/TaxonomyCategory/ae-2-8-3-3        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn săn
gid://shopify/TaxonomyCategory/ae-2-8-3-3-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn săn > Kèn săn đôi
gid://shopify/TaxonomyCategory/ae-2-8-3-3-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn săn > Kèn săn đơn
gid://shopify/TaxonomyCategory/ae-2-8-3-4        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trombone
gid://shopify/TaxonomyCategory/ae-2-8-3-4-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trombone > Kèn bass trombone
gid://shopify/TaxonomyCategory/ae-2-8-3-4-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trombone > Kèn tenor trombone
gid://shopify/TaxonomyCategory/ae-2-8-3-5        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trompet và kèn coonê
gid://shopify/TaxonomyCategory/ae-2-8-3-5-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trompet và kèn coonê > Kèn coonê
gid://shopify/TaxonomyCategory/ae-2-8-3-5-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trompet và kèn coonê > Kèn Flugelhorn
gid://shopify/TaxonomyCategory/ae-2-8-3-5-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn trompet và kèn coonê > Kèn trompet
gid://shopify/TaxonomyCategory/ae-2-8-3-6        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn tuba
gid://shopify/TaxonomyCategory/ae-2-8-3-6-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Kèn đồng > Kèn tuba > Kèn sousa
gid://shopify/TaxonomyCategory/ae-2-8-4          : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử
gid://shopify/TaxonomyCategory/ae-2-8-4-1        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Máy lấy mẫu âm thanh
gid://shopify/TaxonomyCategory/ae-2-8-4-1-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Máy lấy mẫu âm thanh > Máy lấy mẫu tiếng trống
gid://shopify/TaxonomyCategory/ae-2-8-4-1-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Máy lấy mẫu âm thanh > Máy lấy mẫu nhịp điệu
gid://shopify/TaxonomyCategory/ae-2-8-4-2        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Bộ điều khiển MIDI
gid://shopify/TaxonomyCategory/ae-2-8-4-2-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Bộ điều khiển MIDI > Bộ điều khiển đàn phím
gid://shopify/TaxonomyCategory/ae-2-8-4-2-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Bộ điều khiển MIDI > Bộ điều khiển phím
gid://shopify/TaxonomyCategory/ae-2-8-4-3        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Đàn phím điện tử
gid://shopify/TaxonomyCategory/ae-2-8-4-3-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Đàn phím điện tử > Đàn piano kỹ thuật số
gid://shopify/TaxonomyCategory/ae-2-8-4-3-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Đàn phím điện tử > Đàn piano chơi trên sân khấu
gid://shopify/TaxonomyCategory/ae-2-8-4-3-4      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Đàn phím điện tử > Đàn phím tổng hợp
gid://shopify/TaxonomyCategory/ae-2-8-4-4        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Nhạc cụ điện tử có phím với khả năng giả lập âm thanh
gid://shopify/TaxonomyCategory/ae-2-8-4-4-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Nhạc cụ điện tử có phím với khả năng giả lập âm thanh > Nhạc cụ điện tử có phím analog
gid://shopify/TaxonomyCategory/ae-2-8-4-4-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Nhạc cụ điện tử có phím với khả năng giả lập âm thanh > Nhạc cụ điện tử có phím kỹ thuật số
gid://shopify/TaxonomyCategory/ae-2-8-4-4-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Nhạc cụ điện tử có phím với khả năng giả lập âm thanh > Nhạc cụ điện tử có phím dạng mô-đun
gid://shopify/TaxonomyCategory/ae-2-8-4-4-4      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Nhạc cụ điện tử > Nhạc cụ điện tử có phím với khả năng giả lập âm thanh > Nhạc cụ điện tử có phím analog ảo
gid://shopify/TaxonomyCategory/ae-2-8-5          : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ
gid://shopify/TaxonomyCategory/ae-2-8-5-1        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống bass
gid://shopify/TaxonomyCategory/ae-2-8-5-1-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống bass > Trống bass hòa nhạc
gid://shopify/TaxonomyCategory/ae-2-8-5-1-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống bass > Trống bass diễu hành
gid://shopify/TaxonomyCategory/ae-2-8-5-2        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe
gid://shopify/TaxonomyCategory/ae-2-8-5-2-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe Trung Quốc
gid://shopify/TaxonomyCategory/ae-2-8-5-2-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe crash
gid://shopify/TaxonomyCategory/ae-2-8-5-2-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe ride
gid://shopify/TaxonomyCategory/ae-2-8-5-2-4      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe sizzle
gid://shopify/TaxonomyCategory/ae-2-8-5-2-5      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe splash
gid://shopify/TaxonomyCategory/ae-2-8-5-2-6      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Chũm chọe > Chũm chọe swish
gid://shopify/TaxonomyCategory/ae-2-8-5-3        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống
gid://shopify/TaxonomyCategory/ae-2-8-5-3-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống mộc
gid://shopify/TaxonomyCategory/ae-2-8-5-3-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống bass
gid://shopify/TaxonomyCategory/ae-2-8-5-3-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống kèm chũm chọe crash
gid://shopify/TaxonomyCategory/ae-2-8-5-3-4      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống điện tử
gid://shopify/TaxonomyCategory/ae-2-8-5-3-5      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống tom đặt sàn
gid://shopify/TaxonomyCategory/ae-2-8-5-3-6      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống jazz
gid://shopify/TaxonomyCategory/ae-2-8-5-3-7      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ chũm chọe ride
gid://shopify/TaxonomyCategory/ae-2-8-5-3-8      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống rock
gid://shopify/TaxonomyCategory/ae-2-8-5-3-9      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ trống > Bộ trống tom
gid://shopify/TaxonomyCategory/ae-2-8-5-4        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống điện tử
gid://shopify/TaxonomyCategory/ae-2-8-5-4-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống điện tử > Chũm chọe điện tử
gid://shopify/TaxonomyCategory/ae-2-8-5-4-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống điện tử > Trống lẫy điện tử
gid://shopify/TaxonomyCategory/ae-2-8-5-4-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Trống điện tử > Trống tom điện tử
gid://shopify/TaxonomyCategory/ae-2-8-5-5        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Đàn chuông phiến và mộc cầm
gid://shopify/TaxonomyCategory/ae-2-8-5-5-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Đàn chuông phiến và mộc cầm > Đàn chuông phiến
gid://shopify/TaxonomyCategory/ae-2-8-5-5-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Đàn chuông phiến và mộc cầm > Đàn metallophone
gid://shopify/TaxonomyCategory/ae-2-8-5-5-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Đàn chuông phiến và mộc cầm > Đàn tăng rung
gid://shopify/TaxonomyCategory/ae-2-8-5-5-4      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Đàn chuông phiến và mộc cầm > Mộc cầm
gid://shopify/TaxonomyCategory/ae-2-8-5-6        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Cồng/ chiêng
gid://shopify/TaxonomyCategory/ae-2-8-5-6-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Cồng/ chiêng > Cồng/chiêng Opera
gid://shopify/TaxonomyCategory/ae-2-8-5-6-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Cồng/ chiêng > Cồng chiêng
gid://shopify/TaxonomyCategory/ae-2-8-5-6-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Cồng/ chiêng > Cồng/chiêng gió
gid://shopify/TaxonomyCategory/ae-2-8-5-7        : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Clave & castanet
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-1    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Clave & castanet > Phách gỗ
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-2    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Clave & castanet > Thanh phách
gid://shopify/TaxonomyCategory/ae-2-8-5-7-1-3    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Clave & castanet > Phách gỗ Flamenco
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chũm chọe đeo ngón tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-1    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chũm chọe đeo ngón tay > Chũm chọe đeo ngón tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-2    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chũm chọe đeo ngón tay > Chũm chọe đeo tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-2-3    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chũm chọe đeo ngón tay > Chũm chọe ngón tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3      : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chuông nhỏ lắc tay
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-1    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chuông nhỏ lắc tay > Chuông hòa âm
gid://shopify/TaxonomyCategory/ae-2-8-5-7-3-2    : Nghệ thuật và giải trí > Sở thích và nghệ thuật sáng tạo > Nhạc cụ > Bộ gõ > Bộ nhạc gõ đánh tay > Chuông nhỏ lắc tay > Chuông lắc tay
