# Shopify Product Taxonomy - Categories: 2025-01-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Zwierzęta i artykuły dla zwierząt
gid://shopify/TaxonomyCategory/co-4-1-1-4-2      : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Kuwety, kuwety do płukania, kuwety do suszenia > Kuwety do płukania filmów
gid://shopify/TaxonomyCategory/co-4-1-1-4-3      : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Kuwety, kuwety do płukania, kuwety do suszenia > Suszarki do wydruków
gid://shopify/TaxonomyCategory/co-4-1-1-4-4      : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Kuwety, kuwety do płukania, kuwety do suszenia > Szczypce do wydruków
gid://shopify/TaxonomyCategory/co-4-1-1-4-5      : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Kuwety, kuwety do płukania, kuwety do suszenia > Kasety do wydruków
gid://shopify/TaxonomyCategory/co-4-1-1-4-6      : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Kuwety, kuwety do płukania, kuwety do suszenia > Podkładki pod wydruki
gid://shopify/TaxonomyCategory/co-4-1-1-5        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do wywoływania i obróbki zdjęć > Sprzęt i środki do retuszu
gid://shopify/TaxonomyCategory/co-4-1-2          : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania
gid://shopify/TaxonomyCategory/co-4-1-2-1        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania > Ramki do powiększalnika
gid://shopify/TaxonomyCategory/co-4-1-2-2        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania > Zegary ciemniowe
gid://shopify/TaxonomyCategory/co-4-1-2-3        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania > Lupy
gid://shopify/TaxonomyCategory/co-4-1-2-4        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania > Analizatory ciemniowe
gid://shopify/TaxonomyCategory/co-4-1-2-5        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Sprzęt do powiększania > Powiększalniki fotograficzne
gid://shopify/TaxonomyCategory/co-4-1-3          : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne
gid://shopify/TaxonomyCategory/co-4-1-3-1        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Wybielacze
gid://shopify/TaxonomyCategory/co-4-1-3-2        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Wywoływacze do negatywów
gid://shopify/TaxonomyCategory/co-4-1-3-3        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Utrwalacze do negatywów
gid://shopify/TaxonomyCategory/co-4-1-3-4        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Fixery
gid://shopify/TaxonomyCategory/co-4-1-3-5        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Środki do czyszczenia filmów i papieru
gid://shopify/TaxonomyCategory/co-4-1-3-6        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Wywoływacze do papieru
gid://shopify/TaxonomyCategory/co-4-1-3-7        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Kąpiele odwracające
gid://shopify/TaxonomyCategory/co-4-1-3-8        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Przerywacz
gid://shopify/TaxonomyCategory/co-4-1-3-9        : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Tonery
gid://shopify/TaxonomyCategory/co-4-1-3-10       : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Chemikalia fotograficzne > Środki zwilżające
gid://shopify/TaxonomyCategory/co-4-1-4          : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Papier fotograficzny
gid://shopify/TaxonomyCategory/co-4-1-5          : Aparaty, kamery i przyrządy optyczne > Fotografia > Ciemnia > Lampy ciemniowe
gid://shopify/TaxonomyCategory/co-4-2            : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio
gid://shopify/TaxonomyCategory/co-4-2-1          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Akcesoria do światłomierzy
gid://shopify/TaxonomyCategory/co-4-2-2          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Światłomierze
gid://shopify/TaxonomyCategory/co-4-2-3          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Tła
gid://shopify/TaxonomyCategory/co-4-2-4          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Oświetlenie studyjne i akcesoria oświetleniowe
gid://shopify/TaxonomyCategory/co-4-2-5          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Kontrolery oświetlenia
gid://shopify/TaxonomyCategory/co-4-2-5-1        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Kontrolery oświetlenia > Rozpraszacze światła
gid://shopify/TaxonomyCategory/co-4-2-5-2        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Kontrolery oświetlenia > Blendy
gid://shopify/TaxonomyCategory/co-4-2-5-3        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Kontrolery oświetlenia > Filtry oświetleniowe i żelowe
gid://shopify/TaxonomyCategory/co-4-2-5-4        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Kontrolery oświetlenia > Softboksy
gid://shopify/TaxonomyCategory/co-4-2-6          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Oświetlenie studyjne
gid://shopify/TaxonomyCategory/co-4-2-7          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki pod monitory studyjne i akcesoria do montażu
gid://shopify/TaxonomyCategory/co-4-2-8          : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne
gid://shopify/TaxonomyCategory/co-4-2-8-1        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Stojaki na tło
gid://shopify/TaxonomyCategory/co-4-2-8-2        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Ramiona wysięgnika
gid://shopify/TaxonomyCategory/co-4-2-8-3        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Stojaki C
gid://shopify/TaxonomyCategory/co-4-2-8-4        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Uchwyty sufitowe
gid://shopify/TaxonomyCategory/co-4-2-8-5        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Zaciski mocujące
gid://shopify/TaxonomyCategory/co-4-2-8-6        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Głowice chwytające
gid://shopify/TaxonomyCategory/co-4-2-8-7        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Stojaki oświetleniowe
gid://shopify/TaxonomyCategory/co-4-2-8-8        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Uchwyty reflektorów
gid://shopify/TaxonomyCategory/co-4-2-8-9        : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Stojaki stołowe
gid://shopify/TaxonomyCategory/co-4-2-8-10       : Aparaty, kamery i przyrządy optyczne > Fotografia > Oświetlenie i studio > Stojaki i uchwyty studyjne > Uchwyty ścienne
gid://shopify/TaxonomyCategory/co-4-3            : Aparaty, kamery i przyrządy optyczne > Fotografia > Artykuły zabezpieczające i ochronne
gid://shopify/TaxonomyCategory/co-4-4            : Aparaty, kamery i przyrządy optyczne > Fotografia > Przechowywanie negatywów i slajdów
gid://shopify/TaxonomyCategory/el                : Elektronika
gid://shopify/TaxonomyCategory/el-1              : Elektronika > Sprzęt do gier zręcznościowych
gid://shopify/TaxonomyCategory/el-1-1            : Elektronika > Sprzęt do gier zręcznościowych > Automaty do koszykówki
gid://shopify/TaxonomyCategory/el-1-2            : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do flipperów
gid://shopify/TaxonomyCategory/el-1-2-2          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do flipperów > Woski do fliperów
gid://shopify/TaxonomyCategory/el-1-2-3          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do flipperów > Osłony ochronne
gid://shopify/TaxonomyCategory/el-1-2-4          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do flipperów > Kulki zapasowe
gid://shopify/TaxonomyCategory/el-1-2-5          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do flipperów > Zestawy pierścieni gumowych
gid://shopify/TaxonomyCategory/el-1-3            : Elektronika > Sprzęt do gier zręcznościowych > Flippery
gid://shopify/TaxonomyCategory/el-1-4            : Elektronika > Sprzęt do gier zręcznościowych > Automaty do skee-ball
gid://shopify/TaxonomyCategory/el-1-5            : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych
gid://shopify/TaxonomyCategory/el-1-5-1          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych > Mechanizmy na monety
gid://shopify/TaxonomyCategory/el-1-5-2          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych > Panele sterowania
gid://shopify/TaxonomyCategory/el-1-5-3          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych > Joysticki
gid://shopify/TaxonomyCategory/el-1-5-4          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych > Ekrany
gid://shopify/TaxonomyCategory/el-1-5-5          : Elektronika > Sprzęt do gier zręcznościowych > Akcesoria do automatów do gier zręcznościowych > Przyciski
gid://shopify/TaxonomyCategory/el-1-6            : Elektronika > Sprzęt do gier zręcznościowych > Automaty do gry
gid://shopify/TaxonomyCategory/el-2              : Elektronika > Audio
gid://shopify/TaxonomyCategory/el-2-1            : Elektronika > Audio > Akcesoria audio
gid://shopify/TaxonomyCategory/el-2-1-1          : Elektronika > Audio > Akcesoria audio > Akcesoria do odbiorników audio-wideo
gid://shopify/TaxonomyCategory/el-2-1-1-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do odbiorników audio-wideo > Zestawy do montowania akcesoriów do odbiorników audio-wideo
gid://shopify/TaxonomyCategory/el-2-1-1-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do odbiorników audio-wideo > Adaptery Bluetooth
gid://shopify/TaxonomyCategory/el-2-1-2          : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych
gid://shopify/TaxonomyCategory/el-2-1-2-3        : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych > Futerały na słuchawki
gid://shopify/TaxonomyCategory/el-2-1-2-4        : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych > Poduszki i nakładki do słuchawek
gid://shopify/TaxonomyCategory/el-2-1-2-4-1      : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych > Poduszki i nakładki do słuchawek > Poduszki do słuchawek
gid://shopify/TaxonomyCategory/el-2-1-2-4-2      : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych > Poduszki i nakładki do słuchawek > Nakładki do słuchawek
gid://shopify/TaxonomyCategory/el-2-1-2-5        : Elektronika > Audio > Akcesoria audio > Akcesoria do słuchawek i zestawów słuchawkowych > Stojaki na słuchawki
gid://shopify/TaxonomyCategory/el-2-1-3          : Elektronika > Audio > Akcesoria audio > Akcesoria do systemów karaoke
gid://shopify/TaxonomyCategory/el-2-1-3-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do systemów karaoke > Futerały do systemów karaoke
gid://shopify/TaxonomyCategory/el-2-1-3-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do systemów karaoke > Kartridże do karaoke
gid://shopify/TaxonomyCategory/el-2-1-6          : Elektronika > Audio > Akcesoria audio > Akcesoria do odtwarzaczy MP3
gid://shopify/TaxonomyCategory/el-2-1-6-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do odtwarzaczy MP3 > Zestawy akcesoriów do odtwarzaczy mp3 i telefonów komórkowych
gid://shopify/TaxonomyCategory/el-2-1-6-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do odtwarzaczy MP3 > Futerały na odtwarzacze MP3
gid://shopify/TaxonomyCategory/el-2-1-4          : Elektronika > Audio > Akcesoria audio > Akcesoria do mikrofonów
gid://shopify/TaxonomyCategory/el-2-1-4-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do mikrofonów > Kosze antywibracyjne do mikrofonu
gid://shopify/TaxonomyCategory/el-2-1-4-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do mikrofonów > Pop filtry
gid://shopify/TaxonomyCategory/el-2-1-4-3        : Elektronika > Audio > Akcesoria audio > Akcesoria do mikrofonów > Osłony przeciwwiatrowe
gid://shopify/TaxonomyCategory/el-2-1-5          : Elektronika > Audio > Akcesoria audio > Statywy do mikrofonów
gid://shopify/TaxonomyCategory/el-2-1-7          : Elektronika > Audio > Akcesoria audio > Akcesoria do radia satelitarnego
gid://shopify/TaxonomyCategory/el-2-1-7-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do radia satelitarnego > Uchwyty i wsporniki do radia satelitarnego
gid://shopify/TaxonomyCategory/el-2-1-8          : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników
gid://shopify/TaxonomyCategory/el-2-1-8-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników > Torby, pokrowce i futerały na głośniki
gid://shopify/TaxonomyCategory/el-2-1-8-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników > Części do głośników i zestawy
gid://shopify/TaxonomyCategory/el-2-1-8-3        : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników > Torby na stojaki do głośników
gid://shopify/TaxonomyCategory/el-2-1-8-4        : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników > Stojaki do głośników
gid://shopify/TaxonomyCategory/el-2-1-8-5        : Elektronika > Audio > Akcesoria audio > Akcesoria do głośników > Przetworniki dotykowe
gid://shopify/TaxonomyCategory/el-2-1-9          : Elektronika > Audio > Akcesoria audio > Akcesoria do gramofonów
gid://shopify/TaxonomyCategory/el-2-1-9-1        : Elektronika > Audio > Akcesoria audio > Akcesoria do gramofonów > Wkłady
gid://shopify/TaxonomyCategory/el-2-1-9-2        : Elektronika > Audio > Akcesoria audio > Akcesoria do gramofonów > Zestawy do czyszczenia płyt
gid://shopify/TaxonomyCategory/el-2-1-9-3        : Elektronika > Audio > Akcesoria audio > Akcesoria do gramofonów > Igły zapasowe
gid://shopify/TaxonomyCategory/el-2-1-9-4        : Elektronika > Audio > Akcesoria audio > Akcesoria do gramofonów > Slipmaty
gid://shopify/TaxonomyCategory/el-2-2            : Elektronika > Audio > Elementy audio
gid://shopify/TaxonomyCategory/el-2-2-1          : Elektronika > Audio > Elementy audio > Odbiorniki audio i wideo
gid://shopify/TaxonomyCategory/el-2-2-2          : Elektronika > Audio > Elementy audio > Wzmacniacze audio
gid://shopify/TaxonomyCategory/el-2-2-2-1        : Elektronika > Audio > Elementy audio > Wzmacniacze audio > Wzmacniacze do słuchawek
gid://shopify/TaxonomyCategory/el-2-2-2-2        : Elektronika > Audio > Elementy audio > Wzmacniacze audio > Wzmacniacze mocy
gid://shopify/TaxonomyCategory/el-2-2-3          : Elektronika > Audio > Elementy audio > Miksery audio
gid://shopify/TaxonomyCategory/el-2-2-4          : Elektronika > Audio > Elementy audio > Transmitery audio
gid://shopify/TaxonomyCategory/el-2-2-4-1        : Elektronika > Audio > Elementy audio > Transmitery audio > Transmitery Bluetooth
gid://shopify/TaxonomyCategory/el-2-2-4-2        : Elektronika > Audio > Elementy audio > Transmitery audio > Transmitery FM
