# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-brilledesign
gid://shopify/TaxonomyAttribute/1986  : Konverteringsfunktionalitet
gid://shopify/TaxonomyAttribute/6895  : Konvertibel konfiguration
gid://shopify/TaxonomyAttribute/6896  : Konvertible højstolstilstande
gid://shopify/TaxonomyAttribute/2584  : Transportørdrift
gid://shopify/TaxonomyAttribute/7711  : Indhold i sæt til småkagepynt
gid://shopify/TaxonomyAttribute/7712  : Småkagevarianter
gid://shopify/TaxonomyAttribute/4049  : Tilberedningsrum
gid://shopify/TaxonomyAttribute/5815  : Kogegelbrændstofbase
gid://shopify/TaxonomyAttribute/1493  : Madlavningsmetode
gid://shopify/TaxonomyAttribute/7713  : Tilberedningstilstand
gid://shopify/TaxonomyAttribute/5816  : Kogeoverflades tekstur
gid://shopify/TaxonomyAttribute/5817  : Design af madlavningstermometer
gid://shopify/TaxonomyAttribute/1487  : Madlavningsvinsvariant
gid://shopify/TaxonomyAttribute/5818  : Køkkengrejs belægningsmateriale
gid://shopify/TaxonomyAttribute/5819  : Køkkengrejs belægningstype
gid://shopify/TaxonomyAttribute/3361  : Køkkengrejsartikler medfølger
gid://shopify/TaxonomyAttribute/5820  : Lågtype til køkkengrej
gid://shopify/TaxonomyAttribute/3147  : Funktioner for kogegrej/bageforme
gid://shopify/TaxonomyAttribute/2811  : Materiale af kogegrej og bageforme
gid://shopify/TaxonomyAttribute/8223  : Formålet med kølemiddeadditivet
gid://shopify/TaxonomyAttribute/8224  : Kølemiddelbaseret væske
gid://shopify/TaxonomyAttribute/8225  : Kølemiddeludløbets tilslutningstype
gid://shopify/TaxonomyAttribute/8226  : Vinkel på kølemidlets udløbsrør
gid://shopify/TaxonomyAttribute/8227  : Kølemiddelteknologi
gid://shopify/TaxonomyAttribute/8228  : Kølevæsketemperatursensorport
gid://shopify/TaxonomyAttribute/8229  : Kølevæsketemperaturfølerens tætningstype
gid://shopify/TaxonomyAttribute/5821  : Køligere stil
gid://shopify/TaxonomyAttribute/8230  : Kølemiddelkomponent, der er inkluderet
gid://shopify/TaxonomyAttribute/8231  : Trin til gennemskylning af kølesystemet
gid://shopify/TaxonomyAttribute/8232  : Kølesystemtype
gid://shopify/TaxonomyAttribute/1872  : Køleteknologi
gid://shopify/TaxonomyAttribute/2118  : Ledningsfastgørelsessystem
gid://shopify/TaxonomyAttribute/9311  : Ledningsmateriale
gid://shopify/TaxonomyAttribute/5003  : Frekvensbånd for trådløs telefon
gid://shopify/TaxonomyAttribute/9312  : Kernetype (basstrenge)
gid://shopify/TaxonomyAttribute/9313  : Korkfedtets grundmateriale
gid://shopify/TaxonomyAttribute/9314  : Korkfedtform
gid://shopify/TaxonomyAttribute/5822  : Proptrækkertilbehør medfølger
gid://shopify/TaxonomyAttribute/5823  : Proptrækkers ledtype
gid://shopify/TaxonomyAttribute/5824  : Proptrækkerværktøj medfølger
gid://shopify/TaxonomyAttribute/7714  : Præsentation af majs
gid://shopify/TaxonomyAttribute/7715  : Variant af majssirup
gid://shopify/TaxonomyAttribute/7716  : Majsvariant
gid://shopify/TaxonomyAttribute/7300  : Hjørnekompatibilitet
gid://shopify/TaxonomyAttribute/7301  : Hjørneflagets egenskaber
gid://shopify/TaxonomyAttribute/9315  : Type af mundstykke til kornet
gid://shopify/TaxonomyAttribute/7302  : Certificering af cornhole-liga
gid://shopify/TaxonomyAttribute/3155  : Korrektorfunktioner
gid://shopify/TaxonomyAttribute/8233  : Rustbestandighed
gid://shopify/TaxonomyAttribute/8234  : Rustbestandighedsniveau
gid://shopify/TaxonomyAttribute/2494  : Corsage/Boutonni√®re-design
gid://shopify/TaxonomyAttribute/1857  : Kosmetisk tilstand
gid://shopify/TaxonomyAttribute/1614  : Kosmetisk finish
gid://shopify/TaxonomyAttribute/1630  : Kosmetisk funktion
gid://shopify/TaxonomyAttribute/5242  : Kosmetiksættype
gid://shopify/TaxonomyAttribute/6663  : Kostumekomponenter, der er inkluderet
gid://shopify/TaxonomyAttribute/2564  : Kostumetema
gid://shopify/TaxonomyAttribute/5303  : Vatkulestørrelse
gid://shopify/TaxonomyAttribute/9316  : Bomuldsvævningstype
gid://shopify/TaxonomyAttribute/2577  : Bordform
gid://shopify/TaxonomyAttribute/7303  : Tællertype
gid://shopify/TaxonomyAttribute/7304  : Modvægtens fyldmateriale
gid://shopify/TaxonomyAttribute/7305  : Modvægtstype
gid://shopify/TaxonomyAttribute/2364  : Land
gid://shopify/TaxonomyAttribute/9317  : Koblingssystem
gid://shopify/TaxonomyAttribute/7306  : Banebelægningens egnethed
gid://shopify/TaxonomyAttribute/1784  : Lukkedesign af ammeindlæg
gid://shopify/TaxonomyAttribute/3012  : Coverfunktioner
gid://shopify/TaxonomyAttribute/7307  : Dækpassetype
gid://shopify/TaxonomyAttribute/8235  : Type af overdækning
gid://shopify/TaxonomyAttribute/1341  : Covermateriale
gid://shopify/TaxonomyAttribute/2707  : Covertype
gid://shopify/TaxonomyAttribute/5261  : Dækningsniveau
gid://shopify/TaxonomyAttribute/2659  : Dækningsregion
gid://shopify/TaxonomyAttribute/9318  : Type slagtøj til koklokke
gid://shopify/TaxonomyAttribute/9319  : Monteringsmetode for koklokke
gid://shopify/TaxonomyAttribute/9320  : Koklokkes lydegenskaber
gid://shopify/TaxonomyAttribute/6897  : Vuggekapacitet
gid://shopify/TaxonomyAttribute/9321  : Betjening af en håndværksskærer/prægemaskine
gid://shopify/TaxonomyAttribute/3277  : Type af håndværksskærer/-prægningsværktøj
gid://shopify/TaxonomyAttribute/9322  : Tilbehør til håndlavet dekoration, der medfølger
gid://shopify/TaxonomyAttribute/3278  : Type af apparat til bearbejdning af dekorationsmaterialer
gid://shopify/TaxonomyAttribute/9323  : Metode til påføring af håndværksfolien
gid://shopify/TaxonomyAttribute/9324  : Håndværksfoliens format
gid://shopify/TaxonomyAttribute/9325  : Håndværkslimens finish
gid://shopify/TaxonomyAttribute/2345  : Hobbyknivdesign
gid://shopify/TaxonomyAttribute/9326  : Påføringaf håndværksmagnet
gid://shopify/TaxonomyAttribute/9327  : Håndværksmagnetens holdekraft
gid://shopify/TaxonomyAttribute/9328  : Opbevaringsløsninger til håndværksartikler
gid://shopify/TaxonomyAttribute/3273  : Håndværksdesign til piperenser
gid://shopify/TaxonomyAttribute/2321  : Håndværksprojekttype
gid://shopify/TaxonomyAttribute/9329  : Håndværkspointtavlens inkluderede tilbehør
gid://shopify/TaxonomyAttribute/9330  : Håndværkspointtavlens målesystem
gid://shopify/TaxonomyAttribute/9331  : Håndværksståltrådens overfladebehandling/belægning
gid://shopify/TaxonomyAttribute/9332  : Forberedelse af håndværkstræets overflade
gid://shopify/TaxonomyAttribute/2329  : Håndværks-/skulpturprojekttype
gid://shopify/TaxonomyAttribute/3015  : Funktioner for håndværksramme/-blindramme
gid://shopify/TaxonomyAttribute/3013  : Funktioner for håndværksmåtte/-plade
gid://shopify/TaxonomyAttribute/2873  : Type af cramponudstyr
gid://shopify/TaxonomyAttribute/7308  : Krumtapspindlens kontaktflade
gid://shopify/TaxonomyAttribute/8236  : Krumtapakslens afbalanceringstype
gid://shopify/TaxonomyAttribute/8237  : Krumtapakslens boltmønster
gid://shopify/TaxonomyAttribute/8238  : Krumtapsensorens tandkranstype
gid://shopify/TaxonomyAttribute/6395  : Crapstilbehør medfølger
gid://shopify/TaxonomyAttribute/9333  : Crash-bækkenprofil
gid://shopify/TaxonomyAttribute/9334  : Lydkarakter for crash-bækken
gid://shopify/TaxonomyAttribute/7309  : Klatreunderlagets størrelsesklasse
gid://shopify/TaxonomyAttribute/8239  : Motorblokkens monteringsniveau
gid://shopify/TaxonomyAttribute/7717  : Ingrediens til flødebund
gid://shopify/TaxonomyAttribute/7718  : Flødeostbund
gid://shopify/TaxonomyAttribute/7719  : Flødeostform
gid://shopify/TaxonomyAttribute/7720  : Flødevariant
gid://shopify/TaxonomyAttribute/5131  : Kreatintype
gid://shopify/TaxonomyAttribute/2293  : Kreativ kunstprojekttype
gid://shopify/TaxonomyAttribute/6898  : Krybbetilbehørets funktioner
gid://shopify/TaxonomyAttribute/6899  : Sengekantens egenskaber
gid://shopify/TaxonomyAttribute/6900  : Sætkomponenter til krybbekonvertering
gid://shopify/TaxonomyAttribute/3104  : Funktioner for tremme-/børnesenge
gid://shopify/TaxonomyAttribute/7310  : Cricketboldens kvalitet
gid://shopify/TaxonomyAttribute/7311  : Cricketbold-delens konstruktion
gid://shopify/TaxonomyAttribute/7312  : Cricketboldtype
gid://shopify/TaxonomyAttribute/7313  : Type af cricketbattilbehør
gid://shopify/TaxonomyAttribute/7314  : Cricketbat-størrelse
gid://shopify/TaxonomyAttribute/7315  : Kompatibilitet med cricketbatstørrelser
gid://shopify/TaxonomyAttribute/2849  : Cricket-udstyr medfølger
gid://shopify/TaxonomyAttribute/7316  : Cricket-hjelmens rolle
gid://shopify/TaxonomyAttribute/7317  : Cricket-benbeskyttertype
gid://shopify/TaxonomyAttribute/7318  : Cricketspillerens rolle
gid://shopify/TaxonomyAttribute/7319  : Cricketbeskyttelsesklasse
gid://shopify/TaxonomyAttribute/7320  : Cricketstolpens bundtype
gid://shopify/TaxonomyAttribute/7321  : Cricket-stolpernes måleegenskaber
gid://shopify/TaxonomyAttribute/7322  : Cricket-stolpetype
gid://shopify/TaxonomyAttribute/7323  : Fokus på crickettræning
gid://shopify/TaxonomyAttribute/7324  : Kroketsætkomponenter medfølger
gid://shopify/TaxonomyAttribute/9335  : Symboltype i broderidiagram
gid://shopify/TaxonomyAttribute/9336  : Type af broderiefterbehandling
gid://shopify/TaxonomyAttribute/9340  : Teknik til broderimønster
gid://shopify/TaxonomyAttribute/7325  : Langrends-bindingssystem
gid://shopify/TaxonomyAttribute/9337  : Fastgørelsesmekanisme til stof i broderirammer
gid://shopify/TaxonomyAttribute/9338  : Komponenter, der medfølger til korsstingsrammen
gid://shopify/TaxonomyAttribute/9339  : Type broderiramme
gid://shopify/TaxonomyAttribute/8240  : Tværstangens form/profil
gid://shopify/TaxonomyAttribute/7326  : Tværstangsstil
gid://shopify/TaxonomyAttribute/7327  : Armbrøsttype
gid://shopify/TaxonomyAttribute/8241  : Type af crossover-komponent
gid://shopify/TaxonomyAttribute/8242  : Konfiguration af crossover
gid://shopify/TaxonomyAttribute/8243  : Crossover-type
gid://shopify/TaxonomyAttribute/6664  : Skyggeprofil
gid://shopify/TaxonomyAttribute/6665  : Skyggestil
gid://shopify/TaxonomyAttribute/5825  : Knusningsmetode
gid://shopify/TaxonomyAttribute/5826  : Skorpes bruningsgrad
gid://shopify/TaxonomyAttribute/7721  : Skorpens smagsprofil
gid://shopify/TaxonomyAttribute/5072  : Krykkens foldetype
gid://shopify/TaxonomyAttribute/1589  : Krykketype
gid://shopify/TaxonomyAttribute/9341  : Krystaloverflade
gid://shopify/TaxonomyAttribute/6666  : Krystalmateriale
gid://shopify/TaxonomyAttribute/2375  : Krystalsystem
gid://shopify/TaxonomyAttribute/9342  : Krystallinsk overfladestil
gid://shopify/TaxonomyAttribute/7722  : Agurkesort
gid://shopify/TaxonomyAttribute/7328  : Køllekompatibilitet
gid://shopify/TaxonomyAttribute/7329  : Køllekonstruktion
gid://shopify/TaxonomyAttribute/7330  : Køllehovedmateriale
gid://shopify/TaxonomyAttribute/7331  : Kompatibilitet med køsport
gid://shopify/TaxonomyAttribute/1239  : Køstil
gid://shopify/TaxonomyAttribute/7332  : Køtrådstørrelse
gid://shopify/TaxonomyAttribute/7333  : Køspidsens hårdhed
gid://shopify/TaxonomyAttribute/1240  : Køtype
gid://shopify/TaxonomyAttribute/1241  : Køomslag
gid://shopify/TaxonomyAttribute/5105  : Manchetforbindelsestype
gid://shopify/TaxonomyAttribute/7334  : Manchethøjde
gid://shopify/TaxonomyAttribute/7335  : Manchetposition
gid://shopify/TaxonomyAttribute/5104  : Manchettens størrelseskategori
gid://shopify/TaxonomyAttribute/5071  : Manchetstil
gid://shopify/TaxonomyAttribute/1495  : Køkken
gid://shopify/TaxonomyAttribute/1447  : Kulinarisk botanisk navn
gid://shopify/TaxonomyAttribute/5827  : Sorttype
gid://shopify/TaxonomyAttribute/7723  : Dyrkningsmetode
gid://shopify/TaxonomyAttribute/5828  : Kultivatortype
gid://shopify/TaxonomyAttribute/17    : Kopstørrelse
gid://shopify/TaxonomyAttribute/9343  : Koptype
gid://shopify/TaxonomyAttribute/5829  : Kopvarmers egenskaber
gid://shopify/TaxonomyAttribute/7724  : Cupcake-størrelse
gid://shopify/TaxonomyAttribute/7725  : Ostemassestørrelse
gid://shopify/TaxonomyAttribute/7336  : Hærdningsmetode
gid://shopify/TaxonomyAttribute/5278  : Hærdningsmetode
gid://shopify/TaxonomyAttribute/7726  : Saltnings- eller tilberedningsmetode
gid://shopify/TaxonomyAttribute/5246  : Øjenvippebukkerens pudemateriale
gid://shopify/TaxonomyAttribute/5244  : Øjenvippebukkerens størrelseskompatibilitet
gid://shopify/TaxonomyAttribute/1650  : Krølletype
gid://shopify/TaxonomyAttribute/7337  : Materiale til curlingkostens hoved
gid://shopify/TaxonomyAttribute/7338  : Curlingkostens hovedtype
gid://shopify/TaxonomyAttribute/7339  : Materiale til glidesko til curling
gid://shopify/TaxonomyAttribute/7340  : Type hjælpemiddel til curlingtræning
gid://shopify/TaxonomyAttribute/1791  : Valuta
gid://shopify/TaxonomyAttribute/2610  : Valutatype
gid://shopify/TaxonomyAttribute/7727  : Karryvariant
gid://shopify/TaxonomyAttribute/5830  : Gardins ophængsstil
gid://shopify/TaxonomyAttribute/5831  : Gardinforingstype
gid://shopify/TaxonomyAttribute/5832  : Gardinstangstype
gid://shopify/TaxonomyAttribute/5328  : Pudedesign
gid://shopify/TaxonomyAttribute/7341  : Pudegummiprofil
gid://shopify/TaxonomyAttribute/6667  : Støddæmpningsniveau
gid://shopify/TaxonomyAttribute/9344  : Indholdstype for tilpassede etiketter
gid://shopify/TaxonomyAttribute/2654  : Kundesupportkanaler
gid://shopify/TaxonomyAttribute/9345  : Tilpasningstype
gid://shopify/TaxonomyAttribute/7728  : Skæring eller tilberedningsstil
gid://shopify/TaxonomyAttribute/7342  : Skæremodstandsklassificering
gid://shopify/TaxonomyAttribute/9346  : Skæretype
gid://shopify/TaxonomyAttribute/3367  : Skærermuligheder
gid://shopify/TaxonomyAttribute/9347  : Skæringsanvendelse
gid://shopify/TaxonomyAttribute/5833  : Skæreskivefunktion
gid://shopify/TaxonomyAttribute/5834  : Skærehovedtype
gid://shopify/TaxonomyAttribute/9348  : Skæremåttens gitterstil
gid://shopify/TaxonomyAttribute/9349  : Skæremåttens anvendelsesformål
gid://shopify/TaxonomyAttribute/5835  : Skæremekanismetype
gid://shopify/TaxonomyAttribute/1422  : Skæremetode
gid://shopify/TaxonomyAttribute/7343  : Cykeltøjets pasform
gid://shopify/TaxonomyAttribute/1278  : Cykelstil
gid://shopify/TaxonomyAttribute/5836  : Cylindertilslutningstype
gid://shopify/TaxonomyAttribute/8248  : Topstykke
gid://shopify/TaxonomyAttribute/8249  : Materialekvalitet for topstykke
gid://shopify/TaxonomyAttribute/8250  : Topstykkets position
gid://shopify/TaxonomyAttribute/5083  : Cylinderstørrelsesbetegnelse
gid://shopify/TaxonomyAttribute/9355  : Hjulkonfiguration til bækken- og trommekasse
gid://shopify/TaxonomyAttribute/9350  : Bækkenlegering
gid://shopify/TaxonomyAttribute/9351  : Anvendelse af bækkener
gid://shopify/TaxonomyAttribute/9352  : Monteringsoverflade til bækkenarm
gid://shopify/TaxonomyAttribute/9353  : Funktioner til rotation og placering af bækkenarmen
gid://shopify/TaxonomyAttribute/9354  : Bækkenarmstil
gid://shopify/TaxonomyAttribute/9356  : Bækkenets fremstillingsstil
gid://shopify/TaxonomyAttribute/9357  : Sætkomponenter til bækken medfølger
gid://shopify/TaxonomyAttribute/9358  : Artikler til bækkensæt medfølger
gid://shopify/TaxonomyAttribute/9359  : Bækkendrejning
gid://shopify/TaxonomyAttribute/9360  : Bækkenspillestil/-genre
gid://shopify/TaxonomyAttribute/9361  : Bækkensætkonfiguration
gid://shopify/TaxonomyAttribute/9362  : Bækkens lydegenskaber
gid://shopify/TaxonomyAttribute/9363  : Bækkenets klangvarighed
gid://shopify/TaxonomyAttribute/9364  : Bækkentype
gid://shopify/TaxonomyAttribute/9365  : Bækkenlydstyrke
gid://shopify/TaxonomyAttribute/9366  : Bækkenets vægtklasse
gid://shopify/TaxonomyAttribute/5347  : DIN-størrelse
gid://shopify/TaxonomyAttribute/3069  : Funktioner for DJ-udstyr
gid://shopify/TaxonomyAttribute/3310  : DJ-softwarekompatibilitet
gid://shopify/TaxonomyAttribute/9392  : Type af DMX-udgangsstik
gid://shopify/TaxonomyAttribute/5362  : DOCSIS-standard
gid://shopify/TaxonomyAttribute/5006  : DSL-standardkompatibilitet
gid://shopify/TaxonomyAttribute/5588  : DVI-forbindelsestype
gid://shopify/TaxonomyAttribute/7729  : Varmebehandling af mejeriprodukter.
gid://shopify/TaxonomyAttribute/5517  : Seriekoblingskapacitet
gid://shopify/TaxonomyAttribute/8251  : Skadetype
gid://shopify/TaxonomyAttribute/9367  : Dæmpers pedalstil
gid://shopify/TaxonomyAttribute/8252  : Dæmpningens justerbarhed
gid://shopify/TaxonomyAttribute/9368  : Dæmpningsniveau
gid://shopify/TaxonomyAttribute/6668  : Danselejlighed
gid://shopify/TaxonomyAttribute/3418  : Dansestil
gid://shopify/TaxonomyAttribute/9369  : Darbuka-tilbehør medfølger
gid://shopify/TaxonomyAttribute/9370  : Darbuka-hoveddelens overfladetype
gid://shopify/TaxonomyAttribute/9371  : Darbukaens hovedmateriale
gid://shopify/TaxonomyAttribute/7344  : Dartpilens materiale
gid://shopify/TaxonomyAttribute/7345  : Dartpilskaftets design
gid://shopify/TaxonomyAttribute/7346  : Dartpilskaftets trådtype
gid://shopify/TaxonomyAttribute/7347  : Darttrådstørrelse
gid://shopify/TaxonomyAttribute/7348  : Kompatibilitet med dartpilspidser
gid://shopify/TaxonomyAttribute/7349  : Tilkoblingstype til dartpilspids
gid://shopify/TaxonomyAttribute/7350  : Godkendelse af dartskive til turnering
gid://shopify/TaxonomyAttribute/7351  : Dartskivetype
gid://shopify/TaxonomyAttribute/8253  : Konstruktionstype for instrumentbrætdække
gid://shopify/TaxonomyAttribute/8254  : Konfiguration af udskæring til instrumentbrættets beklædning
gid://shopify/TaxonomyAttribute/8255  : Tilbehørs placering på instrumentbrættet
gid://shopify/TaxonomyAttribute/1858  : Datanetværk
gid://shopify/TaxonomyAttribute/5004  : Politik for dataoverførsel
gid://shopify/TaxonomyAttribute/7730  : Dadelvariant
gid://shopify/TaxonomyAttribute/9372  : Dayan-hovedmateriale
gid://shopify/TaxonomyAttribute/9373  : Dayan-stropmateriale
gid://shopify/TaxonomyAttribute/9374  : Dayanens syahi-type
gid://shopify/TaxonomyAttribute/7731  : Metode til fjernelse af koffein
gid://shopify/TaxonomyAttribute/8256  : Metode til anbringelse af klistermærker
gid://shopify/TaxonomyAttribute/8257  : Klistermærkets retning
gid://shopify/TaxonomyAttribute/8258  : Placeringstype for mærkater
gid://shopify/TaxonomyAttribute/8259  : Mærkatsynlighedens egenskab
gid://shopify/TaxonomyAttribute/7352  : Dækets konkavitet
gid://shopify/TaxonomyAttribute/7353  : Dækfleksibilitetens klassificering
gid://shopify/TaxonomyAttribute/7354  : Brætmateriale
gid://shopify/TaxonomyAttribute/9375  : Dekoderens grænseflade/stiktype
gid://shopify/TaxonomyAttribute/5482  : Dekoder/enkoder-funktion
gid://shopify/TaxonomyAttribute/5837  : Sprøjteposes egenskaber
gid://shopify/TaxonomyAttribute/2782  : Dekorationsmateriale
gid://shopify/TaxonomyAttribute/6669  : Dekorationsteknik
gid://shopify/TaxonomyAttribute/2348  : Dekorativt stempeldesign
gid://shopify/TaxonomyAttribute/9376  : Dekorativt stempels formfaktor
gid://shopify/TaxonomyAttribute/9377  : Anvendelse af dekorativt tape
gid://shopify/TaxonomyAttribute/9378  : Dekorativ tapes format
gid://shopify/TaxonomyAttribute/7355  : Lokkemidlets flydeevne
