# Shopify Product Taxonomy - Categories: 2026-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Živali in pripomočki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/co-1-4-20         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Nosilci za bliskavice
gid://shopify/TaxonomyCategory/co-1-4-21         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Monitorji za fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-22         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Dodatki za nadzorne kamere
gid://shopify/TaxonomyCategory/co-1-4-23         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Dodatki za ohišja za podvodne fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-24         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Ohišja za podvodne fotoaparate
gid://shopify/TaxonomyCategory/co-1-4-25         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Deli in dodatki za fotoaparate > Luči za videokamere
gid://shopify/TaxonomyCategory/co-1-5            : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko
gid://shopify/TaxonomyCategory/co-1-5-1          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za daljnoglede in monokularje
gid://shopify/TaxonomyCategory/co-1-5-2          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke
gid://shopify/TaxonomyCategory/co-1-5-2-1        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Etuiji za dodatke
gid://shopify/TaxonomyCategory/co-1-5-2-2        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Etuiji za daljnoglede
gid://shopify/TaxonomyCategory/co-1-5-2-4        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Kovčki za brezpilotna letala
gid://shopify/TaxonomyCategory/co-1-5-2-5        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Torbice za objektive
gid://shopify/TaxonomyCategory/co-1-5-2-6        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Torbice za mikroskope
gid://shopify/TaxonomyCategory/co-1-5-2-7        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Torbice za monokularje
gid://shopify/TaxonomyCategory/co-1-5-2-8        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Torbice za daljinomere
gid://shopify/TaxonomyCategory/co-1-5-2-9        : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Etuiji za opazovalne daljnoglede
gid://shopify/TaxonomyCategory/co-1-5-2-10       : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Torbe in etuiji za optične izdelke > Torbe za teleskope
gid://shopify/TaxonomyCategory/co-1-5-3          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za daljinomere
gid://shopify/TaxonomyCategory/co-1-5-4          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za opazovalne daljnoglede
gid://shopify/TaxonomyCategory/co-1-5-5          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za teleskope
gid://shopify/TaxonomyCategory/co-1-5-6          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za termalno optiko
gid://shopify/TaxonomyCategory/co-1-5-7          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za optiko > Dodatki za daljnoglede in namerilne naprave za orožje
gid://shopify/TaxonomyCategory/co-1-6            : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala
gid://shopify/TaxonomyCategory/co-1-6-1          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala > Ohišja za trinožna in enonožna stojala
gid://shopify/TaxonomyCategory/co-1-6-2          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala > Glave za trinožna in enonožna stojala
gid://shopify/TaxonomyCategory/co-1-6-3          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala > Obeski in nastavki za trinožna stojala
gid://shopify/TaxonomyCategory/co-1-6-4          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala > Ročaji za trinožna stojala
gid://shopify/TaxonomyCategory/co-1-6-5          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Dodatki za trinožna in enonožna stojala > Stabilizatorji za trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7            : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala
gid://shopify/TaxonomyCategory/co-1-7-1          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Stojala z iztegljivo roko
gid://shopify/TaxonomyCategory/co-1-7-2          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Stojala za luči
gid://shopify/TaxonomyCategory/co-1-7-3          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Enonožna stojala
gid://shopify/TaxonomyCategory/co-1-7-4          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Žepna trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7-5          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Studijska trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7-6          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Namizna trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7-7          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Potovalna trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7-9          : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Podvodna trinožna stojala
gid://shopify/TaxonomyCategory/co-1-7-10         : Fotoaparati in optika > Dodatki za fotoaparate in optiko > Trinožna in enonožna stojala > Video trinožna stojala
gid://shopify/TaxonomyCategory/co-2              : Fotoaparati in optika > Fotoaparati
gid://shopify/TaxonomyCategory/co-2-1            : Fotoaparati in optika > Fotoaparati > Endoskopi
gid://shopify/TaxonomyCategory/co-2-2            : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati
gid://shopify/TaxonomyCategory/co-2-2-1          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > 360-stopinjski digitalni fotoaparati
gid://shopify/TaxonomyCategory/co-2-2-2          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Akcijski digitalni fotoaparati
gid://shopify/TaxonomyCategory/co-2-2-4          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Kompaktni digitalni fotoaparati
gid://shopify/TaxonomyCategory/co-2-2-5          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Digitalni zrcalnorefleksni fotoaparati (DSLR)
gid://shopify/TaxonomyCategory/co-2-2-6          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Digitalni fotoaparati srednjega formata
gid://shopify/TaxonomyCategory/co-2-2-7          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Brezzrcalni digitalni fotoaparati
gid://shopify/TaxonomyCategory/co-2-2-8          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Digitalni fotoaparati "usmeri in fotografiraj"
gid://shopify/TaxonomyCategory/co-2-2-9          : Fotoaparati in optika > Fotoaparati > Digitalni fotoaparati > Digitalni fotoaparati z daljinomerom
gid://shopify/TaxonomyCategory/co-2-3            : Fotoaparati in optika > Fotoaparati > Fotoaparati za enkratno uporabo
gid://shopify/TaxonomyCategory/co-2-4            : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati
gid://shopify/TaxonomyCategory/co-2-4-1          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Kompaktni filmski fotoaparati
gid://shopify/TaxonomyCategory/co-2-4-2          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Instantni fotoaparati
gid://shopify/TaxonomyCategory/co-2-4-3          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Filmski fotoaparati velikega formata
gid://shopify/TaxonomyCategory/co-2-4-4          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Filmski fotoaparati srednjega formata
gid://shopify/TaxonomyCategory/co-2-4-5          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Filmske kamere z daljinomerom
gid://shopify/TaxonomyCategory/co-2-4-6          : Fotoaparati in optika > Fotoaparati > Filmski fotoaparati > Zrcalnorefleksni fotoaparati
gid://shopify/TaxonomyCategory/co-2-5            : Fotoaparati in optika > Fotoaparati > Nadzorne kamere
gid://shopify/TaxonomyCategory/co-2-6            : Fotoaparati in optika > Fotoaparati > Terenske kamere
gid://shopify/TaxonomyCategory/co-2-7            : Fotoaparati in optika > Fotoaparati > Video kamere
gid://shopify/TaxonomyCategory/co-2-7-1          : Fotoaparati in optika > Fotoaparati > Video kamere > 360-stopinjske video kamere
gid://shopify/TaxonomyCategory/co-2-7-2          : Fotoaparati in optika > Fotoaparati > Video kamere > Video kamere za snemanje akcijskih posnetkov
gid://shopify/TaxonomyCategory/co-2-7-4          : Fotoaparati in optika > Fotoaparati > Video kamere > Video snemalniki
gid://shopify/TaxonomyCategory/co-2-7-5          : Fotoaparati in optika > Fotoaparati > Video kamere > Kinematografske video kamere
gid://shopify/TaxonomyCategory/co-2-7-6          : Fotoaparati in optika > Fotoaparati > Video kamere > Video kamere za avtomobile
gid://shopify/TaxonomyCategory/co-2-7-7          : Fotoaparati in optika > Fotoaparati > Video kamere > Video kamere za brezpilotna letala
gid://shopify/TaxonomyCategory/co-2-8            : Fotoaparati in optika > Fotoaparati > Spletne kamere
gid://shopify/TaxonomyCategory/co-3              : Fotoaparati in optika > Optika
gid://shopify/TaxonomyCategory/co-3-1            : Fotoaparati in optika > Optika > Daljnogledi
gid://shopify/TaxonomyCategory/co-3-2            : Fotoaparati in optika > Optika > Monokularji
gid://shopify/TaxonomyCategory/co-3-3            : Fotoaparati in optika > Optika > Daljinomeri
gid://shopify/TaxonomyCategory/co-3-4            : Fotoaparati in optika > Optika > Opazovalne naprave
gid://shopify/TaxonomyCategory/co-3-4-1          : Fotoaparati in optika > Optika > Opazovalne naprave > Opazovalni daljnogledi
gid://shopify/TaxonomyCategory/co-3-4-2          : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-1        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Katadioptrični teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-2        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Kombinirani teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-3        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Dobson teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-4        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Reflektorski teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-5        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Reflektorski teleskopi
gid://shopify/TaxonomyCategory/co-3-4-2-6        : Fotoaparati in optika > Optika > Opazovalne naprave > Teleskopi > Sončni teleskopi
gid://shopify/TaxonomyCategory/co-3-4-3          : Fotoaparati in optika > Optika > Opazovalne naprave > Strelni daljnogledi in namerilne naprave
gid://shopify/TaxonomyCategory/co-4              : Fotoaparati in optika > Fotografija
gid://shopify/TaxonomyCategory/co-4-1            : Fotoaparati in optika > Fotografija > Temnica
gid://shopify/TaxonomyCategory/co-4-1-1          : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo
gid://shopify/TaxonomyCategory/co-4-1-1-1        : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Stojala za fotokopiranje
gid://shopify/TaxonomyCategory/co-4-1-1-2        : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Umivalniki za temnice
gid://shopify/TaxonomyCategory/co-4-1-1-3        : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Rezervoarji in koluti za razvijanje
gid://shopify/TaxonomyCategory/co-4-1-1-4        : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij
gid://shopify/TaxonomyCategory/co-4-1-1-4-1      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Sušilniki filmov
gid://shopify/TaxonomyCategory/co-4-1-1-4-2      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Pralniki filmov
gid://shopify/TaxonomyCategory/co-4-1-1-4-3      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Sušilniki za tiskane fotografije
gid://shopify/TaxonomyCategory/co-4-1-1-4-4      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Klešče za razvijanje fotografij
gid://shopify/TaxonomyCategory/co-4-1-1-4-5      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Posode za razvijanje fotografij
gid://shopify/TaxonomyCategory/co-4-1-1-4-6      : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Posode, pralniki in sušilniki za razvijanje fotografij > Pralniki za tiskane fotografije
gid://shopify/TaxonomyCategory/co-4-1-1-5        : Fotoaparati in optika > Fotografija > Temnica > Oprema za razvijanje in obdelavo > Oprema in pripomočki za retuširanje
gid://shopify/TaxonomyCategory/co-4-1-2          : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje
gid://shopify/TaxonomyCategory/co-4-1-2-1        : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje > Stojala za temnice
gid://shopify/TaxonomyCategory/co-4-1-2-2        : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje > Merilniki časa za temnice
gid://shopify/TaxonomyCategory/co-4-1-2-3        : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje > Pripomočki za ostrenje
gid://shopify/TaxonomyCategory/co-4-1-2-4        : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje > Fotografski analizatorji
gid://shopify/TaxonomyCategory/co-4-1-2-5        : Fotoaparati in optika > Fotografija > Temnica > Oprema za povečevanje > Fotografski povečevalniki
gid://shopify/TaxonomyCategory/co-4-1-3          : Fotoaparati in optika > Fotografija > Temnica > Fotografske kemikalije
gid://shopify/TaxonomyCategory/co-4-1-3-1        : Fotoaparati in optika > Fotografija > Temnica > Fotografske kemikalije > Belila
gid://shopify/TaxonomyCategory/co-4-1-3-2        : Fotoaparati in optika > Fotografija > Temnica > Fotografske kemikalije > Razvijalci za film
gid://shopify/TaxonomyCategory/co-4-1-3-3        : Fotoaparati in optika > Fotografija > Temnica > Fotografske kemikalije > Utrjevalci za film
gid://shopify/TaxonomyCategory/co-4-1-3-4        : Fotoaparati in optika > Fotografija > Temnica > Fotografske kemikalije > Fiksirji
