# Shopify Product Taxonomy - Categories: 2025-12
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hewan & Perlengkapan Hewan Piaraan
gid://shopify/TaxonomyCategory/bi-11-7           : Bisnis & Industri > Mesin Berat > Pemanen
gid://shopify/TaxonomyCategory/bi-11-7-1         : Bisnis & Industri > Mesin Berat > Pemanen > Pemanen Kombinasi
gid://shopify/TaxonomyCategory/bi-11-7-2         : Bisnis & Industri > Mesin Berat > Pemanen > Pemanen Kapas
gid://shopify/TaxonomyCategory/bi-11-7-3         : Bisnis & Industri > Mesin Berat > Pemanen > Pemanen Silase
gid://shopify/TaxonomyCategory/bi-11-7-4         : Bisnis & Industri > Mesin Berat > Pemanen > Pemanen Kentang
gid://shopify/TaxonomyCategory/bi-11-7-5         : Bisnis & Industri > Mesin Berat > Pemanen > Pemanen Bit Gula
gid://shopify/TaxonomyCategory/bi-11-17          : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat
gid://shopify/TaxonomyCategory/bi-11-17-1        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Ember
gid://shopify/TaxonomyCategory/bi-11-17-4        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Pemadat & Rol
gid://shopify/TaxonomyCategory/bi-11-17-7        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Grapple & Grab
gid://shopify/TaxonomyCategory/bi-11-17-2        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Palu Hidraulik
gid://shopify/TaxonomyCategory/bi-11-17-3        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Kopling Cepat
gid://shopify/TaxonomyCategory/bi-11-17-6        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Pencabik
gid://shopify/TaxonomyCategory/bi-11-17-5        : Bisnis & Industri > Mesin Berat > Suku Cadang & Aksesori Mesin Berat > Capit
gid://shopify/TaxonomyCategory/bi-11-8           : Bisnis & Industri > Mesin Berat > Motor Grader
gid://shopify/TaxonomyCategory/bi-11-9           : Bisnis & Industri > Mesin Berat > Penggelar
gid://shopify/TaxonomyCategory/bi-11-9-1         : Bisnis & Industri > Mesin Berat > Penggelar > Penggelar Aspal
gid://shopify/TaxonomyCategory/bi-11-9-2         : Bisnis & Industri > Mesin Berat > Penggelar > Penggelar Beton
gid://shopify/TaxonomyCategory/bi-11-10          : Bisnis & Industri > Mesin Berat > Scraper
gid://shopify/TaxonomyCategory/bi-11-10-1        : Bisnis & Industri > Mesin Berat > Scraper > Elevating Scraper
gid://shopify/TaxonomyCategory/bi-11-10-2        : Bisnis & Industri > Mesin Berat > Scraper > Open Bowl Scraper
gid://shopify/TaxonomyCategory/bi-11-10-3        : Bisnis & Industri > Mesin Berat > Scraper > Pull Scraper
gid://shopify/TaxonomyCategory/bi-11-11          : Bisnis & Industri > Mesin Berat > Skid-Steer Loader
gid://shopify/TaxonomyCategory/bi-11-12          : Bisnis & Industri > Mesin Berat > Traktor
gid://shopify/TaxonomyCategory/bi-11-12-1        : Bisnis & Industri > Mesin Berat > Traktor > Traktor 4WD Artikulasi
gid://shopify/TaxonomyCategory/bi-11-12-2        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Kompak
gid://shopify/TaxonomyCategory/bi-11-12-6        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Tanaman Tinggi
gid://shopify/TaxonomyCategory/bi-11-12-5        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Kebun
gid://shopify/TaxonomyCategory/bi-11-12-3        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Tanaman Baris
gid://shopify/TaxonomyCategory/bi-11-12-8        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Rantai
gid://shopify/TaxonomyCategory/bi-11-12-4        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Utilitas
gid://shopify/TaxonomyCategory/bi-11-12-7        : Bisnis & Industri > Mesin Berat > Traktor > Traktor Kebun Anggur
gid://shopify/TaxonomyCategory/bi-11-13          : Bisnis & Industri > Mesin Berat > Penggali Parit
gid://shopify/TaxonomyCategory/bi-11-13-1        : Bisnis & Industri > Mesin Berat > Penggali Parit > Penggali Parit yang Dinaiki
gid://shopify/TaxonomyCategory/bi-11-13-2        : Bisnis & Industri > Mesin Berat > Penggali Parit > Penggali Parit Dorong
gid://shopify/TaxonomyCategory/bi-11-14          : Bisnis & Industri > Mesin Berat > Wheel Loader
gid://shopify/TaxonomyCategory/bi-11-15          : Bisnis & Industri > Mesin Berat > Scraper Traktor Roda
gid://shopify/TaxonomyCategory/bi-11-15-1        : Bisnis & Industri > Mesin Berat > Scraper Traktor Roda > Scraper Traktor Roda Angkat
gid://shopify/TaxonomyCategory/bi-11-15-2        : Bisnis & Industri > Mesin Berat > Scraper Traktor Roda > Scraper Traktor Roda Mangkuk Terbuka
gid://shopify/TaxonomyCategory/bi-11-15-3        : Bisnis & Industri > Mesin Berat > Scraper Traktor Roda > Scraper Traktor Roda Tarik
gid://shopify/TaxonomyCategory/bi-11-16          : Bisnis & Industri > Mesin Berat > Yard Scraper
gid://shopify/TaxonomyCategory/bi-12             : Bisnis & Industri > Hotel & Perhotelan
gid://shopify/TaxonomyCategory/bi-12-1           : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan
gid://shopify/TaxonomyCategory/bi-12-1-1         : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Konter Bar
gid://shopify/TaxonomyCategory/bi-12-1-2         : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar
gid://shopify/TaxonomyCategory/bi-12-1-2-1       : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar > Stasiun Koktail & Bar
gid://shopify/TaxonomyCategory/bi-12-1-2-2       : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar > Rak Gelas
gid://shopify/TaxonomyCategory/bi-12-1-2-3       : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar > Sampul Menu & Penyaji Tagihan
gid://shopify/TaxonomyCategory/bi-12-1-2-4       : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar > Pajangan & Papan Menu
gid://shopify/TaxonomyCategory/bi-12-1-2-5       : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Perhotelan > Peralatan Bawah Bar > Rel Cepat
gid://shopify/TaxonomyCategory/bi-12-2           : Bisnis & Industri > Hotel & Perhotelan > Aksesori Hotel & Perhotelan
gid://shopify/TaxonomyCategory/bi-12-2-1         : Bisnis & Industri > Hotel & Perhotelan > Aksesori Hotel & Perhotelan > Bel Meja
gid://shopify/TaxonomyCategory/bi-12-3           : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Hotel
gid://shopify/TaxonomyCategory/bi-12-3-1         : Bisnis & Industri > Hotel & Perhotelan > Perlengkapan Hotel > Meja & Konter Resepsionis
gid://shopify/TaxonomyCategory/bi-13             : Bisnis & Industri > Penyimpanan Industri
gid://shopify/TaxonomyCategory/bi-13-1           : Bisnis & Industri > Penyimpanan Industri > Lemari Industri
gid://shopify/TaxonomyCategory/bi-13-2           : Bisnis & Industri > Penyimpanan Industri > Rak Industri
gid://shopify/TaxonomyCategory/bi-13-3           : Bisnis & Industri > Penyimpanan Industri > Kontainer Pengiriman
gid://shopify/TaxonomyCategory/bi-13-4           : Bisnis & Industri > Penyimpanan Industri > Partisi Kawat, Penutup & Pintu
gid://shopify/TaxonomyCategory/bi-14             : Bisnis & Industri > Aksesori Penyimpanan Industri
gid://shopify/TaxonomyCategory/bi-14-1           : Bisnis & Industri > Aksesori Penyimpanan Industri > Rak Industri Individual
gid://shopify/TaxonomyCategory/bi-14-2           : Bisnis & Industri > Aksesori Penyimpanan Industri > Pembagi Rak Industri
gid://shopify/TaxonomyCategory/bi-14-3           : Bisnis & Industri > Aksesori Penyimpanan Industri > Klip & Pin Pengunci
gid://shopify/TaxonomyCategory/bi-15             : Bisnis & Industri > Troli & Tas Kebersihan
gid://shopify/TaxonomyCategory/bi-15-1           : Bisnis & Industri > Troli & Tas Kebersihan > Troli Pembersihan
gid://shopify/TaxonomyCategory/bi-15-2           : Bisnis & Industri > Troli & Tas Kebersihan > Troli Cucian
gid://shopify/TaxonomyCategory/bi-15-4           : Bisnis & Industri > Troli & Tas Kebersihan > Troli Pengumpulan Limbah
gid://shopify/TaxonomyCategory/bi-16             : Bisnis & Industri > Penegakan Hukum
gid://shopify/TaxonomyCategory/bi-16-1           : Bisnis & Industri > Penegakan Hukum > Borgol
gid://shopify/TaxonomyCategory/bi-16-1-1         : Bisnis & Industri > Penegakan Hukum > Borgol > Borgol Mata Rantai
gid://shopify/TaxonomyCategory/bi-16-1-2         : Bisnis & Industri > Penegakan Hukum > Borgol > Borgol Sekali Pakai
gid://shopify/TaxonomyCategory/bi-16-1-3         : Bisnis & Industri > Penegakan Hukum > Borgol > Borgol Berengsel
gid://shopify/TaxonomyCategory/bi-16-1-4         : Bisnis & Industri > Penegakan Hukum > Borgol > Borgol Besi Kaki
gid://shopify/TaxonomyCategory/bi-16-1-5         : Bisnis & Industri > Penegakan Hukum > Borgol > Borgol Kaku
gid://shopify/TaxonomyCategory/bi-16-2           : Bisnis & Industri > Penegakan Hukum > Detektor Logam
gid://shopify/TaxonomyCategory/bi-16-2-1         : Bisnis & Industri > Penegakan Hukum > Detektor Logam > Detektor Logam Pencarian Darat
gid://shopify/TaxonomyCategory/bi-16-2-2         : Bisnis & Industri > Penegakan Hukum > Detektor Logam > Detektor Logam Genggam
gid://shopify/TaxonomyCategory/bi-16-2-3         : Bisnis & Industri > Penegakan Hukum > Detektor Logam > Detektor Logam Walk-Through
gid://shopify/TaxonomyCategory/bi-17             : Bisnis & Industri > Manufaktur
gid://shopify/TaxonomyCategory/bi-17-1           : Bisnis & Industri > Manufaktur > Mesin Pengemasan
gid://shopify/TaxonomyCategory/bi-17-1-1         : Bisnis & Industri > Manufaktur > Mesin Pengemasan > Mesin Pengisian
gid://shopify/TaxonomyCategory/bi-17-1-2         : Bisnis & Industri > Manufaktur > Mesin Pengemasan > Mesin Pelabelan
gid://shopify/TaxonomyCategory/bi-17-1-3         : Bisnis & Industri > Manufaktur > Mesin Pengemasan > Mesin Penyegelan
gid://shopify/TaxonomyCategory/bi-17-1-4         : Bisnis & Industri > Manufaktur > Mesin Pengemasan > Mesin Pengikatan
gid://shopify/TaxonomyCategory/bi-17-1-5         : Bisnis & Industri > Manufaktur > Mesin Pengemasan > Mesin Pembungkusan
gid://shopify/TaxonomyCategory/bi-18             : Bisnis & Industri > Penanganan Bahan
gid://shopify/TaxonomyCategory/bi-18-1           : Bisnis & Industri > Penanganan Bahan > Konveyor
gid://shopify/TaxonomyCategory/bi-18-1-1         : Bisnis & Industri > Penanganan Bahan > Konveyor > Konveyor Sabuk
gid://shopify/TaxonomyCategory/bi-18-1-2         : Bisnis & Industri > Penanganan Bahan > Konveyor > Konveyor Fleksibel
gid://shopify/TaxonomyCategory/bi-18-1-4         : Bisnis & Industri > Penanganan Bahan > Konveyor > Konveyor Pneumatik
gid://shopify/TaxonomyCategory/bi-18-1-5         : Bisnis & Industri > Penanganan Bahan > Konveyor > Konveyor Rol
gid://shopify/TaxonomyCategory/bi-18-1-3         : Bisnis & Industri > Penanganan Bahan > Konveyor > Konveyor Vertikal & Overhead
gid://shopify/TaxonomyCategory/bi-18-2           : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan
gid://shopify/TaxonomyCategory/bi-18-2-1         : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli
gid://shopify/TaxonomyCategory/bi-18-2-1-1       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli > Kerekan Rantai
gid://shopify/TaxonomyCategory/bi-18-2-1-2       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli > Derek Gantry
gid://shopify/TaxonomyCategory/bi-18-2-1-3       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli > Derek Jib
gid://shopify/TaxonomyCategory/bi-18-2-1-4       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli > Troli
gid://shopify/TaxonomyCategory/bi-18-2-1-5       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Kerekan, Derek & Troli > Kerekan Tali Kawat
gid://shopify/TaxonomyCategory/bi-18-2-2         : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Dongkrak & Truk Angkat
gid://shopify/TaxonomyCategory/bi-18-2-2-1       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Dongkrak & Truk Angkat > Dongkrak Botol
gid://shopify/TaxonomyCategory/bi-18-2-2-2       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Dongkrak & Truk Angkat > Dongkrak Lantai
gid://shopify/TaxonomyCategory/bi-18-2-2-3       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Dongkrak & Truk Angkat > Dongkrak Palet
gid://shopify/TaxonomyCategory/bi-18-2-2-4       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Dongkrak & Truk Angkat > Dongkrak Gunting
gid://shopify/TaxonomyCategory/bi-18-2-3         : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel
gid://shopify/TaxonomyCategory/bi-18-2-3-1       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Lift Boom
gid://shopify/TaxonomyCategory/bi-18-2-3-2       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Paralelogram Drive-On
gid://shopify/TaxonomyCategory/bi-18-2-3-3       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Landasan Pacu Multi-Tiang
gid://shopify/TaxonomyCategory/bi-18-2-3-4       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Lift Gunting
gid://shopify/TaxonomyCategory/bi-18-2-3-5       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Lift Pemasangan Permukaan Dua Tiang
gid://shopify/TaxonomyCategory/bi-18-2-3-6       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Lift Personel > Lift Tiang Vertikal
gid://shopify/TaxonomyCategory/bi-18-2-4         : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Katrol, Blok & Sheaves
gid://shopify/TaxonomyCategory/bi-18-2-4-2       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Katrol, Blok & Sheaves > Katrol Dobel
gid://shopify/TaxonomyCategory/bi-18-2-4-3       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Katrol, Blok & Sheaves > Sheaves
gid://shopify/TaxonomyCategory/bi-18-2-4-4       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Katrol, Blok & Sheaves > Katrol Tunggal
gid://shopify/TaxonomyCategory/bi-18-2-4-5       : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Katrol, Blok & Sheaves > Katrol Tripel
gid://shopify/TaxonomyCategory/bi-18-2-5         : Bisnis & Industri > Penanganan Bahan > Lift & Kerekan > Mesin Kerekan
gid://shopify/TaxonomyCategory/bi-18-3           : Bisnis & Industri > Penanganan Bahan > Palet & Platform Pemuatan
gid://shopify/TaxonomyCategory/bi-18-3-1         : Bisnis & Industri > Penanganan Bahan > Palet & Platform Pemuatan > Palet Blok
gid://shopify/TaxonomyCategory/bi-18-3-2         : Bisnis & Industri > Penanganan Bahan > Palet & Platform Pemuatan > Palet Dua Muka
gid://shopify/TaxonomyCategory/bi-18-3-3         : Bisnis & Industri > Penanganan Bahan > Palet & Platform Pemuatan > Palet Dek Solid
gid://shopify/TaxonomyCategory/bi-18-3-4         : Bisnis & Industri > Penanganan Bahan > Palet & Platform Pemuatan > Palet Stringer
gid://shopify/TaxonomyCategory/bi-19             : Bisnis & Industri > Medis
gid://shopify/TaxonomyCategory/bi-19-1           : Bisnis & Industri > Medis > Tirai Rumah Sakit
gid://shopify/TaxonomyCategory/bi-19-2           : Bisnis & Industri > Medis > Gaun Rumah Sakit
gid://shopify/TaxonomyCategory/bi-19-2-1         : Bisnis & Industri > Medis > Gaun Rumah Sakit > Gaun Isolasi
gid://shopify/TaxonomyCategory/bi-19-2-2         : Bisnis & Industri > Medis > Gaun Rumah Sakit > Gaun Pasien
gid://shopify/TaxonomyCategory/bi-19-3           : Bisnis & Industri > Medis > Alas Tidur Medis
gid://shopify/TaxonomyCategory/bi-19-4           : Bisnis & Industri > Medis > Peralatan Medis
gid://shopify/TaxonomyCategory/bi-19-4-1         : Bisnis & Industri > Medis > Peralatan Medis > Defibrilator Eksternal Otomatis
gid://shopify/TaxonomyCategory/bi-19-4-2         : Bisnis & Industri > Medis > Peralatan Medis > Sabuk Berjalan
gid://shopify/TaxonomyCategory/bi-19-4-3         : Bisnis & Industri > Medis > Peralatan Medis > Palu Refleks Medis & Garpu Tala
gid://shopify/TaxonomyCategory/bi-19-4-3-1       : Bisnis & Industri > Medis > Peralatan Medis > Palu Refleks Medis & Garpu Tala > Palu Babinski
gid://shopify/TaxonomyCategory/bi-19-4-3-2       : Bisnis & Industri > Medis > Peralatan Medis > Palu Refleks Medis & Garpu Tala > Palu Buck
gid://shopify/TaxonomyCategory/bi-19-4-3-5       : Bisnis & Industri > Medis > Peralatan Medis > Palu Refleks Medis & Garpu Tala > Palu Taylor
gid://shopify/TaxonomyCategory/bi-19-4-3-3       : Bisnis & Industri > Medis > Peralatan Medis > Palu Refleks Medis & Garpu Tala > Garpu Tala
gid://shopify/TaxonomyCategory/bi-19-4-4         : Bisnis & Industri > Medis > Peralatan Medis > Tandu & Brankar Medis
gid://shopify/TaxonomyCategory/bi-19-4-4-2       : Bisnis & Industri > Medis > Peralatan Medis > Tandu & Brankar Medis > Tandu & Brankar Manual
gid://shopify/TaxonomyCategory/bi-19-4-4-4       : Bisnis & Industri > Medis > Peralatan Medis > Tandu & Brankar Medis > Tandu & Brankar Bertenaga Listrik
gid://shopify/TaxonomyCategory/bi-19-4-5         : Bisnis & Industri > Medis > Peralatan Medis > Otoskop & Oftalmoskop
gid://shopify/TaxonomyCategory/bi-19-4-6         : Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien
gid://shopify/TaxonomyCategory/bi-19-4-6-2       : Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien > Lift Kamar Mandi
gid://shopify/TaxonomyCategory/bi-19-4-6-3       : Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien > Lift Mobile
gid://shopify/TaxonomyCategory/bi-19-4-6-4       : Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien > Lift Pasien Berdiri
gid://shopify/TaxonomyCategory/bi-19-4-7         : Bisnis & Industri > Medis > Peralatan Medis > Stetoskop
gid://shopify/TaxonomyCategory/bi-19-4-7-1       : Bisnis & Industri > Medis > Peralatan Medis > Stetoskop > Stetoskop Pelatihan
gid://shopify/TaxonomyCategory/bi-19-4-8         : Bisnis & Industri > Medis > Peralatan Medis > Aksesori Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-8-1       : Bisnis & Industri > Medis > Peralatan Medis > Aksesori Monitor Tanda Vital > Manset Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-8-2       : Bisnis & Industri > Medis > Peralatan Medis > Aksesori Monitor Tanda Vital > Dudukan Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-8-3       : Bisnis & Industri > Medis > Peralatan Medis > Aksesori Monitor Tanda Vital > Kabel Daya Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-8-4       : Bisnis & Industri > Medis > Peralatan Medis > Aksesori Monitor Tanda Vital > Sensor Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-9         : Bisnis & Industri > Medis > Peralatan Medis > Monitor Tanda Vital
gid://shopify/TaxonomyCategory/bi-19-4-9-1       : Bisnis & Industri > Medis > Peralatan Medis > Monitor Tanda Vital > Monitor EKG
gid://shopify/TaxonomyCategory/bi-19-4-9-2       : Bisnis & Industri > Medis > Peralatan Medis > Monitor Tanda Vital > Monitor Multi-Parameter
gid://shopify/TaxonomyCategory/bi-19-4-9-3       : Bisnis & Industri > Medis > Peralatan Medis > Monitor Tanda Vital > Monitor Oksimeter Denyut Nadi
gid://shopify/TaxonomyCategory/bi-19-5           : Bisnis & Industri > Medis > Furnitur Medis
