# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/ae-2-4-7          : Arte e svago > Hobby e arti creative > Giocoleria > Poi
gid://shopify/TaxonomyCategory/ae-2-5            : Arte e svago > Hobby e arti creative > Magia e oggetti insoliti
gid://shopify/TaxonomyCategory/ae-2-6            : Arte e svago > Hobby e arti creative > Modellismo
gid://shopify/TaxonomyCategory/ae-2-6-1          : Arte e svago > Hobby e arti creative > Modellismo > Modelli di missili
gid://shopify/TaxonomyCategory/ae-2-6-1-1        : Arte e svago > Hobby e arti creative > Modellismo > Modelli di missili > Razzi ad alta potenza
gid://shopify/TaxonomyCategory/ae-2-6-1-2        : Arte e svago > Hobby e arti creative > Modellismo > Modelli di missili > Razzi multistadio
gid://shopify/TaxonomyCategory/ae-2-6-1-3        : Arte e svago > Hobby e arti creative > Modellismo > Modelli di missili > Razzi monostadio
gid://shopify/TaxonomyCategory/ae-2-6-1-4        : Arte e svago > Hobby e arti creative > Modellismo > Modelli di missili > Razzi ad acqua
gid://shopify/TaxonomyCategory/ae-2-6-2          : Arte e svago > Hobby e arti creative > Modellismo > Accessori per modellini di treni
gid://shopify/TaxonomyCategory/ae-2-6-3          : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni
gid://shopify/TaxonomyCategory/ae-2-6-3-1        : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni > Locomotive diesel
gid://shopify/TaxonomyCategory/ae-2-6-3-2        : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni > Locomotive elettriche
gid://shopify/TaxonomyCategory/ae-2-6-3-3        : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni > Treni merci
gid://shopify/TaxonomyCategory/ae-2-6-3-4        : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni > Treni passeggeri
gid://shopify/TaxonomyCategory/ae-2-6-3-5        : Arte e svago > Hobby e arti creative > Modellismo > Modellini treni/set di treni > Locomotive a vapore
gid://shopify/TaxonomyCategory/ae-2-6-4          : Arte e svago > Hobby e arti creative > Modellismo > Kit di modelli
gid://shopify/TaxonomyCategory/ae-2-7            : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-1          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-1      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Kit pulizia ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Prodotti pulizia/igienizzanti ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-1    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Prodotti pulizia/igienizzanti ottoni > Pulitori per fori
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-2    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Prodotti pulizia/igienizzanti ottoni > Spray disinfettanti
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-3    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Prodotti pulizia/igienizzanti ottoni > Pulitori scorrevoli
gid://shopify/TaxonomyCategory/ae-2-7-1-1-2-4    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Prodotti pulizia/igienizzanti ottoni > Pulitori per valvole
gid://shopify/TaxonomyCategory/ae-2-7-1-1-3      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Spazzole e bacchette per pulitura ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-4      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Protezioni ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-4-1    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Protezioni ottoni > Protezioni campane
gid://shopify/TaxonomyCategory/ae-2-7-1-1-4-2    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Protezioni ottoni > Protezioni per dita
gid://shopify/TaxonomyCategory/ae-2-7-1-1-4-3    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Protezioni ottoni > Protezioni scorrevoli
gid://shopify/TaxonomyCategory/ae-2-7-1-1-4-4    : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Protezioni ottoni > Protezioni per valvole
gid://shopify/TaxonomyCategory/ae-2-7-1-1-5      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Lubrificanti per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-1-6      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Cura e pulitura ottoni > Panni lucidatura ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-2        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Custodie e gigbag per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-3        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Imboccature per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-4        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-4-1      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni > Sordine per coppe
gid://shopify/TaxonomyCategory/ae-2-7-1-4-2      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni > Sordine Harmon
gid://shopify/TaxonomyCategory/ae-2-7-1-4-3      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni > Sordine a stantuffo
gid://shopify/TaxonomyCategory/ae-2-7-1-4-4      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni > Sordine pratiche
gid://shopify/TaxonomyCategory/ae-2-7-1-4-5      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Sordine per ottoni > Sordine dritte
gid://shopify/TaxonomyCategory/ae-2-7-1-5        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Pezzi di ricambio ottoni
gid://shopify/TaxonomyCategory/ae-2-7-1-6        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per ottoni > Tracolle e supporti per ottoni
gid://shopify/TaxonomyCategory/ae-2-7-2          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Bacchette da direttore d'orchestra
gid://shopify/TaxonomyCategory/ae-2-7-3          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accordatori elettronici
gid://shopify/TaxonomyCategory/ae-2-7-4          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Metronomi
gid://shopify/TaxonomyCategory/ae-2-7-5          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Panchette e sgabelli per strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-6          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Supporti a forma di lira e lavagnette per musica
gid://shopify/TaxonomyCategory/ae-2-7-7          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-1        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Borse per leggii musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-2        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Luci per leggii musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-3        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Clip per partiture musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-3-1      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Clip per partiture musicali > Clip per partiture musicali con morsetto
gid://shopify/TaxonomyCategory/ae-2-7-7-3-2      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Clip per partiture musicali > Clip elastiche per partiture musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-3-3      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Clip per partiture musicali > Clip magnetiche per partiture musicali
gid://shopify/TaxonomyCategory/ae-2-7-7-3-4      : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per leggii musicali > Clip per partiture musicali > Clip partiture per musicali a molla
gid://shopify/TaxonomyCategory/ae-2-7-8          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Leggii per musica
gid://shopify/TaxonomyCategory/ae-2-7-9          : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-1        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Amplificatori per strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-2        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Custodie per amplificatori di strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-3        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Pedaliere per amplificatori di strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-4        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Manopole per amplificatori di strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-5        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Supporti per amplificatori per strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-9-6        : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per amplificatori di strumenti musicali > Valvole per amplificatori di strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-10         : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Amplificatori strumenti musicali
gid://shopify/TaxonomyCategory/ae-2-7-10-1       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Amplificatori strumenti musicali > Amplificatori acustici
gid://shopify/TaxonomyCategory/ae-2-7-10-2       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Amplificatori strumenti musicali > Amplificatori per basso
gid://shopify/TaxonomyCategory/ae-2-7-10-3       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Amplificatori strumenti musicali > Amplificatori per chitarra
gid://shopify/TaxonomyCategory/ae-2-7-10-4       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Amplificatori strumenti musicali > Amplificatori per tastiera
gid://shopify/TaxonomyCategory/ae-2-7-11         : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera
gid://shopify/TaxonomyCategory/ae-2-7-11-1       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Custodie e borse per tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-1-1     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Custodie e borse per tastiere > Borse per tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-1-2     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Custodie e borse per tastiere > Custodie rigide per tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-1-3     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Custodie e borse per tastiere > Custodie per trasportare tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-1-4     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Custodie e borse per tastiere > Custodie morbide per tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-2       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere
gid://shopify/TaxonomyCategory/ae-2-7-11-2-1     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere > Supporti a colonna
gid://shopify/TaxonomyCategory/ae-2-7-11-2-2     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere > Supporti con rinforzo doppio
gid://shopify/TaxonomyCategory/ae-2-7-11-2-3     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere > Supporti con rinforzo singolo
gid://shopify/TaxonomyCategory/ae-2-7-11-2-4     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere > Supporti a X
gid://shopify/TaxonomyCategory/ae-2-7-11-2-5     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Leggii per tastiere > Supporti a Z
gid://shopify/TaxonomyCategory/ae-2-7-11-3       : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Pedali
gid://shopify/TaxonomyCategory/ae-2-7-11-3-1     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Pedali > Per ammortizzare
gid://shopify/TaxonomyCategory/ae-2-7-11-3-2     : Arte e svago > Hobby e arti creative > Accessori per orchestre e strumenti musicali > Accessori per tastiera > Pedali > Per supportare
