# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3Dメガネのフィットデザイン
gid://shopify/TaxonomyAttribute/3310  : DJソフトウェアの互換性
gid://shopify/TaxonomyAttribute/9392  : DMX出力コネクタータイプ
gid://shopify/TaxonomyAttribute/5362  : DOCSIS規格
gid://shopify/TaxonomyAttribute/5006  : DSL規格の互換性
gid://shopify/TaxonomyAttribute/5588  : DVI接続タイプ
gid://shopify/TaxonomyAttribute/7729  : 乳製品の加熱処理。
gid://shopify/TaxonomyAttribute/5517  : デイジーチェーン機能
gid://shopify/TaxonomyAttribute/8251  : 損傷タイプ
gid://shopify/TaxonomyAttribute/9367  : ダンパーペダルスタイル
gid://shopify/TaxonomyAttribute/8252  : 減衰力調整機能
gid://shopify/TaxonomyAttribute/9368  : 減衰レベル
gid://shopify/TaxonomyAttribute/6668  : 機会
gid://shopify/TaxonomyAttribute/3418  : ダンススタイル
gid://shopify/TaxonomyAttribute/9369  : ダルブカアクセサリー付き
gid://shopify/TaxonomyAttribute/9370  : ダルブッカ本体仕上げタイプ
gid://shopify/TaxonomyAttribute/9371  : ダルブカヘッドの素材
gid://shopify/TaxonomyAttribute/7344  : ダーツバレル素材
gid://shopify/TaxonomyAttribute/7345  : ダーツシャフトのデザイン
gid://shopify/TaxonomyAttribute/7346  : ダーツシャフトスレッドタイプ
gid://shopify/TaxonomyAttribute/7347  : ダーツスレッドサイズ
gid://shopify/TaxonomyAttribute/7348  : ダーツチップの互換性
gid://shopify/TaxonomyAttribute/7349  : ダーツチップ連携タイプ
gid://shopify/TaxonomyAttribute/7350  : ダーツボードトーナメント承認
gid://shopify/TaxonomyAttribute/7351  : ダーツボードタイプ
gid://shopify/TaxonomyAttribute/8253  : ダッシュカバー構造タイプ
gid://shopify/TaxonomyAttribute/8254  : ダッシュボードカバーの切り抜き構造
gid://shopify/TaxonomyAttribute/8255  : ダッシュボードアクセサリーの位置
gid://shopify/TaxonomyAttribute/1858  : データネットワーク
gid://shopify/TaxonomyAttribute/5004  : データロールオーバーポリシー
gid://shopify/TaxonomyAttribute/7730  : デーツの種類
gid://shopify/TaxonomyAttribute/9372  : ダヤンヘッド素材
gid://shopify/TaxonomyAttribute/9373  : ダヤンストラップ素材
gid://shopify/TaxonomyAttribute/9374  : ダヤンシャヒタイプ
gid://shopify/TaxonomyAttribute/7731  : カフェイン除去方法
gid://shopify/TaxonomyAttribute/8256  : デカール設置方法
gid://shopify/TaxonomyAttribute/8257  : デカールの向き
gid://shopify/TaxonomyAttribute/8258  : デカール配置タイプ
gid://shopify/TaxonomyAttribute/8259  : デカールの可視性プロパティ
gid://shopify/TaxonomyAttribute/7352  : デッキの凹面レベル
gid://shopify/TaxonomyAttribute/7353  : デッキの柔軟性評価
gid://shopify/TaxonomyAttribute/7354  : デッキ素材
gid://shopify/TaxonomyAttribute/9375  : デコーダーインターフェース／ソケットタイプ
gid://shopify/TaxonomyAttribute/5482  : デコーダー／エンコーダー機能
gid://shopify/TaxonomyAttribute/5837  : 装飾バッグの特徴
gid://shopify/TaxonomyAttribute/2782  : デコレーション材質
gid://shopify/TaxonomyAttribute/6669  : 装飾技法
gid://shopify/TaxonomyAttribute/2348  : アートスタンプのデザイン
gid://shopify/TaxonomyAttribute/9376  : 装飾切手フォームファクター
gid://shopify/TaxonomyAttribute/9377  : デコレーションテープ適用
gid://shopify/TaxonomyAttribute/9378  : 装飾テープ形式
gid://shopify/TaxonomyAttribute/7355  : デコイの浮力
gid://shopify/TaxonomyAttribute/7356  : デコイジョイントタイプ
gid://shopify/TaxonomyAttribute/7357  : デコイのMotionメカニズム
gid://shopify/TaxonomyAttribute/7358  : デコイの姿勢
gid://shopify/TaxonomyAttribute/7359  : デコイのサイズクラス
gid://shopify/TaxonomyAttribute/7360  : デコイスタイル
gid://shopify/TaxonomyAttribute/5838  : 除湿器リフィルフォーム
gid://shopify/TaxonomyAttribute/7732  : デリミートの種類
gid://shopify/TaxonomyAttribute/8260  : 配達フォーム
gid://shopify/TaxonomyAttribute/9379  : デニムの組成
gid://shopify/TaxonomyAttribute/9380  : デニム仕上げ
gid://shopify/TaxonomyAttribute/9381  : デニムの用途
gid://shopify/TaxonomyAttribute/9382  : ストレッチデニムタイプ
gid://shopify/TaxonomyAttribute/6670  : デニムウォッシュ
gid://shopify/TaxonomyAttribute/2365  : 通貨単位
gid://shopify/TaxonomyAttribute/5177  : 歯科器具適合性
gid://shopify/TaxonomyAttribute/5189  : デンタルフロスフォーマット
gid://shopify/TaxonomyAttribute/3349  : 歯のフロス形状
gid://shopify/TaxonomyAttribute/1664  : デンタルフロスの厚さレベル
gid://shopify/TaxonomyAttribute/3350  : デンタルフロスタイプ
gid://shopify/TaxonomyAttribute/3351  : 歯科用マウスガードの推奨使用法
gid://shopify/TaxonomyAttribute/5190  : 歯科マウスガードアーチカバレッジ
gid://shopify/TaxonomyAttribute/1665  : デンタルマウスピースの認証
gid://shopify/TaxonomyAttribute/2563  : 歯科用軟膏の味
gid://shopify/TaxonomyAttribute/2561  : 歯科アイテム (詳細)
gid://shopify/TaxonomyAttribute/5192  : 義歯アーチカバレッジ
gid://shopify/TaxonomyAttribute/1667  : 義歯床の色
gid://shopify/TaxonomyAttribute/3352  : 入れ歯の範囲
gid://shopify/TaxonomyAttribute/3353  : 入れ歯のデザイン
gid://shopify/TaxonomyAttribute/5193  : 義歯保持メカニズム
gid://shopify/TaxonomyAttribute/1668  : 義歯の色
gid://shopify/TaxonomyAttribute/2650  : デプロイメントの種類
gid://shopify/TaxonomyAttribute/7361  : ディレイラーケージの長さ
gid://shopify/TaxonomyAttribute/7362  : ディレイラーの取り付けスタイル
gid://shopify/TaxonomyAttribute/7363  : ディレイラータイプ
gid://shopify/TaxonomyAttribute/7364  : 脱シェダーツールタイプ
gid://shopify/TaxonomyAttribute/5839  : 乾燥剤
gid://shopify/TaxonomyAttribute/3154  : デスクオーガナイザの機能
gid://shopify/TaxonomyAttribute/1570  : 詳細成分
gid://shopify/TaxonomyAttribute/1579  : 検出可能な薬物
gid://shopify/TaxonomyAttribute/5058  : 検出技術
gid://shopify/TaxonomyAttribute/3357  : 検出器動作モード
gid://shopify/TaxonomyAttribute/2582  : 検出器の感度
gid://shopify/TaxonomyAttribute/1368  : 検出器の種類
gid://shopify/TaxonomyAttribute/5163  : デベロッパー強度
gid://shopify/TaxonomyAttribute/3027  : 開発上の特徴
gid://shopify/TaxonomyAttribute/845   : デバイスインターフェース
gid://shopify/TaxonomyAttribute/2197  : デバイステクノロジー
gid://shopify/TaxonomyAttribute/3392  : 器用さのスキル
gid://shopify/TaxonomyAttribute/9383  : ディアボロ軸システム
gid://shopify/TaxonomyAttribute/8261  : サポートされている診断Functions
gid://shopify/TaxonomyAttribute/8262  : 診断インターフェースタイプ
gid://shopify/TaxonomyAttribute/5840  : 文字盤の仕上げ
gid://shopify/TaxonomyAttribute/5005  : ダイヤル方法
gid://shopify/TaxonomyAttribute/6671  : ダイヤモンドの色グレード
gid://shopify/TaxonomyAttribute/3364  : おむつバッグの追加機能
gid://shopify/TaxonomyAttribute/6672  : おむつカバーのスタイル
gid://shopify/TaxonomyAttribute/1754  : おむつセットの内容物
gid://shopify/TaxonomyAttribute/3037  : おむつオーガナイザーの機能
gid://shopify/TaxonomyAttribute/1757  : おむつのサイズ
gid://shopify/TaxonomyAttribute/1573  : おむつの種類
gid://shopify/TaxonomyAttribute/9384  : ダイアスタティックパワーユニット
gid://shopify/TaxonomyAttribute/9385  : ダイアトニックハーモニカチューニングシステム
gid://shopify/TaxonomyAttribute/2761  : サイコロの形
gid://shopify/TaxonomyAttribute/6396  : サイコロの面
gid://shopify/TaxonomyAttribute/9386  : ディジュリドゥの構造タイプ
gid://shopify/TaxonomyAttribute/1834  : 誘電体タイプ
gid://shopify/TaxonomyAttribute/7365  : 栄養成分表示
gid://shopify/TaxonomyAttribute/1452  : 食事の好み
gid://shopify/TaxonomyAttribute/3098  : 栄養補助食品
gid://shopify/TaxonomyAttribute/1567  : 食事での使用
gid://shopify/TaxonomyAttribute/2768  : 難易度
gid://shopify/TaxonomyAttribute/2048  : ディフューザーの種類
gid://shopify/TaxonomyAttribute/5132  : 消化サプリメントタイプ
gid://shopify/TaxonomyAttribute/1809  : デジタル音声処理
gid://shopify/TaxonomyAttribute/5653  : デジタイザー表面仕上げ
gid://shopify/TaxonomyAttribute/5841  : 食器の特徴
gid://shopify/TaxonomyAttribute/1414  : 食器類の内容
gid://shopify/TaxonomyAttribute/6397  : 恐竜プレイセットスケール／図のサイズクラス
gid://shopify/TaxonomyAttribute/6398  : 含まれる恐竜の種
gid://shopify/TaxonomyAttribute/7366  : ディプシーダイバーのサイズ表記
gid://shopify/TaxonomyAttribute/5447  : ダイレクトボックスタイプ
gid://shopify/TaxonomyAttribute/5388  : 方向検出機能
gid://shopify/TaxonomyAttribute/1379  : 土壌分離方法
gid://shopify/TaxonomyAttribute/7367  : ディスクブレーキローターマウントタイプ
gid://shopify/TaxonomyAttribute/7368  : ディスクロック用アクセサリー付き
gid://shopify/TaxonomyAttribute/2575  : 放電タイプ
gid://shopify/TaxonomyAttribute/9387  : ディスコボールミラータイル素材
gid://shopify/TaxonomyAttribute/9388  : ディスコボールミラータイルサイズ
gid://shopify/TaxonomyAttribute/5842  : 食器用洗剤の特徴
gid://shopify/TaxonomyAttribute/5843  : 食洗機の付属品タイプ
gid://shopify/TaxonomyAttribute/5844  : 食洗機の洗浄プログラム
gid://shopify/TaxonomyAttribute/2662  : ディスクフォーマットタイプ
gid://shopify/TaxonomyAttribute/1384  : ディスペンサータイプ
gid://shopify/TaxonomyAttribute/5845  : 放出メカニズム
gid://shopify/TaxonomyAttribute/5188  : ディスペンサー操作タイプ
gid://shopify/TaxonomyAttribute/5846  : 供給温度オプション
gid://shopify/TaxonomyAttribute/8263  : ディスプレイのバックライトの色
gid://shopify/TaxonomyAttribute/3166  : ディスプレイボードの機能
gid://shopify/TaxonomyAttribute/1730  : ディスプレイの色モード
gid://shopify/TaxonomyAttribute/3176  : ディスプレイ機能
gid://shopify/TaxonomyAttribute/5664  : ディスプレイインターフェース
gid://shopify/TaxonomyAttribute/2046  : ディスプレイモード
gid://shopify/TaxonomyAttribute/2548  : ディスプレイの推奨用途
gid://shopify/TaxonomyAttribute/1334  : ディスプレイ解像度
gid://shopify/TaxonomyAttribute/2622  : 表示サインの種類
gid://shopify/TaxonomyAttribute/1248  : ディスプレイ技術
gid://shopify/TaxonomyAttribute/5847  : 表示文字
gid://shopify/TaxonomyAttribute/3054  : 使い捨てグローブ機能
gid://shopify/TaxonomyAttribute/9389  : 使い捨て／堆肥化可能表示
gid://shopify/TaxonomyAttribute/2994  : 使い捨て/リユーザブルバッグ機能
gid://shopify/TaxonomyAttribute/2950  : 使い捨て/リユーザブルアイテム素材
gid://shopify/TaxonomyAttribute/7733  : 蒸留法
gid://shopify/TaxonomyAttribute/7734  : 蒸留水の使用目的
gid://shopify/TaxonomyAttribute/8264  : 遭難信号送信周波数
gid://shopify/TaxonomyAttribute/6673  : ストレスレベル
gid://shopify/TaxonomyAttribute/6674  : ダメージ加工スタイル
gid://shopify/TaxonomyAttribute/8265  : ディストリビューター進角メカニズム
gid://shopify/TaxonomyAttribute/8266  : 分配器キャップ端末タイプ
gid://shopify/TaxonomyAttribute/8267  : ディストリビューターギアの素材
gid://shopify/TaxonomyAttribute/8268  : ディストリビューター点火タイプ
gid://shopify/TaxonomyAttribute/8269  : ディストリビューターキットコンテンツ
gid://shopify/TaxonomyAttribute/7369  : ダイブコンピューターのフォームファクター
gid://shopify/TaxonomyAttribute/3386  : ダイブコンピュータ付属品
gid://shopify/TaxonomyAttribute/5848  : 飛び込み台表面の質感
gid://shopify/TaxonomyAttribute/7370  : ダイビングマスクのデザイン
gid://shopify/TaxonomyAttribute/2866  : ダイビングレギュレータースタイル
gid://shopify/TaxonomyAttribute/2864  : ダイビング/シュノーケリング用具付き
gid://shopify/TaxonomyAttribute/7371  : ディボットツールの爪の構造
gid://shopify/TaxonomyAttribute/7372  : ディボットツールスタイル
gid://shopify/TaxonomyAttribute/9390  : ジェンベのシェル構造
gid://shopify/TaxonomyAttribute/9391  : ジェンベのチューニングシステム
gid://shopify/TaxonomyAttribute/5418  : ドッキング互換性
gid://shopify/TaxonomyAttribute/6399  : 医者プレイセットアイテム付き
gid://shopify/TaxonomyAttribute/6400  : ドクターごっこ役割遊び設定
gid://shopify/TaxonomyAttribute/6401  : 医者プレイセットウェアラブルアイテム付き
gid://shopify/TaxonomyAttribute/1703  : 犬の年齢層
gid://shopify/TaxonomyAttribute/3225  : 犬用おむつタイプ
gid://shopify/TaxonomyAttribute/3226  : ドッグトイタイプ
gid://shopify/TaxonomyAttribute/6402  : 人形アクセサリータイプ
gid://shopify/TaxonomyAttribute/6403  : ドールアイタイプ
gid://shopify/TaxonomyAttribute/6404  : 人形の髪の毛の繊維タイプ
gid://shopify/TaxonomyAttribute/9393  : ドールメイキングキットコンポーネント付き
gid://shopify/TaxonomyAttribute/3399  : ドールタイプ
gid://shopify/TaxonomyAttribute/3192  : ドール/プレイセットの機能
gid://shopify/TaxonomyAttribute/6405  : ドールハウスの設置／配置タイプ
gid://shopify/TaxonomyAttribute/6406  : ドールハウスのアイテム付き
gid://shopify/TaxonomyAttribute/6407  : ドールハウス照明タイプ
gid://shopify/TaxonomyAttribute/6408  : ドールハウスの部屋タイプ
gid://shopify/TaxonomyAttribute/6409  : ドールハウススケール
gid://shopify/TaxonomyAttribute/6410  : ドールハウスのスタイル／テーマ
gid://shopify/TaxonomyAttribute/9394  : ドンノスの演奏テクニック
gid://shopify/TaxonomyAttribute/9395  : ドノスチューニングシステム
gid://shopify/TaxonomyAttribute/8270  : ドアアセンブリタイプ
gid://shopify/TaxonomyAttribute/2080  : ドアクローザーの種類
gid://shopify/TaxonomyAttribute/6901  : ドア閉鎖メカニズム
gid://shopify/TaxonomyAttribute/5849  : ドアの構成
gid://shopify/TaxonomyAttribute/2085  : ドア枠の仕上げ具合
gid://shopify/TaxonomyAttribute/2089  : ドアガラスの仕上げ具合
gid://shopify/TaxonomyAttribute/8271  : ドアハンドルコンポーネント付き
