# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : ペット・ペット用品
gid://shopify/TaxonomyCategory/co-4-2-8-6        : カメラ・光学機器 > 写真 > 照明・スタジオ > スタジオ用マウント > グリップヘッド
gid://shopify/TaxonomyCategory/co-4-2-8-7        : カメラ・光学機器 > 写真 > 照明・スタジオ > スタジオ用マウント > ライトスタンド
gid://shopify/TaxonomyCategory/co-4-2-8-8        : カメラ・光学機器 > 写真 > 照明・スタジオ > スタジオ用マウント > リフレクターホルダー
gid://shopify/TaxonomyCategory/co-4-2-8-9        : カメラ・光学機器 > 写真 > 照明・スタジオ > スタジオ用マウント > 卓上スタンド
gid://shopify/TaxonomyCategory/co-4-2-8-10       : カメラ・光学機器 > 写真 > 照明・スタジオ > スタジオ用マウント > 壁掛け
gid://shopify/TaxonomyCategory/co-4-3            : カメラ・光学機器 > 写真 > 写真台紙関連用品
gid://shopify/TaxonomyCategory/co-4-4            : カメラ・光学機器 > 写真 > ネガ・スライド保管用品
gid://shopify/TaxonomyCategory/el                : 電子機器
gid://shopify/TaxonomyCategory/el-1              : 電子機器 > アーケードゲーム
gid://shopify/TaxonomyCategory/el-1-1            : 電子機器 > アーケードゲーム > バスケットボールアーケードゲーム
gid://shopify/TaxonomyCategory/el-1-2            : 電子機器 > アーケードゲーム > ピンボールマシン関連用品
gid://shopify/TaxonomyCategory/el-1-2-2          : 電子機器 > アーケードゲーム > ピンボールマシン関連用品 > プレイフィールドワックス
gid://shopify/TaxonomyCategory/el-1-2-3          : 電子機器 > アーケードゲーム > ピンボールマシン関連用品 > 保護カバー
gid://shopify/TaxonomyCategory/el-1-2-4          : 電子機器 > アーケードゲーム > ピンボールマシン関連用品 > 替え玉
gid://shopify/TaxonomyCategory/el-1-2-5          : 電子機器 > アーケードゲーム > ピンボールマシン関連用品 > ゴムリングキット
gid://shopify/TaxonomyCategory/el-1-3            : 電子機器 > アーケードゲーム > ピンボールマシン
gid://shopify/TaxonomyCategory/el-1-4            : 電子機器 > アーケードゲーム > スキーボールゲーム
gid://shopify/TaxonomyCategory/el-1-5            : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品
gid://shopify/TaxonomyCategory/el-1-5-1          : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品 > コインの仕組み
gid://shopify/TaxonomyCategory/el-1-5-2          : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品 > 換気・空調制御盤
gid://shopify/TaxonomyCategory/el-1-5-3          : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品 > ジョイスティック
gid://shopify/TaxonomyCategory/el-1-5-4          : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品 > マーキー
gid://shopify/TaxonomyCategory/el-1-5-5          : 電子機器 > アーケードゲーム > アーケードゲーム筐体関連用品 > プッシュボタン
gid://shopify/TaxonomyCategory/el-1-6            : 電子機器 > アーケードゲーム > アーケードゲーム筐体
gid://shopify/TaxonomyCategory/el-2              : 電子機器 > オーディオ
gid://shopify/TaxonomyCategory/el-2-1            : 電子機器 > オーディオ > オーディオアクセサリー
gid://shopify/TaxonomyCategory/el-2-1-1          : 電子機器 > オーディオ > オーディオアクセサリー > AVレシーバー関連用品
gid://shopify/TaxonomyCategory/el-2-1-1-1        : 電子機器 > オーディオ > オーディオアクセサリー > AVレシーバー関連用品 > AVレシーバー ラックマウント
gid://shopify/TaxonomyCategory/el-2-1-1-2        : 電子機器 > オーディオ > オーディオアクセサリー > AVレシーバー関連用品 > Bluetoothアダプター
gid://shopify/TaxonomyCategory/el-2-1-2          : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品
gid://shopify/TaxonomyCategory/el-2-1-2-3        : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品 > ヘッドフォン持ち運び用ケース
gid://shopify/TaxonomyCategory/el-2-1-2-4        : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品 > ヘッドフォンクッション・チップ
gid://shopify/TaxonomyCategory/el-2-1-2-4-1      : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品 > ヘッドフォンクッション・チップ > ヘッドフォンクッション
gid://shopify/TaxonomyCategory/el-2-1-2-4-2      : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品 > ヘッドフォンクッション・チップ > ヘッドフォンチップ
gid://shopify/TaxonomyCategory/el-2-1-2-5        : 電子機器 > オーディオ > オーディオアクセサリー > ヘッドフォン・ヘッドセット関連用品 > ヘッドフォンスタンド
gid://shopify/TaxonomyCategory/el-2-1-3          : 電子機器 > オーディオ > オーディオアクセサリー > カラオケ機器アクセサリー
gid://shopify/TaxonomyCategory/el-2-1-3-1        : 電子機器 > オーディオ > オーディオアクセサリー > カラオケ機器アクセサリー > カラオケ持ち運び用ケース
gid://shopify/TaxonomyCategory/el-2-1-3-2        : 電子機器 > オーディオ > オーディオアクセサリー > カラオケ機器アクセサリー > カラオケチップ
gid://shopify/TaxonomyCategory/el-2-1-6          : 電子機器 > オーディオ > オーディオアクセサリー > MP3プレーヤーアクセサリー
gid://shopify/TaxonomyCategory/el-2-1-6-1        : 電子機器 > オーディオ > オーディオアクセサリー > MP3プレーヤーアクセサリー > MP3プレーヤー・携帯電話アクセサリーセット
gid://shopify/TaxonomyCategory/el-2-1-6-2        : 電子機器 > オーディオ > オーディオアクセサリー > MP3プレーヤーアクセサリー > MP3プレーヤーケース
gid://shopify/TaxonomyCategory/el-2-1-4          : 電子機器 > オーディオ > オーディオアクセサリー > マイクアクセサリー
gid://shopify/TaxonomyCategory/el-2-1-4-1        : 電子機器 > オーディオ > オーディオアクセサリー > マイクアクセサリー > マイクショックマウント
gid://shopify/TaxonomyCategory/el-2-1-4-2        : 電子機器 > オーディオ > オーディオアクセサリー > マイクアクセサリー > ポップフィルター
gid://shopify/TaxonomyCategory/el-2-1-4-3        : 電子機器 > オーディオ > オーディオアクセサリー > マイクアクセサリー > ウィンドシールド
gid://shopify/TaxonomyCategory/el-2-1-5          : 電子機器 > オーディオ > オーディオアクセサリー > マイクスタンド
gid://shopify/TaxonomyCategory/el-2-1-7          : 電子機器 > オーディオ > オーディオアクセサリー > 衛星ラジオアクセサリー
gid://shopify/TaxonomyCategory/el-2-1-7-1        : 電子機器 > オーディオ > オーディオアクセサリー > 衛星ラジオアクセサリー > 衛星ラジオマウント・ブラケット
gid://shopify/TaxonomyCategory/el-2-1-8          : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー
gid://shopify/TaxonomyCategory/el-2-1-8-1        : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー > スピーカー用カバー・ケース
gid://shopify/TaxonomyCategory/el-2-1-8-2        : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー > スピーカー用コンポーネント・キット
gid://shopify/TaxonomyCategory/el-2-1-8-3        : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー > スピーカースタンド用バッグ
gid://shopify/TaxonomyCategory/el-2-1-8-4        : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー > スピーカースタンド・マウント
gid://shopify/TaxonomyCategory/el-2-1-8-5        : 電子機器 > オーディオ > オーディオアクセサリー > スピーカーアクセサリー > タクタイルトランスデューサー
gid://shopify/TaxonomyCategory/el-2-1-9          : 電子機器 > オーディオ > オーディオアクセサリー > ターンテーブル・レコードプレーヤー用アクセサリー
gid://shopify/TaxonomyCategory/el-2-1-9-1        : 電子機器 > オーディオ > オーディオアクセサリー > ターンテーブル・レコードプレーヤー用アクセサリー > カートリッジ
gid://shopify/TaxonomyCategory/el-2-1-9-2        : 電子機器 > オーディオ > オーディオアクセサリー > ターンテーブル・レコードプレーヤー用アクセサリー > レコードクリーニングキット
gid://shopify/TaxonomyCategory/el-2-1-9-3        : 電子機器 > オーディオ > オーディオアクセサリー > ターンテーブル・レコードプレーヤー用アクセサリー > 交換針
gid://shopify/TaxonomyCategory/el-2-1-9-4        : 電子機器 > オーディオ > オーディオアクセサリー > ターンテーブル・レコードプレーヤー用アクセサリー > スリップマット
gid://shopify/TaxonomyCategory/el-2-2            : 電子機器 > オーディオ > オーディオ機器
gid://shopify/TaxonomyCategory/el-2-2-1          : 電子機器 > オーディオ > オーディオ機器 > AVレシーバー
gid://shopify/TaxonomyCategory/el-2-2-2          : 電子機器 > オーディオ > オーディオ機器 > オーディオアンプ
gid://shopify/TaxonomyCategory/el-2-2-2-1        : 電子機器 > オーディオ > オーディオ機器 > オーディオアンプ > ヘッドフォンアンプ
gid://shopify/TaxonomyCategory/el-2-2-2-2        : 電子機器 > オーディオ > オーディオ機器 > オーディオアンプ > パワーアンプ
gid://shopify/TaxonomyCategory/el-2-2-3          : 電子機器 > オーディオ > オーディオ機器 > オーディオミキサー
gid://shopify/TaxonomyCategory/el-2-2-4          : 電子機器 > オーディオ > オーディオ機器 > オーディオトランスミッター
gid://shopify/TaxonomyCategory/el-2-2-4-1        : 電子機器 > オーディオ > オーディオ機器 > オーディオトランスミッター > Bluetoothトランスミッター
gid://shopify/TaxonomyCategory/el-2-2-4-2        : 電子機器 > オーディオ > オーディオ機器 > オーディオトランスミッター > FMトランスミッター
gid://shopify/TaxonomyCategory/el-2-2-5          : 電子機器 > オーディオ > オーディオ機器 > チャンネルストリップ
gid://shopify/TaxonomyCategory/el-2-2-6          : 電子機器 > オーディオ > オーディオ機器 > ダイレクトボックス
gid://shopify/TaxonomyCategory/el-2-2-7          : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット
gid://shopify/TaxonomyCategory/el-2-2-7-1        : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-1-1      : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン > 骨伝導ヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-1-2      : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン > DJヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-1-3      : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン > インイヤーヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-1-4      : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン > オンイヤーヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-1-5      : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドフォン > オーバーイヤーヘッドフォン
gid://shopify/TaxonomyCategory/el-2-2-7-2        : 電子機器 > オーディオ > オーディオ機器 > イヤホン・ヘッドセット > ヘッドセット
gid://shopify/TaxonomyCategory/el-2-2-8          : 電子機器 > オーディオ > オーディオ機器 > マイク
