# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/9365  : ระดับเสียงฉาบ
gid://shopify/TaxonomyAttribute/9366  : คลาสน้ำหนักฉาบ
gid://shopify/TaxonomyAttribute/5347  : ขนาด DIN
gid://shopify/TaxonomyAttribute/3069  : คุณลักษณะอุปกรณ์ดีเจ
gid://shopify/TaxonomyAttribute/3310  : ความเข้ากันได้ของซอฟต์แวร์ดีเจ
gid://shopify/TaxonomyAttribute/9392  : ประเภทขั้วต่อเอาต์พุต DMX
gid://shopify/TaxonomyAttribute/5362  : มาตรฐาน DOCSIS
gid://shopify/TaxonomyAttribute/5006  : ความเข้ากันได้มาตรฐาน DSL
gid://shopify/TaxonomyAttribute/5588  : ประเภทการเชื่อมต่อ DVI
gid://shopify/TaxonomyAttribute/7729  : วิธีการให้ความร้อนกับผลิตภัณฑ์นม
gid://shopify/TaxonomyAttribute/5517  : ความสามารถในการต่อลูกโซ่
gid://shopify/TaxonomyAttribute/8251  : ประเภทความเสียหาย
gid://shopify/TaxonomyAttribute/9367  : แป้นเหยียบแดมเปอร์
gid://shopify/TaxonomyAttribute/8252  : ความสามารถในการปรับการหน่วง
gid://shopify/TaxonomyAttribute/9368  : ระดับการหน่วง
gid://shopify/TaxonomyAttribute/6668  : งานเต้นรำ
gid://shopify/TaxonomyAttribute/3418  : สไตล์การเต้น
gid://shopify/TaxonomyAttribute/9369  : อุปกรณ์เสริมที่รวมมากับดาร์บูกา
gid://shopify/TaxonomyAttribute/9370  : ประเภทการตกแต่งตัวถัง Darbuka
gid://shopify/TaxonomyAttribute/9371  : วัสดุของหนังกลองดาร์บูกา
gid://shopify/TaxonomyAttribute/7344  : วัสดุของบาร์เรลลูกดอก
gid://shopify/TaxonomyAttribute/7345  : การออกแบบก้านลูกดอก
gid://shopify/TaxonomyAttribute/7346  : ประเภทเกลียวของก้านลูกดอก
gid://shopify/TaxonomyAttribute/7347  : ขนาดเกลียวของลูกดอก
gid://shopify/TaxonomyAttribute/7348  : ความเข้ากันได้ของหัวลูกดอก
gid://shopify/TaxonomyAttribute/7349  : ประเภทการเชื่อมต่อของหัวลูกดอก
gid://shopify/TaxonomyAttribute/7350  : การรับรองกระดานปาเป้าสำหรับการแข่งขันอย่างเป็นทางการ
gid://shopify/TaxonomyAttribute/7351  : ประเภทของกระดานปาเป้า
gid://shopify/TaxonomyAttribute/8253  : ประเภทการผลิตฝาครอบแผงหน้าปัด
gid://shopify/TaxonomyAttribute/8254  : การกำหนดค่าช่องตัดฝาครอบแผงหน้าปัด
gid://shopify/TaxonomyAttribute/8255  : ตำแหน่งการติดตั้งอุปกรณ์เสริมบนคอนโซลหน้า
gid://shopify/TaxonomyAttribute/1858  : เครือข่ายข้อมูล
gid://shopify/TaxonomyAttribute/5004  : นโยบายการหมุนเวียนข้อมูล
gid://shopify/TaxonomyAttribute/7730  : พันธุ์อินทผลัม
gid://shopify/TaxonomyAttribute/9372  : วัสดุหน้ากลองดายัน
gid://shopify/TaxonomyAttribute/9373  : วัสดุสายรัดของกลองดายัน
gid://shopify/TaxonomyAttribute/9374  : ประเภทของย่านจุดดำ (Syahi) บนหน้ากลองดายัน
gid://shopify/TaxonomyAttribute/7731  : วิธีการกำจัดคาเฟอีน
gid://shopify/TaxonomyAttribute/8256  : วิธีการติดตั้งสติกเกอร์ดีคอล
gid://shopify/TaxonomyAttribute/8257  : ทิศทางการจัดวางสติกเกอร์ดีคอล
gid://shopify/TaxonomyAttribute/8258  : ประเภทตำแหน่งการติดสติกเกอร์ดีคอล
gid://shopify/TaxonomyAttribute/8259  : คุณสมบัติการมองเห็นของสติ๊กเกอร์
gid://shopify/TaxonomyAttribute/7352  : ระดับความโค้งเว้าของแผ่นสเกตบอร์ด
gid://shopify/TaxonomyAttribute/7353  : ระดับความยืดหยุ่นของพื้นดาดฟ้า
gid://shopify/TaxonomyAttribute/7354  : วัสดุของแผ่นสเก็ตบอร์ด
gid://shopify/TaxonomyAttribute/9375  : อินเทอร์เฟซตัวถอดรหัส / ประเภทซ็อกเก็ต
gid://shopify/TaxonomyAttribute/5482  : ฟังก์ชันดีโค้ดเดอร์/เอ็นโค้ดเดอร์
gid://shopify/TaxonomyAttribute/5837  : คุณสมบัติของถุงบีบครีม
gid://shopify/TaxonomyAttribute/2782  : วัสดุตกแต่ง
gid://shopify/TaxonomyAttribute/6669  : เทคนิคการตกแต่ง
gid://shopify/TaxonomyAttribute/2348  : การออกแบบตรายางประดับ
gid://shopify/TaxonomyAttribute/9376  : รูปแบบของตัวปั๊มตกแต่ง
gid://shopify/TaxonomyAttribute/9377  : เทปตกแต่งการใช้งาน
gid://shopify/TaxonomyAttribute/9378  : รูปแบบเทปตกแต่ง
gid://shopify/TaxonomyAttribute/7355  : การลอยตัวของเหยื่อปลอม
gid://shopify/TaxonomyAttribute/7356  : ประเภทข้อต่อเหยื่อปลอม
gid://shopify/TaxonomyAttribute/7357  : กลไกการเคลื่อนไหวของเหยื่อล่อ
gid://shopify/TaxonomyAttribute/7358  : ท่าล่อ
gid://shopify/TaxonomyAttribute/7359  : ขนาดของเหยื่อล่อ
gid://shopify/TaxonomyAttribute/7360  : สไตล์ของเหยื่อปลอม
gid://shopify/TaxonomyAttribute/5838  : รูปแบบน้ำยาเติมเครื่องลดความชื้น
gid://shopify/TaxonomyAttribute/7732  : เนื้อเดลี่หลากหลายชนิด
gid://shopify/TaxonomyAttribute/8260  : รูปแบบที่นำไปใช้งาน
gid://shopify/TaxonomyAttribute/9379  : ส่วนประกอบของผ้ายีนส์
gid://shopify/TaxonomyAttribute/9380  : ผิวสัมผัสแบบยีนส์
gid://shopify/TaxonomyAttribute/9381  : วัตถุประสงค์การใช้งานผ้าเดนิม
gid://shopify/TaxonomyAttribute/9382  : ผ้ายีนส์ยืด
gid://shopify/TaxonomyAttribute/6670  : ประเภทการฟอกผ้ายีนส์
gid://shopify/TaxonomyAttribute/2365  : หน่วยเงินตรา
gid://shopify/TaxonomyAttribute/5177  : ความเข้ากันได้ของเครื่องมือทันตกรรม
gid://shopify/TaxonomyAttribute/5189  : รูปแบบไหมขัดฟัน
gid://shopify/TaxonomyAttribute/3349  : รูปทรงไหมขัดฟัน
gid://shopify/TaxonomyAttribute/1664  : ระดับความหนาของไหมขัดฟัน
gid://shopify/TaxonomyAttribute/3350  : ประเภทไหมขัดฟัน
gid://shopify/TaxonomyAttribute/3351  : การใช้ที่แนะนำสำหรับฟันยางกันกระแทก
gid://shopify/TaxonomyAttribute/5190  : การครอบคลุมโค้งฟันของเฝือกฟัน
gid://shopify/TaxonomyAttribute/1665  : ใบรับรองที่ครอบฟัน
gid://shopify/TaxonomyAttribute/2563  : รสชาติยาสีฟัน
gid://shopify/TaxonomyAttribute/2561  : รายการทันตกรรมที่รวมอยู่
gid://shopify/TaxonomyAttribute/5192  : การครอบคลุมโค้งฟันปลอม
gid://shopify/TaxonomyAttribute/1667  : สีพื้นฟันปลอม
gid://shopify/TaxonomyAttribute/3352  : ความครอบคลุมของฟันปลอม
gid://shopify/TaxonomyAttribute/3353  : การออกแบบฟันปลอม
gid://shopify/TaxonomyAttribute/5193  : กลไกการยึดฟันปลอม
gid://shopify/TaxonomyAttribute/1668  : สีฟันปลอม
gid://shopify/TaxonomyAttribute/2650  : ประเภทตะขอพับ
gid://shopify/TaxonomyAttribute/7361  : ความยาวของกรงตีนผี
gid://shopify/TaxonomyAttribute/7362  : รูปแบบการติดตั้งตีนผี
gid://shopify/TaxonomyAttribute/7363  : ประเภทของตีนผี
gid://shopify/TaxonomyAttribute/7364  : ประเภทของอุปกรณ์แปรงขนร่วง
gid://shopify/TaxonomyAttribute/5839  : สารดูดความชื้น
gid://shopify/TaxonomyAttribute/3154  : คุณลักษณะกล่องใส่เครื่องเขียน
gid://shopify/TaxonomyAttribute/1570  : ส่วนผสมโดยละเอียด
gid://shopify/TaxonomyAttribute/1579  : ยาที่ตรวจพบได้
gid://shopify/TaxonomyAttribute/5058  : เทคโนโลยีการตรวจจับ
gid://shopify/TaxonomyAttribute/3357  : โหมดการทำงานของเครื่องตรวจจับ
gid://shopify/TaxonomyAttribute/2582  : ความไวของเครื่องตรวจจับ
gid://shopify/TaxonomyAttribute/1368  : ประเภทตัวเชื่อมต่อ
