# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/co-1-5-2-8        : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Tašky a puzdrá pre optické zariadenia > Puzdrá na diaľkomery
gid://shopify/TaxonomyCategory/co-1-5-2-9        : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Tašky a puzdrá pre optické zariadenia > Puzdrá na strelecké ďalekohľady
gid://shopify/TaxonomyCategory/co-1-5-2-10       : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Tašky a puzdrá pre optické zariadenia > Tašky na ďalekohľady
gid://shopify/TaxonomyCategory/co-1-5-3          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Príslušenstvo pre diaľkomery
gid://shopify/TaxonomyCategory/co-1-5-4          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Príslušenstvo pre strelecké ďalekohľady
gid://shopify/TaxonomyCategory/co-1-5-5          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Príslušenstvo pre ďalekohľady
gid://shopify/TaxonomyCategory/co-1-5-6          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Príslušenstvo pre tepelné optické zariadenia
gid://shopify/TaxonomyCategory/co-1-5-7          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre optické zariadenia > Príslušenstvo pre puškohľady a zameriavače
gid://shopify/TaxonomyCategory/co-1-6            : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody
gid://shopify/TaxonomyCategory/co-1-6-1          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody > Puzdrá na statívy a monopody
gid://shopify/TaxonomyCategory/co-1-6-2          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody > Hlavy statívov a monopodov
gid://shopify/TaxonomyCategory/co-1-6-3          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody > Krúžky a držiaky na statívy
gid://shopify/TaxonomyCategory/co-1-6-4          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody > Rukoväte statívu
gid://shopify/TaxonomyCategory/co-1-6-5          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Príslušenstvo pre statívy a monopody > Rozpery statívu
gid://shopify/TaxonomyCategory/co-1-7            : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody
gid://shopify/TaxonomyCategory/co-1-7-1          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Pevné stojany
gid://shopify/TaxonomyCategory/co-1-7-2          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Stojany na svetlo
gid://shopify/TaxonomyCategory/co-1-7-3          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Monopody
gid://shopify/TaxonomyCategory/co-1-7-4          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Vreckové statívy
gid://shopify/TaxonomyCategory/co-1-7-5          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Štúdiové statívy
gid://shopify/TaxonomyCategory/co-1-7-6          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Stolové statívy
gid://shopify/TaxonomyCategory/co-1-7-7          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Cestovné statívy
gid://shopify/TaxonomyCategory/co-1-7-9          : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Podvodné statívy
gid://shopify/TaxonomyCategory/co-1-7-10         : Fotoaparáty a optické zariadenia > Príslušenstvo pre fotoaparáty a optické zariadenia > Statívy a monopody > Video statívy
gid://shopify/TaxonomyCategory/co-2              : Fotoaparáty a optické zariadenia > Fotoaparáty
gid://shopify/TaxonomyCategory/co-2-1            : Fotoaparáty a optické zariadenia > Fotoaparáty > Boroskopy
gid://shopify/TaxonomyCategory/co-2-2            : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty
gid://shopify/TaxonomyCategory/co-2-2-1          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > 360-stupňové digitálne fotoaparáty
gid://shopify/TaxonomyCategory/co-2-2-2          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Akčné digitálne fotoaparáty
gid://shopify/TaxonomyCategory/co-2-2-4          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Kompaktné digitálne fotoaparáty
gid://shopify/TaxonomyCategory/co-2-2-5          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Digitálne zrkadlovky (DSLR) s jedným objektívom
gid://shopify/TaxonomyCategory/co-2-2-6          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Digitálne fotoaparáty na stredný formát
gid://shopify/TaxonomyCategory/co-2-2-7          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Digitálne bezzrkadlovky
gid://shopify/TaxonomyCategory/co-2-2-8          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Kompaktné digitálne fotoaparáty
gid://shopify/TaxonomyCategory/co-2-2-9          : Fotoaparáty a optické zariadenia > Fotoaparáty > Digitálne fotoaparáty > Digitálne fotoaparáty s diaľkomerom
gid://shopify/TaxonomyCategory/co-2-3            : Fotoaparáty a optické zariadenia > Fotoaparáty > Jednorazové fotoaparáty
gid://shopify/TaxonomyCategory/co-2-4            : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery
gid://shopify/TaxonomyCategory/co-2-4-1          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Kompaktné filmové kamery
gid://shopify/TaxonomyCategory/co-2-4-2          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Okamžité filmové kamery
gid://shopify/TaxonomyCategory/co-2-4-3          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Veľkoformátové filmové kamery
gid://shopify/TaxonomyCategory/co-2-4-4          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Stredoformátové filmové kamery
gid://shopify/TaxonomyCategory/co-2-4-5          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Filmové kamery s diaľkomerom
gid://shopify/TaxonomyCategory/co-2-4-6          : Fotoaparáty a optické zariadenia > Fotoaparáty > Filmové kamery > Filmové zrkadlovky
gid://shopify/TaxonomyCategory/co-2-5            : Fotoaparáty a optické zariadenia > Fotoaparáty > Skryté kamery
gid://shopify/TaxonomyCategory/co-2-6            : Fotoaparáty a optické zariadenia > Fotoaparáty > Trailové kamery
gid://shopify/TaxonomyCategory/co-2-7            : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery
gid://shopify/TaxonomyCategory/co-2-7-1          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > 360-stupňové videokamery
gid://shopify/TaxonomyCategory/co-2-7-2          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > Akčné videokamery
gid://shopify/TaxonomyCategory/co-2-7-4          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > Videokamery
gid://shopify/TaxonomyCategory/co-2-7-5          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > Filmové videokamery
gid://shopify/TaxonomyCategory/co-2-7-6          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > Autokamery
gid://shopify/TaxonomyCategory/co-2-7-7          : Fotoaparáty a optické zariadenia > Fotoaparáty > Videokamery > Dronové videokamery
gid://shopify/TaxonomyCategory/co-2-8            : Fotoaparáty a optické zariadenia > Fotoaparáty > Webkamery
gid://shopify/TaxonomyCategory/co-3              : Fotoaparáty a optické zariadenia > Optické zariadenia
gid://shopify/TaxonomyCategory/co-3-1            : Fotoaparáty a optické zariadenia > Optické zariadenia > Ďalekohľady
gid://shopify/TaxonomyCategory/co-3-2            : Fotoaparáty a optické zariadenia > Optické zariadenia > Teleskopy
gid://shopify/TaxonomyCategory/co-3-3            : Fotoaparáty a optické zariadenia > Optické zariadenia > Diaľkomery
gid://shopify/TaxonomyCategory/co-3-4            : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy
gid://shopify/TaxonomyCategory/co-3-4-1          : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Strelecké ďalekohľady
gid://shopify/TaxonomyCategory/co-3-4-2          : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy
gid://shopify/TaxonomyCategory/co-3-4-2-1        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Katadioptrické teleskopy
gid://shopify/TaxonomyCategory/co-3-4-2-2        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Zložené teleskopy
gid://shopify/TaxonomyCategory/co-3-4-2-3        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Teleskopy Dobson
gid://shopify/TaxonomyCategory/co-3-4-2-4        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Reflektorové teleskopy
gid://shopify/TaxonomyCategory/co-3-4-2-5        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Refraktorové teleskopy
gid://shopify/TaxonomyCategory/co-3-4-2-6        : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Teleskopy > Slnečné teleskopy
gid://shopify/TaxonomyCategory/co-3-4-3          : Fotoaparáty a optické zariadenia > Optické zariadenia > Mikroskopy > Puškohľady a zameriavače
gid://shopify/TaxonomyCategory/co-4              : Fotoaparáty a optické zariadenia > Fotografovanie
gid://shopify/TaxonomyCategory/co-4-1            : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora
gid://shopify/TaxonomyCategory/co-4-1-1          : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie
gid://shopify/TaxonomyCategory/co-4-1-1-1        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Foto stojany
gid://shopify/TaxonomyCategory/co-4-1-1-2        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Umývadlá do tmavej komory
gid://shopify/TaxonomyCategory/co-4-1-1-3        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Vyvolávacie nádržky a cievky
gid://shopify/TaxonomyCategory/co-4-1-1-4        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky
gid://shopify/TaxonomyCategory/co-4-1-1-4-1      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Sušičky filmov
gid://shopify/TaxonomyCategory/co-4-1-1-4-2      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Práčky na filmy
gid://shopify/TaxonomyCategory/co-4-1-1-4-3      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Tlačiarenské sušičky
gid://shopify/TaxonomyCategory/co-4-1-1-4-4      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Tlačiarenské kliešte
gid://shopify/TaxonomyCategory/co-4-1-1-4-5      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Tlačiarenské tácky
gid://shopify/TaxonomyCategory/co-4-1-1-4-6      : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Tlačiarenské tácky, práčky a sušičky > Tlačiarenské práčky
gid://shopify/TaxonomyCategory/co-4-1-1-5        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zariadenia na vývoj a spracovanie > Vybavenie a spotrebný materiál na retušovanie
gid://shopify/TaxonomyCategory/co-4-1-2          : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie
gid://shopify/TaxonomyCategory/co-4-1-2-1        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie > Stojany v tmavej komore
gid://shopify/TaxonomyCategory/co-4-1-2-2        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie > Časovače v tmavej komore
gid://shopify/TaxonomyCategory/co-4-1-2-3        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie > Pomôcky na zaostrenie
gid://shopify/TaxonomyCategory/co-4-1-2-4        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie > Fotografické analyzátory
gid://shopify/TaxonomyCategory/co-4-1-2-5        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Zväčšovacie vybavenie > Fotografické zväčšovače
gid://shopify/TaxonomyCategory/co-4-1-3          : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie
gid://shopify/TaxonomyCategory/co-4-1-3-1        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Bielidlá
gid://shopify/TaxonomyCategory/co-4-1-3-2        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Filmové vývojky
gid://shopify/TaxonomyCategory/co-4-1-3-3        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Filmové tužidlá
gid://shopify/TaxonomyCategory/co-4-1-3-4        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Fixátory
gid://shopify/TaxonomyCategory/co-4-1-3-5        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Hypo-čistiace prostriedky
gid://shopify/TaxonomyCategory/co-4-1-3-6        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Papierové vývojky
gid://shopify/TaxonomyCategory/co-4-1-3-7        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Reverzná kúpeľ
gid://shopify/TaxonomyCategory/co-4-1-3-8        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Ustaľovacia kúpeľ
gid://shopify/TaxonomyCategory/co-4-1-3-9        : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Tonery
gid://shopify/TaxonomyCategory/co-4-1-3-10       : Fotoaparáty a optické zariadenia > Fotografovanie > Tmavá komora > Fotografické chemikálie > Zmáčadlá
