# Shopify Product Taxonomy - Categories: 2025-04
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Állatok és kisállatkellékek
gid://shopify/TaxonomyCategory/ae-3-2-12         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Borítékpecsétek
gid://shopify/TaxonomyCategory/ae-3-2-13         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Rendezvényprogramok
gid://shopify/TaxonomyCategory/ae-3-2-14         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Tűzijátékok és petárdák
gid://shopify/TaxonomyCategory/ae-3-2-14-1       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Tűzijátékok és petárdák > Petárdák
gid://shopify/TaxonomyCategory/ae-3-2-14-2       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Tűzijátékok és petárdák > Tűzijáték-válogatások
gid://shopify/TaxonomyCategory/ae-3-2-14-3       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Tűzijátékok és petárdák > Szökőkút-tűzijátékok
gid://shopify/TaxonomyCategory/ae-3-2-15         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Felfújható bulidekorációk
gid://shopify/TaxonomyCategory/ae-3-2-16         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Meghívók
gid://shopify/TaxonomyCategory/ae-3-2-17         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók
gid://shopify/TaxonomyCategory/ae-3-2-17-1       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók > Kifújók
gid://shopify/TaxonomyCategory/ae-3-2-17-2       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók > Kéztapsolók
gid://shopify/TaxonomyCategory/ae-3-2-17-3       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók > Zajkeltők
gid://shopify/TaxonomyCategory/ae-3-2-17-4       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók > Bulikürtök
gid://shopify/TaxonomyCategory/ae-3-2-17-5       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Zajkeltők és partifúvók > Sípok
gid://shopify/TaxonomyCategory/ae-3-2-18         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliajándékok
gid://shopify/TaxonomyCategory/ae-3-2-19         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Bulijátékok
gid://shopify/TaxonomyCategory/ae-3-2-20         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Bulikalapok
gid://shopify/TaxonomyCategory/ae-3-2-21         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök
gid://shopify/TaxonomyCategory/ae-3-2-21-1       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök > Krepp-papír szalagok
gid://shopify/TaxonomyCategory/ae-3-2-21-2       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök > Szövetszalagok
gid://shopify/TaxonomyCategory/ae-3-2-21-3       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök > Fóliafüggönyök
gid://shopify/TaxonomyCategory/ae-3-2-21-4       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök > Rojtos függönyök
gid://shopify/TaxonomyCategory/ae-3-2-21-5       : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buliszalagok és -függönyök > Bojtfüzérek
gid://shopify/TaxonomyCategory/ae-3-2-22         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Buli-kellék-készletek
gid://shopify/TaxonomyCategory/ae-3-2-23         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Piñaták
gid://shopify/TaxonomyCategory/ae-3-2-24         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Helykártyatartók
gid://shopify/TaxonomyCategory/ae-3-2-25         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Helykártyák
gid://shopify/TaxonomyCategory/ae-3-2-26         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Válaszkártyák
gid://shopify/TaxonomyCategory/ae-3-2-27         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Csillagszórók
gid://shopify/TaxonomyCategory/ae-3-2-28         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Különlegesalkalom-kártyadobozok és -tartók
gid://shopify/TaxonomyCategory/ae-3-2-29         : Művészet és szórakoztatás > Buli és ünneplés > Bulikellékek > Spray szálak
gid://shopify/TaxonomyCategory/ae-3-3            : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások
gid://shopify/TaxonomyCategory/ae-3-3-1          : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Diszkógömbök
gid://shopify/TaxonomyCategory/ae-3-3-2          : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Ködgépek
gid://shopify/TaxonomyCategory/ae-3-3-3          : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-vezérlők
gid://shopify/TaxonomyCategory/ae-3-3-3-1        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-vezérlők > DMX-vezérlők
gid://shopify/TaxonomyCategory/ae-3-3-3-2        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-vezérlők > Hanggal aktiválható vezérlők
gid://shopify/TaxonomyCategory/ae-3-3-3-3        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-vezérlők > Időzítővezérlők
gid://shopify/TaxonomyCategory/ae-3-3-4          : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fényállványok
gid://shopify/TaxonomyCategory/ae-3-3-5          : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények
gid://shopify/TaxonomyCategory/ae-3-3-5-1        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények > Gobo projektorok
gid://shopify/TaxonomyCategory/ae-3-3-5-3        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények > LED-fények
gid://shopify/TaxonomyCategory/ae-3-3-5-2        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények > Lézerfények
gid://shopify/TaxonomyCategory/ae-3-3-5-4        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények > Villogó fények
gid://shopify/TaxonomyCategory/ae-3-3-5-5        : Művészet és szórakoztatás > Buli és ünneplés > Speciális hatások > Speciálishatás-fények > Fekete UV-fények
gid://shopify/TaxonomyCategory/ae-3-4            : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak
gid://shopify/TaxonomyCategory/ae-3-4-1          : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjoklevelek
gid://shopify/TaxonomyCategory/ae-3-4-2          : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjtűk és -medálok
gid://shopify/TaxonomyCategory/ae-3-4-2-1        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjtűk és -medálok > Díjtűk
gid://shopify/TaxonomyCategory/ae-3-4-2-2        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjtűk és -medálok > Gallértűk
gid://shopify/TaxonomyCategory/ae-3-4-2-3        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjtűk és -medálok > Fém medálok
gid://shopify/TaxonomyCategory/ae-3-4-2-4        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjtűk és -medálok > Szalagmedálok
gid://shopify/TaxonomyCategory/ae-3-4-3          : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjplakettek
gid://shopify/TaxonomyCategory/ae-3-4-4          : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjszalagok
gid://shopify/TaxonomyCategory/ae-3-4-4-1        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjszalagok > Lapos szalagok
gid://shopify/TaxonomyCategory/ae-3-4-4-2        : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Díjszalagok > Rozetták
gid://shopify/TaxonomyCategory/ae-3-4-5          : Művészet és szórakoztatás > Buli és ünneplés > Trófeák és díjak > Trófeák
gid://shopify/TaxonomyCategory/bt                : Baba- és csecsemő
gid://shopify/TaxonomyCategory/bt-1              : Baba- és csecsemő > Babafürdetés
gid://shopify/TaxonomyCategory/bt-1-1            : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések
gid://shopify/TaxonomyCategory/bt-1-1-1          : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések > Fürdőgyűrűk
gid://shopify/TaxonomyCategory/bt-1-1-2          : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések > Fürdőülések
gid://shopify/TaxonomyCategory/bt-1-1-3          : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések > Fürdőtámaszok
gid://shopify/TaxonomyCategory/bt-1-1-4          : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések > Fürdőkádak
gid://shopify/TaxonomyCategory/bt-1-1-5          : Baba- és csecsemő > Babafürdetés > Babakádak és -fürdőülések > Haskádak
gid://shopify/TaxonomyCategory/bt-1-2            : Baba- és csecsemő > Babafürdetés > Zuhanyvédők
gid://shopify/TaxonomyCategory/bt-1-2-1          : Baba- és csecsemő > Babafürdetés > Zuhanyvédők > Hajöblítő csészék
gid://shopify/TaxonomyCategory/bt-2              : Baba- és csecsemő > Babaajándék-készletek
gid://shopify/TaxonomyCategory/bt-3              : Baba- és csecsemő > Babaegészség
gid://shopify/TaxonomyCategory/bt-3-1            : Baba- és csecsemő > Babaegészség > Babaegészségügyi és -ápoló készletek
gid://shopify/TaxonomyCategory/bt-3-2            : Baba- és csecsemő > Babaegészség > Orrszívók
gid://shopify/TaxonomyCategory/bt-3-3            : Baba- és csecsemő > Babaegészség > Cumikapcsok és -tartók
gid://shopify/TaxonomyCategory/bt-3-4            : Baba- és csecsemő > Babaegészség > Cumitörlőkendők
gid://shopify/TaxonomyCategory/bt-3-5            : Baba- és csecsemő > Babaegészség > Cumik és rágókák
gid://shopify/TaxonomyCategory/bt-3-5-1          : Baba- és csecsemő > Babaegészség > Cumik és rágókák > Cumik
gid://shopify/TaxonomyCategory/bt-3-5-2          : Baba- és csecsemő > Babaegészség > Cumik és rágókák > Rágókák
gid://shopify/TaxonomyCategory/bt-4              : Baba- és csecsemő > Bababiztonság
gid://shopify/TaxonomyCategory/bt-4-1            : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők
gid://shopify/TaxonomyCategory/bt-4-1-1          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők > Ajtómegállítók
gid://shopify/TaxonomyCategory/bt-4-1-2          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők > Kiterjesztési készletek
gid://shopify/TaxonomyCategory/bt-4-1-3          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők > Zárómechanizmusok
gid://shopify/TaxonomyCategory/bt-4-1-4          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők > Rögzítőkészletek
gid://shopify/TaxonomyCategory/bt-4-1-5          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapu-kiegészítők > Fali csészék
gid://shopify/TaxonomyCategory/bt-4-2            : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapuk
gid://shopify/TaxonomyCategory/bt-4-2-1          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapuk > Visszahúzható kapuk
gid://shopify/TaxonomyCategory/bt-4-2-2          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapuk > Lengőkapuk
gid://shopify/TaxonomyCategory/bt-4-2-3          : Baba- és csecsemő > Bababiztonság > Baba- és háziállatkapuk > Átsétálható kapuk
gid://shopify/TaxonomyCategory/bt-4-3            : Baba- és csecsemő > Bababiztonság > Babafigyelők
gid://shopify/TaxonomyCategory/bt-4-3-1          : Baba- és csecsemő > Bababiztonság > Babafigyelők > Audio és videó babafigyelők
gid://shopify/TaxonomyCategory/bt-4-3-2          : Baba- és csecsemő > Bababiztonság > Babafigyelők > Audio babafigyelők
gid://shopify/TaxonomyCategory/bt-4-3-3          : Baba- és csecsemő > Bababiztonság > Babafigyelők > Videó babafigyelők
gid://shopify/TaxonomyCategory/bt-4-4            : Baba- és csecsemő > Bababiztonság > Bababiztonsági hevederek és pórázok
gid://shopify/TaxonomyCategory/bt-4-4-1          : Baba- és csecsemő > Bababiztonság > Bababiztonsági hevederek és pórázok > Hevederek
gid://shopify/TaxonomyCategory/bt-4-4-2          : Baba- és csecsemő > Bababiztonság > Bababiztonsági hevederek és pórázok > Pórázok
gid://shopify/TaxonomyCategory/bt-4-4-3          : Baba- és csecsemő > Bababiztonság > Bababiztonsági hevederek és pórázok > Karszalagok
gid://shopify/TaxonomyCategory/bt-4-5            : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők
gid://shopify/TaxonomyCategory/bt-4-5-1          : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők > Szekrényzárak
gid://shopify/TaxonomyCategory/bt-4-5-2          : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők > Sarokvédők
gid://shopify/TaxonomyCategory/bt-4-5-3          : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők > Ajtózárak
gid://shopify/TaxonomyCategory/bt-4-5-4          : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők > Fiókzárak
gid://shopify/TaxonomyCategory/bt-4-5-5          : Baba- és csecsemő > Bababiztonság > Bababiztonsági zárak és védők > Konnektorburkolatok
gid://shopify/TaxonomyCategory/bt-4-6            : Baba- és csecsemő > Bababiztonság > Bababiztonsági sínek
gid://shopify/TaxonomyCategory/bt-4-6-1          : Baba- és csecsemő > Bababiztonság > Bababiztonsági sínek > Ágybiztonsági sínek
gid://shopify/TaxonomyCategory/bt-4-6-2          : Baba- és csecsemő > Bababiztonság > Bababiztonsági sínek > Lépcsőbiztonsági sínek
gid://shopify/TaxonomyCategory/bt-5              : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések
gid://shopify/TaxonomyCategory/bt-5-1            : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok
gid://shopify/TaxonomyCategory/bt-5-1-1          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok > Ábécés blokkok
gid://shopify/TaxonomyCategory/bt-5-1-2          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok > Ábécés könyvek
gid://shopify/TaxonomyCategory/bt-5-1-3          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok > Ábécés kártyák
gid://shopify/TaxonomyCategory/bt-5-1-4          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok > Ábécés elektromos játékok
gid://shopify/TaxonomyCategory/bt-5-1-5          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Ábécés játékok > Ábécés kirakósok
gid://shopify/TaxonomyCategory/bt-5-2            : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babatevékenység-játékok
gid://shopify/TaxonomyCategory/bt-5-2-1          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babatevékenység-játékok > Tevékenységi központok
gid://shopify/TaxonomyCategory/bt-5-2-2          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babatevékenység-játékok > Zenejátékok
gid://shopify/TaxonomyCategory/bt-5-2-3          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babatevékenység-játékok > Csörgők
gid://shopify/TaxonomyCategory/bt-5-2-4          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babatevékenység-játékok > Rágókás játékok
gid://shopify/TaxonomyCategory/bt-5-3            : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babahintázók és -ringatók
gid://shopify/TaxonomyCategory/bt-5-3-1          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babahintázók és -ringatók > Babahintázók
gid://shopify/TaxonomyCategory/bt-5-3-2          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babahintázók és -ringatók > Babaringatók
gid://shopify/TaxonomyCategory/bt-5-4            : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babaugrók és -hinták
gid://shopify/TaxonomyCategory/bt-5-4-1          : Baba- és csecsemő > Babajátékok és -tevékenységfelszerelések > Babaugrók és -hinták > Babaugrók
